	Aspergillus oryzae	Aspergillus chevalieri	Fusarium poae	Saccharomycodes ludwigii	Malassezia restricta	Fusarium verticillioides	Aspergillus fumigatus	Candida albicans	Fusarium pseudograminearum	Scheffersomyces stipitis	Brettanomyces bruxellensis	Fusarium fujikuroi	Candida dubliniensis	Kluyveromyces lactis	Fusarium venenatum	Thermothelomyces thermophilus	Kazachstania africana	Naumovozyma dairenensis	Pyricularia oryzae	Yarrowia lipolytica	Colletotrichum higginsianum	Lachancea thermotolerans	Saccharomyces eubayanus	Fusarium graminearum	Candida orthopsilosis	Torulaspora delbrueckii	Schizosaccharomyces pombe	Cercospora beticola	Rhizoctonia solani	Sporisorium graminicola	Pochonia chlamydosporia	Cryptococcus neoformans	Zymoseptoria tritici	Naumovozyma castellii	Thermothielavioides terrestris	Aspergillus luchuensis	[Candida] glabrata	Tetrapisispora blattae	Saccharomyces paradoxus	Zygotorulaspora mrakii	Sugiyamaella lignohabitans	Kluyveromyces marxianus	Tetrapisispora phaffii	Pyricularia pennisetigena	Fusarium oxysporum	Pyricularia grisea	Aspergillus puulaauensis	Talaromyces rugulosus	Fusarium musae	Zygosaccharomyces rouxii	Debaryomyces hansenii	Pichia kudriavzevii	Botrytis cinerea	Ustilaginoidea virens	Saccharomyces cerevisiae	Marasmius oreades	Eremothecium cymbalariae	Neurospora crassa	Aspergillus flavus	Drechmeria coniospora
Methanobrevibacter_A woesei	-0.42329982	-0.342888972	-0.249689795	-0.291923688	-0.953967605	-0.678427498	-1.067289668	-0.817277605	-0.560771576	-0.659398528	-0.718697897	-0.206913099	-0.45985088	-0.540339369	-0.128625874	-0.443439846	-0.371330642	-0.587126172	-0.522304734	-0.301436096	-0.426678368	-0.226584675	-0.176487515	-0.956335069	-0.381008732	-1.289094402	-0.14224411	-0.510506223	-0.633403277	0	-0.065586453	0.296437283	-0.895489699	0	-0.452629779	0.1435265	-0.561889248	-0.991644986	-0.689929389	-0.771100238	-0.69641372	-0.377227046	-0.230467647	-0.868520068	-0.516043993	-0.55851741	0.004937673	-0.700455738	-0.577930056	-0.473151059	-0.651274857	-0.615486906	-0.66504007	-0.671770074	-0.67040443	-0.713000298	-0.302386198	-0.133215828	-0.511926525	-0.921777698
Enterococcus virus AUEF3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chipapillomavirus 3	-0.577906469	-0.851422542	-0.519973533	-0.989077336	-1.833518923	-0.176218145	-2.001607774	-1.251064558	-1.876513248	-1.411668065	-1.974735167	-1.160441437	-1.665313746	-1.144577607	-2.419146009	-1.470969376	-0.976656359	-1.764554706	-1.42193068	-1.259823583	-0.148931523	-0.728827458	-1.796081737	-2.179005647	-0.256029327	-3.320386455	-0.957887797	-1.060520603	-1.880737812	0	-0.967442513	-1.58161988	-1.738279929	0	-1.81863425	-0.303555154	-0.092528465	-1.15968662	-1.867690774	-2.000327653	-1.151292846	-3.404154486	-1.150250097	-1.15119338	-1.417776867	-1.826345511	-0.84300661	-0.565968247	-0.388533968	-1.308761361	-2.355406823	-1.448825585	-1.038844845	-0.515602376	-0.744896071	-0.924230161	-0.801656122	-1.005644979	-1.205303094	-1.77552168
Escherichia virus EC2	0.51652584	0.550113729	-1.369889879	1.006031803	-0.011504457	0.249513703	1.888087197	0.072530338	0.063325761	-0.189313322	0.153039264	-0.730464954	0.401408147	0.275287057	0.707843634	0.996938427	0.558080987	0.831193698	0.332626255	-0.354881882	-0.326304928	0.705998735	0.425048788	-0.304833852	-0.552653882	-0.094488434	0.858300248	0.335442483	0.562144702	0	1.34609837	-1.123979379	0.044354904	0	0.428782569	0.98507903	0.759259696	-0.132103378	0.298398682	0.077406131	0.774017319	-0.986623417	-0.290781529	0.532963033	0.714798765	0.250818397	0.120444467	0.211413039	0.315470519	0.11209642	0.02338812	0.61120023	-0.033920299	0.379295981	-0.660832962	0.155750509	-0.273294794	-0.773434304	0.635766163	0.753396518
Klebsiella virus K11	-0.384313468	-0.674493614	0.580834524	-1.056667524	-0.952907298	0.217497619	-2.047448981	-0.555586253	-1.206133943	-0.627627431	-1.267558386	-0.328123402	-1.247235532	-0.694144038	-2.208451781	-1.399760376	-0.774604438	-1.501777929	-0.972382748	-0.569388126	0.431451053	-0.703242355	-1.499404216	-1.096149645	0.437523792	-2.043419997	-1.019194214	-0.66676863	-1.439387937	0	-1.318461176	-0.711408625	-0.9266468	0	-1.396833302	-0.649051627	-0.030547309	-0.290462416	-1.264147259	-1.226133983	-0.892869536	-2.055566198	-0.540442007	-0.688433087	-1.172721581	-1.262772758	-0.597333645	-0.088904547	-0.045140788	-0.780738893	-1.558184879	-1.100209739	-0.384524716	-0.146640279	0.202195899	-0.363464392	-0.216329273	-0.205210575	-0.949435253	-1.319749185
Propionibacterium virus Lauchelly	1.551379298	1.561765591	1.851131889	1.55071865	0.753971719	1.414414349	0.485940764	1.025838008	1.126314081	1.158087791	0.941327623	1.697978176	1.256833909	1.312286334	1.380400547	1.284235531	1.502747996	1.081058949	1.258879103	1.557792213	1.704022243	1.696880191	1.502546908	0.685104898	1.736610348	0.065700412	1.714774562	1.358582519	1.023376385	0	1.758307359	2.114976825	0.831506728	0	1.224758631	2.148447031	1.518659632	0.888777932	0.986931366	0.888015568	1.126666466	0.997766942	1.650595663	0.971748761	1.242841187	1.129442253	1.932604407	1.299773498	1.457461479	1.348361651	0.922604186	1.143558009	1.234113249	1.330138628	1.338648249	1.203286184	1.663846706	1.811055019	1.303599525	0.753371016
Cellulophaga phage phi19:3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glossina hytrosavirus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sulfolobales Mexican fusellovirus 1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Acinetobacter virus Acj61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CrAss-like virus sp.	-0.798372986	-0.858366657	2.256365063	-1.724600284	2.211642035	-0.002508706	-0.930307695	1.357177721	1.217272053	1.592135483	1.471287484	1.409501504	0.222895216	0.29125517	-0.582161948	-1.041877395	-0.727724454	-0.216578996	0.328958785	0.994353225	0.478041116	-1.491981563	-0.367844689	2.989064217	0.864910476	4.11473507	-1.809454593	0.05576937	0.464113288	0	-2.875341629	1.283743513	1.911266552	0	0.261547609	-3.125467091	-1.260476134	2.066835357	1.068283191	1.746966291	-0.276737611	3.767988641	0.64234547	0.556363489	-0.393386159	0.830901638	-0.853306746	0.3805913	-0.20471029	0.549076339	1.815714648	0.043170852	1.069331853	-0.027699924	2.043936342	0.751883431	0.53738811	1.217533405	-0.399289946	0.688543899
Phthorimaea operculella granulovirus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Torque teno virus 3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Klebsiella virus Matisse	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
crAssphage cr128_1	-1.546807428	-1.420363366	-0.395898027	-1.588504888	-1.30684613	-1.722706317	-2.384686347	-1.417357615	-1.023322503	-1.101737157	-1.16865969	-0.5211394	-1.190868509	-1.339597985	-0.871966004	-1.560375026	-1.410592659	-1.496842622	-1.274684615	-0.771897582	-1.216366261	-1.450008596	-0.939851708	-1.046262155	-1.024798202	-1.086393303	-1.398403726	-1.373902208	-1.351783247	0	-1.601053631	0.217321704	-1.319571885	0	-1.154138867	-1.435214526	-1.93325744	-1.470788741	-1.256646365	-1.161127958	-1.734223433	0.148843721	-0.783237468	-1.738883341	-1.479644739	-1.13908214	-0.91246656	-1.603422823	-1.615479217	-1.148950658	-0.931222737	-1.492559143	-1.30140063	-1.687309515	-1.050069829	-1.47669385	-0.953329901	-0.485470339	-1.49625498	-1.716181472
Klebsiella phage KPV15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Faecalibacterium virus Toutatis	-0.1155234	-0.223183596	0.568579805	-0.452269112	-0.017245719	0.17633587	-0.754954384	0.039069973	-0.199595387	0.044864737	-0.200892932	0.151875412	-0.317652685	-0.114203101	-0.736856085	-0.50814102	-0.24650805	-0.461782868	-0.209694894	0.016304699	0.315659216	-0.297285856	-0.4603063	0.01486851	0.36143756	-0.218247828	-0.441805734	-0.128612008	-0.367629574	0	-0.661290407	0.020765772	-0.037958324	0	-0.366805087	-0.438876855	-0.043742933	0.203977772	-0.24180146	-0.158306501	-0.253625164	-0.222583173	-0.008389456	-0.097143729	-0.359452767	-0.261693935	-0.18063753	0.106641107	0.064392162	-0.11501325	-0.265452274	-0.290269213	0.075851876	0.042990209	0.392117108	0.047369258	0.09393472	0.178275855	-0.279565501	-0.312220905
Enterococcus virus LY0322	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
