		Acinetobacter baumannii	Yarrowia lipolytica	Human betaherpesvirus 7	Paracoccus pantotrophus	Acinetobacter tandoii	Zymoseptoria tritici	Methanobrevibacter_A smithii_A	Fusobacterium nucleatum	Gemella morbillorum	Thermothelomyces thermophilus	Candidatus Methanomethylophilus alvus	Lachnoanaerobaculum umeaense	Streptococcus mutans	Streptococcus constellatus
D2685	Belongs to the universal ribosomal protein uS2 family	0.479279094	0.464591186	0.272936317	0.017672175	0.091357854	0.15488988	0.119204697	0.094574061	7.05E-06	6.91E-05	0.001612776	0.000459733	1.09E-08	1.77E-12
D2631	Belongs to the sulfur carrier protein TusA family	0.479279094	0.464591186	0.272936317	0.017672175	0.091357854	0.15488988	0.119204697	0.094574061	7.05E-06	6.91E-05	0.001612776	0.000459733	1.09E-08	1.77E-12
D2559	Belongs to the prokaryotic molybdopterin-containing oxidoreductase family	0.479279094	0.464591186	0.272936317	0.017672175	0.091357854	0.15488988	0.119204697	0.094574061	7.05E-06	6.91E-05	0.001612776	0.000459733	1.09E-08	1.77E-12
D2557	Belongs to the precorrin methyltransferase family	0.479279094	0.464591186	0.272936317	0.017672175	0.091357854	0.15488988	0.119204697	0.094574061	7.05E-06	6.91E-05	0.001612776	0.000459733	1.09E-08	1.77E-12
D2452	Belongs to the metallo-dependent hydrolases superfamily. HutI family	0.479279094	0.464591186	0.272936317	0.017672175	0.091357854	0.15488988	0.119204697	0.094574061	7.05E-06	6.91E-05	0.001612776	0.000459733	1.09E-08	1.77E-12
D2447	Belongs to the MenA family. Type 1 subfamily	0.479279094	0.464591186	0.272936317	0.017672175	0.091357854	0.15488988	0.119204697	0.094574061	7.05E-06	6.91E-05	0.001612776	0.000459733	1.09E-08	1.77E-12
D2276	Belongs to the cytidylate kinase family. Type 1 subfamily	0.479279094	0.464591186	0.272936317	0.017672175	0.091357854	0.15488988	0.119204697	0.094574061	7.05E-06	6.91E-05	0.001612776	0.000459733	1.09E-08	1.77E-12
D1675	Associates with the EF-Tu.GDP complex and induces the exchange of GDP to GTP. It remains bound to the aminoacyl-tRNA.EF- Tu.GTP complex up to the GTP hydrolysis stage on the ribosome	0.479279094	0.464591186	0.272936317	0.017672175	0.091357854	0.15488988	0.119204697	0.094574061	7.05E-06	6.91E-05	0.001612776	0.000459733	1.09E-08	1.77E-12
D1061	aldehyde-lyase activity	0.479279094	0.464591186	0.272936317	0.017672175	0.091357854	0.15488988	0.119204697	0.094574061	7.05E-06	6.91E-05	0.001612776	0.000459733	1.09E-08	1.77E-12
D886	Acyltransferase	0.479279094	0.464591186	0.272936317	0.017672175	0.091357854	0.15488988	0.119204697	0.094574061	7.05E-06	6.91E-05	0.001612776	0.000459733	1.09E-08	1.77E-12
D550	"ABC-type dipeptide oligopeptide nickel transport systems, permease components"	0.479279094	0.464591186	0.272936317	0.017672175	0.091357854	0.15488988	0.119204697	0.094574061	7.05E-06	6.91E-05	0.001612776	0.000459733	1.09E-08	1.77E-12
D657	ABC1 family	0.479279094	0.464591186	0.272936317	0.017672175	0.091357854	0.15488988	0.119204697	0.094574061	7.05E-06	6.91E-05	0.001612776	0.000459733	1.09E-08	1.77E-12
D21304	"transport systems, ATPase components"	0.473965287	0.484361074	0.272936317	0.017779814	0.091357854	0.120079987	0.109027247	0.106683828	8.41E-06	7.03E-05	0.001575189	0.000453444	1.20E-08	2.25E-12
D17970	rhamnulose-1-phosphate aldolase alcohol dehydrogenase	0.473965287	0.484361074	0.272936317	0.017779814	0.091357854	0.120079987	0.109027247	0.106683828	8.41E-06	7.03E-05	0.001575189	0.000453444	1.20E-08	2.25E-12
D17791	Replication initiator protein A	0.473965287	0.484361074	0.272936317	0.017779814	0.091357854	0.120079987	0.109027247	0.106683828	8.41E-06	7.03E-05	0.001575189	0.000453444	1.20E-08	2.25E-12
D17024	protein serine/threonine phosphatase activity	0.473965287	0.484361074	0.272936317	0.017779814	0.091357854	0.120079987	0.109027247	0.106683828	8.41E-06	7.03E-05	0.001575189	0.000453444	1.20E-08	2.25E-12
D16199	Prokaryotic N-terminal methylation motif	0.473965287	0.484361074	0.272936317	0.017779814	0.091357854	0.120079987	0.109027247	0.106683828	8.41E-06	7.03E-05	0.001575189	0.000453444	1.20E-08	2.25E-12
D14320	PFAM isocitrate isopropylmalate dehydrogenase	0.473965287	0.484361074	0.272936317	0.017779814	0.091357854	0.120079987	0.109027247	0.106683828	8.41E-06	7.03E-05	0.001575189	0.000453444	1.20E-08	2.25E-12
D12250	N-acetylmuramoyl-L-alanine amidase activity	0.473965287	0.484361074	0.272936317	0.017779814	0.091357854	0.120079987	0.109027247	0.106683828	8.41E-06	7.03E-05	0.001575189	0.000453444	1.20E-08	2.25E-12
D11664	Metal-sensitive transcriptional repressor	0.473965287	0.484361074	0.272936317	0.017779814	0.091357854	0.120079987	0.109027247	0.106683828	8.41E-06	7.03E-05	0.001575189	0.000453444	1.20E-08	2.25E-12
D11130	lipopolysaccharide transmembrane transporter activity	0.473965287	0.484361074	0.272936317	0.017779814	0.091357854	0.120079987	0.109027247	0.106683828	8.41E-06	7.03E-05	0.001575189	0.000453444	1.20E-08	2.25E-12
D10605	Involved in protein export. Acts as a chaperone by maintaining the newly synthesized protein in an open conformation. Functions as a peptidyl-prolyl cis-trans isomerase	0.473965287	0.484361074	0.272936317	0.017779814	0.091357854	0.120079987	0.109027247	0.106683828	8.41E-06	7.03E-05	0.001575189	0.000453444	1.20E-08	2.25E-12
D9795	helix_turn _helix lactose operon repressor	0.473965287	0.484361074	0.272936317	0.017779814	0.091357854	0.120079987	0.109027247	0.106683828	8.41E-06	7.03E-05	0.001575189	0.000453444	1.20E-08	2.25E-12
D8219	Exonuclease SbcC	0.473965287	0.484361074	0.272936317	0.017779814	0.091357854	0.120079987	0.109027247	0.106683828	8.41E-06	7.03E-05	0.001575189	0.000453444	1.20E-08	2.25E-12
D5684	COG3436 Transposase and inactivated derivatives	0.473965287	0.484361074	0.272936317	0.017779814	0.091357854	0.120079987	0.109027247	0.106683828	8.41E-06	7.03E-05	0.001575189	0.000453444	1.20E-08	2.25E-12
D5078	COG0285 Folylpolyglutamate synthase	0.473965287	0.484361074	0.272936317	0.017779814	0.091357854	0.120079987	0.109027247	0.106683828	8.41E-06	7.03E-05	0.001575189	0.000453444	1.20E-08	2.25E-12
D2933	"Binds to DNA and alters its conformation. May be involved in regulation of gene expression, nucleoid organization and DNA protection"	0.473965287	0.484361074	0.272936317	0.017779814	0.091357854	0.120079987	0.109027247	0.106683828	8.41E-06	7.03E-05	0.001575189	0.000453444	1.20E-08	2.25E-12
D821	"Acts as a processive, ATP-dependent zinc metallopeptidase for both cytoplasmic and membrane proteins. Plays a role in the quality control of integral membrane proteins"	0.473965287	0.484361074	0.272936317	0.017779814	0.091357854	0.120079987	0.109027247	0.106683828	8.41E-06	7.03E-05	0.001575189	0.000453444	1.20E-08	2.25E-12
D2225	Belongs to the carbohydrate kinase PfkB family. LacC subfamily	0.473965287	0.484361074	0.272936317	0.017779814	0.091357854	0.120079987	0.109027247	0.106683828	8.41E-06	7.03E-05	0.001575189	0.000453444	1.20E-08	2.25E-12
D22097	UTP-glucose-1-phosphate uridylyltransferase	0.474627782	0.473739518	0.272936317	0.017565092	0.089049491	0.120079987	0.112961522	0.100739768	8.33E-06	7.09E-05	0.001612776	0.000462907	5.31E-09	2.06E-12
D19011	SMP-30/Gluconolaconase/LRE-like region	0.474627782	0.473739518	0.272936317	0.017565092	0.089049491	0.120079987	0.112961522	0.100739768	8.33E-06	7.09E-05	0.001612776	0.000462907	5.31E-09	2.06E-12
D17020	protein secretion by the type I secretion system	0.474627782	0.473739518	0.272936317	0.017565092	0.089049491	0.120079987	0.112961522	0.100739768	8.33E-06	7.09E-05	0.001612776	0.000462907	5.31E-09	2.06E-12
D16116	Preprotein translocase SecG subunit	0.474627782	0.473739518	0.272936317	0.017565092	0.089049491	0.120079987	0.112961522	0.100739768	8.33E-06	7.09E-05	0.001612776	0.000462907	5.31E-09	2.06E-12
D13852	PFAM beta-lactamase domain protein	0.474627782	0.473739518	0.272936317	0.017565092	0.089049491	0.120079987	0.112961522	0.100739768	8.33E-06	7.09E-05	0.001612776	0.000462907	5.31E-09	2.06E-12
D10007	Histidyl-tRNA synthetase	0.474627782	0.473739518	0.272936317	0.017565092	0.089049491	0.120079987	0.112961522	0.100739768	8.33E-06	7.09E-05	0.001612776	0.000462907	5.31E-09	2.06E-12
D6982	"DNA polymerase III is a complex, multichain enzyme responsible for most of the replicative synthesis in bacteria. This DNA polymerase also exhibits 3' to 5' exonuclease activity"	0.474627782	0.473739518	0.272936317	0.017565092	0.089049491	0.120079987	0.112961522	0.100739768	8.33E-06	7.09E-05	0.001612776	0.000462907	5.31E-09	2.06E-12
D6554	deacetylase	0.474627782	0.473739518	0.272936317	0.017565092	0.089049491	0.120079987	0.112961522	0.100739768	8.33E-06	7.09E-05	0.001612776	0.000462907	5.31E-09	2.06E-12
D3471	Catalyzes the conversion of glucosamine-6-phosphate to glucosamine-1-phosphate	0.474627782	0.473739518	0.272936317	0.017565092	0.089049491	0.120079987	0.112961522	0.100739768	8.33E-06	7.09E-05	0.001612776	0.000462907	5.31E-09	2.06E-12
D2656	Belongs to the tRNA nucleotidyltransferase poly(A) polymerase family	0.474627782	0.473739518	0.272936317	0.017565092	0.089049491	0.120079987	0.112961522	0.100739768	8.33E-06	7.09E-05	0.001612776	0.000462907	5.31E-09	2.06E-12
D482	abc transporter atp-binding protein	0.474627782	0.473739518	0.272936317	0.017565092	0.089049491	0.120079987	0.112961522	0.100739768	8.33E-06	7.09E-05	0.001612776	0.000462907	5.31E-09	2.06E-12
D1462	Antitoxin component of a toxin-antitoxin (TA) module	0.474627782	0.473739518	0.272936317	0.017565092	0.089049491	0.120079987	0.112961522	0.100739768	8.33E-06	7.09E-05	0.001612776	0.000462907	5.31E-09	2.06E-12
D21638	Type II IV secretion system protein	0.477282711	0.463917365	0.272936317	0.017511759	0.089049491	0.136652825	0.118100402	0.094814892	7.63E-06	7.03E-05	0.001631869	0.000466101	5.04E-09	1.82E-12
D21260	translation release factor activity	0.477282711	0.463917365	0.272936317	0.017511759	0.089049491	0.136652825	0.118100402	0.094814892	7.63E-06	7.03E-05	0.001631869	0.000466101	5.04E-09	1.82E-12
D19884	Thioredoxin reductase	0.477282711	0.463917365	0.272936317	0.017511759	0.089049491	0.136652825	0.118100402	0.094814892	7.63E-06	7.03E-05	0.001631869	0.000466101	5.04E-09	1.82E-12
D19122	Specifically methylates the pseudouridine at position 1915 (m3Psi1915) in 23S rRNA	0.477282711	0.463917365	0.272936317	0.017511759	0.089049491	0.136652825	0.118100402	0.094814892	7.63E-06	7.03E-05	0.001631869	0.000466101	5.04E-09	1.82E-12
D18317	RNA pseudouridylate synthase	0.477282711	0.463917365	0.272936317	0.017511759	0.089049491	0.136652825	0.118100402	0.094814892	7.63E-06	7.03E-05	0.001631869	0.000466101	5.04E-09	1.82E-12
D18108	Ribosomal protein L34	0.477282711	0.463917365	0.272936317	0.017511759	0.089049491	0.136652825	0.118100402	0.094814892	7.63E-06	7.03E-05	0.001631869	0.000466101	5.04E-09	1.82E-12
D17640	Redox regulated molecular chaperone. Protects both thermally unfolding and oxidatively damaged proteins from irreversible aggregation. Plays an important role in the bacterial defense system toward oxidative stress	0.477282711	0.463917365	0.272936317	0.017511759	0.089049491	0.136652825	0.118100402	0.094814892	7.63E-06	7.03E-05	0.001631869	0.000466101	5.04E-09	1.82E-12
D15870	Poly A polymerase head domain	0.477282711	0.463917365	0.272936317	0.017511759	0.089049491	0.136652825	0.118100402	0.094814892	7.63E-06	7.03E-05	0.001631869	0.000466101	5.04E-09	1.82E-12
D13736	PFAM Aldehyde dehydrogenase	0.477282711	0.463917365	0.272936317	0.017511759	0.089049491	0.136652825	0.118100402	0.094814892	7.63E-06	7.03E-05	0.001631869	0.000466101	5.04E-09	1.82E-12
D13638	Permeases of the drug metabolite transporter (DMT) superfamily	0.477282711	0.463917365	0.272936317	0.017511759	0.089049491	0.136652825	0.118100402	0.094814892	7.63E-06	7.03E-05	0.001631869	0.000466101	5.04E-09	1.82E-12
D13442	Peptidase family M50	0.477282711	0.463917365	0.272936317	0.017511759	0.089049491	0.136652825	0.118100402	0.094814892	7.63E-06	7.03E-05	0.001631869	0.000466101	5.04E-09	1.82E-12
D13297	Participates in chromosomal partition during cell division. May act via the formation of a condensin-like complex containing Smc and ScpA that pull DNA away from mid-cell into both cell halves	0.477282711	0.463917365	0.272936317	0.017511759	0.089049491	0.136652825	0.118100402	0.094814892	7.63E-06	7.03E-05	0.001631869	0.000466101	5.04E-09	1.82E-12
D13242	Part of the ABC transporter complex PotABCD involved in spermidine putrescine import. Responsible for energy coupling to the transport system	0.477282711	0.463917365	0.272936317	0.017511759	0.089049491	0.136652825	0.118100402	0.094814892	7.63E-06	7.03E-05	0.001631869	0.000466101	5.04E-09	1.82E-12
D12585	NIF3 (NGG1p interacting factor 3)	0.477282711	0.463917365	0.272936317	0.017511759	0.089049491	0.136652825	0.118100402	0.094814892	7.63E-06	7.03E-05	0.001631869	0.000466101	5.04E-09	1.82E-12
D11456	MarR family	0.477282711	0.463917365	0.272936317	0.017511759	0.089049491	0.136652825	0.118100402	0.094814892	7.63E-06	7.03E-05	0.001631869	0.000466101	5.04E-09	1.82E-12
D10695	Ion channel	0.477282711	0.463917365	0.272936317	0.017511759	0.089049491	0.136652825	0.118100402	0.094814892	7.63E-06	7.03E-05	0.001631869	0.000466101	5.04E-09	1.82E-12
D9771	helicase	0.477282711	0.463917365	0.272936317	0.017511759	0.089049491	0.136652825	0.118100402	0.094814892	7.63E-06	7.03E-05	0.001631869	0.000466101	5.04E-09	1.82E-12
D9508	Glyoxalase/Bleomycin resistance protein/Dioxygenase superfamily	0.477282711	0.463917365	0.272936317	0.017511759	0.089049491	0.136652825	0.118100402	0.094814892	7.63E-06	7.03E-05	0.001631869	0.000466101	5.04E-09	1.82E-12
D8836	"Functions as a ribosomal silencing factor. Interacts with ribosomal protein L14 (rplN), blocking formation of intersubunit bridge B8. Prevents association of the 30S and 50S ribosomal subunits and the formation of functional ribosomes, thus repressing translation"	0.477282711	0.463917365	0.272936317	0.017511759	0.089049491	0.136652825	0.118100402	0.094814892	7.63E-06	7.03E-05	0.001631869	0.000466101	5.04E-09	1.82E-12
D8742	Forms an intersubunit bridge (bridge B4) with the 23S rRNA of the 50S subunit in the ribosome	0.477282711	0.463917365	0.272936317	0.017511759	0.089049491	0.136652825	0.118100402	0.094814892	7.63E-06	7.03E-05	0.001631869	0.000466101	5.04E-09	1.82E-12
D8668	FMN binding	0.477282711	0.463917365	0.272936317	0.017511759	0.089049491	0.136652825	0.118100402	0.094814892	7.63E-06	7.03E-05	0.001631869	0.000466101	5.04E-09	1.82E-12
D8112	Essential cell division protein that forms a contractile ring structure (Z ring) at the future cell division site. The regulation of the ring assembly controls the timing and the location of cell division. One of the functions of the FtsZ ring is to recruit other cell division proteins to the septum to produce a new cell wall between the dividing cells. Binds GTP and shows GTPase activity	0.477282711	0.463917365	0.272936317	0.017511759	0.089049491	0.136652825	0.118100402	0.094814892	7.63E-06	7.03E-05	0.001631869	0.000466101	5.04E-09	1.82E-12
D6684	DHHA1 domain	0.477282711	0.463917365	0.272936317	0.017511759	0.089049491	0.136652825	0.118100402	0.094814892	7.63E-06	7.03E-05	0.001631869	0.000466101	5.04E-09	1.82E-12
D6524	D12 class N6 adenine-specific DNA methyltransferase	0.477282711	0.463917365	0.272936317	0.017511759	0.089049491	0.136652825	0.118100402	0.094814892	7.63E-06	7.03E-05	0.001631869	0.000466101	5.04E-09	1.82E-12
D2568	Belongs to the pseudouridine synthase RsuA family	0.477282711	0.463917365	0.272936317	0.017511759	0.089049491	0.136652825	0.118100402	0.094814892	7.63E-06	7.03E-05	0.001631869	0.000466101	5.04E-09	1.82E-12
D551	ABC-type dipeptide transport system periplasmic component	0.477282711	0.463917365	0.272936317	0.017511759	0.089049491	0.136652825	0.118100402	0.094814892	7.63E-06	7.03E-05	0.001631869	0.000466101	5.04E-09	1.82E-12
D1133	Allows the formation of correctly charged Asn-tRNA(Asn) or Gln-tRNA(Gln) through the transamidation of misacylated Asp- tRNA(Asn) or Glu-tRNA(Gln) in organisms which lack either or both of asparaginyl-tRNA or glutaminyl-tRNA synthetases. The reaction takes place in the presence of glutamine and ATP through an activated phospho-Asp-tRNA(Asn) or phospho-Glu-tRNA(Gln)	0.477282711	0.463917365	0.272936317	0.017511759	0.089049491	0.136652825	0.118100402	0.094814892	7.63E-06	7.03E-05	0.001631869	0.000466101	5.04E-09	1.82E-12
D22427	YjbR	0.548333734	0.413883061	0.375450703	0.045330778	0.096009387	0.046205692	0.270242274	0.093514267	0.000788856	0.002118854	0.016675295	0.007422149	1.62E-15	9.65E-08
D22373	YbaK proline--tRNA ligase associated domain protein	0.548333734	0.413883061	0.375450703	0.045330778	0.096009387	0.046205692	0.270242274	0.093514267	0.000788856	0.002118854	0.016675295	0.007422149	1.62E-15	9.65E-08
D22226	"von Willebrand factor, type A"	0.548333734	0.413883061	0.375450703	0.045330778	0.096009387	0.046205692	0.270242274	0.093514267	0.000788856	0.002118854	0.016675295	0.007422149	1.62E-15	9.65E-08
D22081	Uroporphyrin-III C tetrapyrrole (Corrin Porphyrin) methyltransferase	0.548333734	0.413883061	0.375450703	0.045330778	0.096009387	0.046205692	0.270242274	0.093514267	0.000788856	0.002118854	0.016675295	0.007422149	1.62E-15	9.65E-08
D22013	UPF0291 protein	0.548333734	0.413883061	0.375450703	0.045330778	0.096009387	0.046205692	0.270242274	0.093514267	0.000788856	0.002118854	0.016675295	0.007422149	1.62E-15	9.65E-08
D21711	Type IV secretion-system coupling protein DNA-binding domain	0.548333734	0.413883061	0.375450703	0.045330778	0.096009387	0.046205692	0.270242274	0.093514267	0.000788856	0.002118854	0.016675295	0.007422149	1.62E-15	9.65E-08
D21162	transcriptional regulatory protein	0.548333734	0.413883061	0.375450703	0.045330778	0.096009387	0.046205692	0.270242274	0.093514267	0.000788856	0.002118854	0.016675295	0.007422149	1.62E-15	9.65E-08
D21020	transcription factor binding	0.548333734	0.413883061	0.375450703	0.045330778	0.096009387	0.046205692	0.270242274	0.093514267	0.000788856	0.002118854	0.016675295	0.007422149	1.62E-15	9.65E-08
D20774	to Saccharomyces cerevisiae RSM10 (YDR041W)	0.548333734	0.413883061	0.375450703	0.045330778	0.096009387	0.046205692	0.270242274	0.093514267	0.000788856	0.002118854	0.016675295	0.007422149	1.62E-15	9.65E-08
D20181	TIGRFAM hydrogenase expression formation protein HypD	0.548333734	0.413883061	0.375450703	0.045330778	0.096009387	0.046205692	0.270242274	0.093514267	0.000788856	0.002118854	0.016675295	0.007422149	1.62E-15	9.65E-08
D19950	thus facilitating recognition of the initiation point. It is needed to translate mRNA with a short Shine-Dalgarno (SD) purine-rich sequence	0.548333734	0.413883061	0.375450703	0.045330778	0.096009387	0.046205692	0.270242274	0.093514267	0.000788856	0.002118854	0.016675295	0.007422149	1.62E-15	9.65E-08
D19932	threonine efflux protein	0.548333734	0.413883061	0.375450703	0.045330778	0.096009387	0.046205692	0.270242274	0.093514267	0.000788856	0.002118854	0.016675295	0.007422149	1.62E-15	9.65E-08
D19566	Surface antigen	0.548333734	0.413883061	0.375450703	0.045330778	0.096009387	0.046205692	0.270242274	0.093514267	0.000788856	0.002118854	0.016675295	0.007422149	1.62E-15	9.65E-08
D19540	Sulfurtransferase TusA	0.548333734	0.413883061	0.375450703	0.045330778	0.096009387	0.046205692	0.270242274	0.093514267	0.000788856	0.002118854	0.016675295	0.007422149	1.62E-15	9.65E-08
D19262	Stage II sporulation protein E	0.548333734	0.413883061	0.375450703	0.045330778	0.096009387	0.046205692	0.270242274	0.093514267	0.000788856	0.002118854	0.016675295	0.007422149	1.62E-15	9.65E-08
D19031	SnoaL-like domain	0.548333734	0.413883061	0.375450703	0.045330778	0.096009387	0.046205692	0.270242274	0.093514267	0.000788856	0.002118854	0.016675295	0.007422149	1.62E-15	9.65E-08
D18815	signal transduction histidine kinase	0.548333734	0.413883061	0.375450703	0.045330778	0.096009387	0.046205692	0.270242274	0.093514267	0.000788856	0.002118854	0.016675295	0.007422149	1.62E-15	9.65E-08
D18738	Short chain dehydrogenase	0.548333734	0.413883061	0.375450703	0.045330778	0.096009387	0.046205692	0.270242274	0.093514267	0.000788856	0.002118854	0.016675295	0.007422149	1.62E-15	9.65E-08
D18735	Short C-terminal domain	0.548333734	0.413883061	0.375450703	0.045330778	0.096009387	0.046205692	0.270242274	0.093514267	0.000788856	0.002118854	0.016675295	0.007422149	1.62E-15	9.65E-08
D18659	Serine dehydratase alpha chain	0.548333734	0.413883061	0.375450703	0.045330778	0.096009387	0.046205692	0.270242274	0.093514267	0.000788856	0.002118854	0.016675295	0.007422149	1.62E-15	9.65E-08
D18360	Rossmann fold nucleotide-binding protein	0.548333734	0.413883061	0.375450703	0.045330778	0.096009387	0.046205692	0.270242274	0.093514267	0.000788856	0.002118854	0.016675295	0.007422149	1.62E-15	9.65E-08
D18020	ribonuclease BN	0.548333734	0.413883061	0.375450703	0.045330778	0.096009387	0.046205692	0.270242274	0.093514267	0.000788856	0.002118854	0.016675295	0.007422149	1.62E-15	9.65E-08
D17766	repeat-containing protein	0.548333734	0.413883061	0.375450703	0.045330778	0.096009387	0.046205692	0.270242274	0.093514267	0.000788856	0.002118854	0.016675295	0.007422149	1.62E-15	9.65E-08
D17747	Removes 5-oxoproline from various penultimate amino acid residues except L-proline	0.548333734	0.413883061	0.375450703	0.045330778	0.096009387	0.046205692	0.270242274	0.093514267	0.000788856	0.002118854	0.016675295	0.007422149	1.62E-15	9.65E-08
D17671	regulation of peptidase activity	0.548333734	0.413883061	0.375450703	0.045330778	0.096009387	0.046205692	0.270242274	0.093514267	0.000788856	0.002118854	0.016675295	0.007422149	1.62E-15	9.65E-08
D17366	Putative neutral zinc metallopeptidase	0.548333734	0.413883061	0.375450703	0.045330778	0.096009387	0.046205692	0.270242274	0.093514267	0.000788856	0.002118854	0.016675295	0.007422149	1.62E-15	9.65E-08
D16952	Protein of unknown function (DUF969)	0.548333734	0.413883061	0.375450703	0.045330778	0.096009387	0.046205692	0.270242274	0.093514267	0.000788856	0.002118854	0.016675295	0.007422149	1.62E-15	9.65E-08
D16901	Protein of unknown function (DUF454)	0.548333734	0.413883061	0.375450703	0.045330778	0.096009387	0.046205692	0.270242274	0.093514267	0.000788856	0.002118854	0.016675295	0.007422149	1.62E-15	9.65E-08
D16491	Protein of unknown function (DUF1706)	0.548333734	0.413883061	0.375450703	0.045330778	0.096009387	0.046205692	0.270242274	0.093514267	0.000788856	0.002118854	0.016675295	0.007422149	1.62E-15	9.65E-08
D16490	Protein of unknown function (DUF1700)	0.548333734	0.413883061	0.375450703	0.045330778	0.096009387	0.046205692	0.270242274	0.093514267	0.000788856	0.002118854	0.016675295	0.007422149	1.62E-15	9.65E-08
D16190	Prokaryotic diacylglycerol kinase	0.548333734	0.413883061	0.375450703	0.045330778	0.096009387	0.046205692	0.270242274	0.093514267	0.000788856	0.002118854	0.016675295	0.007422149	1.62E-15	9.65E-08
D16054	"Precorrin-6y C5,15-methyltransferase (Decarboxylating), CbiE subunit"	0.548333734	0.413883061	0.375450703	0.045330778	0.096009387	0.046205692	0.270242274	0.093514267	0.000788856	0.002118854	0.016675295	0.007422149	1.62E-15	9.65E-08
D15928	Polysaccharide pyruvyl transferase	0.548333734	0.413883061	0.375450703	0.045330778	0.096009387	0.046205692	0.270242274	0.093514267	0.000788856	0.002118854	0.016675295	0.007422149	1.62E-15	9.65E-08
D15808	Pkd domain containing protein	0.548333734	0.413883061	0.375450703	0.045330778	0.096009387	0.046205692	0.270242274	0.093514267	0.000788856	0.002118854	0.016675295	0.007422149	1.62E-15	9.65E-08
D15587	phosphoglycerate kinase	0.548333734	0.413883061	0.375450703	0.045330778	0.096009387	0.046205692	0.270242274	0.093514267	0.000788856	0.002118854	0.016675295	0.007422149	1.62E-15	9.65E-08
D15579	"Phosphoglucomutase/phosphomannomutase, C-terminal domain"	0.548333734	0.413883061	0.375450703	0.045330778	0.096009387	0.046205692	0.270242274	0.093514267	0.000788856	0.002118854	0.016675295	0.007422149	1.62E-15	9.65E-08
D15431	Phenylalanyl-tRNA synthetase beta	0.548333734	0.413883061	0.375450703	0.045330778	0.096009387	0.046205692	0.270242274	0.093514267	0.000788856	0.002118854	0.016675295	0.007422149	1.62E-15	9.65E-08
D15399	Phage-related minor tail protein	0.548333734	0.413883061	0.375450703	0.045330778	0.096009387	0.046205692	0.270242274	0.093514267	0.000788856	0.002118854	0.016675295	0.007422149	1.62E-15	9.65E-08
D15277	Phage derived protein Gp49-like (DUF891)	0.548333734	0.413883061	0.375450703	0.045330778	0.096009387	0.046205692	0.270242274	0.093514267	0.000788856	0.002118854	0.016675295	0.007422149	1.62E-15	9.65E-08
D15111	Pfam:Arch_ATPase	0.548333734	0.413883061	0.375450703	0.045330778	0.096009387	0.046205692	0.270242274	0.093514267	0.000788856	0.002118854	0.016675295	0.007422149	1.62E-15	9.65E-08
D14861	PFAM SNARE associated Golgi protein	0.548333734	0.413883061	0.375450703	0.045330778	0.096009387	0.046205692	0.270242274	0.093514267	0.000788856	0.002118854	0.016675295	0.007422149	1.62E-15	9.65E-08
D14654	"PFAM phosphoesterase, PA-phosphatase related"	0.548333734	0.413883061	0.375450703	0.045330778	0.096009387	0.046205692	0.270242274	0.093514267	0.000788856	0.002118854	0.016675295	0.007422149	1.62E-15	9.65E-08
D14218	PFAM glycosyl transferase family 9	0.548333734	0.413883061	0.375450703	0.045330778	0.096009387	0.046205692	0.270242274	0.093514267	0.000788856	0.002118854	0.016675295	0.007422149	1.62E-15	9.65E-08
D14128	"PFAM flavin reductase domain protein, FMN-binding"	0.548333734	0.413883061	0.375450703	0.045330778	0.096009387	0.046205692	0.270242274	0.093514267	0.000788856	0.002118854	0.016675295	0.007422149	1.62E-15	9.65E-08
D14039	PFAM DNA polymerase beta domain protein region	0.548333734	0.413883061	0.375450703	0.045330778	0.096009387	0.046205692	0.270242274	0.093514267	0.000788856	0.002118854	0.016675295	0.007422149	1.62E-15	9.65E-08
D14003	PFAM D12 class N6 adenine-specific DNA methyltransferase	0.548333734	0.413883061	0.375450703	0.045330778	0.096009387	0.046205692	0.270242274	0.093514267	0.000788856	0.002118854	0.016675295	0.007422149	1.62E-15	9.65E-08
D13886	PFAM Carboxymuconolactone decarboxylase	0.548333734	0.413883061	0.375450703	0.045330778	0.096009387	0.046205692	0.270242274	0.093514267	0.000788856	0.002118854	0.016675295	0.007422149	1.62E-15	9.65E-08
D13860	PFAM Biotin lipoate A B protein ligase	0.548333734	0.413883061	0.375450703	0.045330778	0.096009387	0.046205692	0.270242274	0.093514267	0.000788856	0.002118854	0.016675295	0.007422149	1.62E-15	9.65E-08
D13640	"Permuted papain-like amidase enzyme, YaeF/YiiX, C92 family"	0.548333734	0.413883061	0.375450703	0.045330778	0.096009387	0.046205692	0.270242274	0.093514267	0.000788856	0.002118854	0.016675295	0.007422149	1.62E-15	9.65E-08
D13437	Peptidase family M28	0.548333734	0.413883061	0.375450703	0.045330778	0.096009387	0.046205692	0.270242274	0.093514267	0.000788856	0.002118854	0.016675295	0.007422149	1.62E-15	9.65E-08
D13419	"Peptidase C39, bacteriocin processing"	0.548333734	0.413883061	0.375450703	0.045330778	0.096009387	0.046205692	0.270242274	0.093514267	0.000788856	0.002118854	0.016675295	0.007422149	1.62E-15	9.65E-08
D13319	Patatin-like phospholipase	0.548333734	0.413883061	0.375450703	0.045330778	0.096009387	0.046205692	0.270242274	0.093514267	0.000788856	0.002118854	0.016675295	0.007422149	1.62E-15	9.65E-08
