		Acinetobacter baumannii	Streptococcus mutans	Lachnoanaerobaculum umeaense	Candidatus Methanomethylophilus alvus	Acinetobacter tandoii	Yarrowia lipolytica	Human betaherpesvirus 7	Fusobacterium nucleatum	Streptococcus constellatus	Gemella morbillorum	Zymoseptoria tritici	Thermothelomyces thermophilus	Methanobrevibacter_A smithii_A	Paracoccus pantotrophus
D12073	Mosc domain protein beta barrel domain protein	0.102898904	-0.080620461	-0.174204021	0.013057463	-0.064562463	-0.085908235	-0.134116251	-0.237345882	-0.144444206	-0.174928219	0.076025187	-0.028006598	-0.027004873	-0.109958952
D16111	prepilin peptidase dependent protein	0.103388753	-0.079814256	-0.17321661	0.014412728	-0.064562463	-0.087967865	-0.134116251	-0.239015258	-0.14454434	-0.173888453	0.073054028	-0.028006598	-0.024348656	-0.10975045
D15566	"phosphoesterase, PA-phosphatase"	0.103388753	-0.079814256	-0.17321661	0.014412728	-0.064562463	-0.087967865	-0.134116251	-0.239015258	-0.14454434	-0.173888453	0.073054028	-0.028006598	-0.024348656	-0.10975045
D8959	General secretion pathway protein C	0.103388753	-0.079814256	-0.17321661	0.014412728	-0.064562463	-0.087967865	-0.134116251	-0.239015258	-0.14454434	-0.173888453	0.073054028	-0.028006598	-0.024348656	-0.10975045
D7946	electron transport	0.103388753	-0.079814256	-0.17321661	0.014412728	-0.064562463	-0.087967865	-0.134116251	-0.239015258	-0.14454434	-0.173888453	0.073054028	-0.028006598	-0.024348656	-0.10975045
D5585	COG2211 Na melibiose symporter and related transporters	0.103388753	-0.079814256	-0.17321661	0.014412728	-0.064562463	-0.087967865	-0.134116251	-0.239015258	-0.14454434	-0.173888453	0.073054028	-0.028006598	-0.024348656	-0.10975045
D3380	Catalyzes the addition of the first glucose residue to the LPS core	0.103388753	-0.079814256	-0.17321661	0.014412728	-0.064562463	-0.087967865	-0.134116251	-0.239015258	-0.14454434	-0.173888453	0.073054028	-0.028006598	-0.024348656	-0.10975045
D3917	cell filamentation protein Fic	0.103388753	-0.079814256	-0.17321661	0.014412728	-0.064562463	-0.087967865	-0.134116251	-0.239015258	-0.14454434	-0.173888453	0.073054028	-0.028006598	-0.024348656	-0.10975045
D5698	"COG3539 P pilus assembly protein, pilin FimA"	0.103388753	-0.077496418	-0.173414092	0.014412728	-0.064562463	-0.087967865	-0.134116251	-0.236756691	-0.142741917	-0.171709896	0.070916878	-0.028006598	-0.02474217	-0.107717552
D19466	Sugar isomerase	0.103388753	-0.077496418	-0.173414092	0.014412728	-0.064562463	-0.087967865	-0.134116251	-0.236756691	-0.142741917	-0.171709896	0.070916878	-0.028006598	-0.02474217	-0.107717552
D3603	Catalyzes the insertion of Co(2 ) into sirohydrochlorin	0.063109179	-0.071455274	-0.113154224	0.064332991	-0.087899847	-0.123718776	-0.146076184	-0.176430713	-0.102598274	-0.107517008	0.122291078	-0.061936918	0.034028219	-0.150126533
D16322	Protein involved in outer membrane biogenesis	0.059850824	-0.073713242	-0.105134332	0.070951211	-0.087899847	-0.123718776	-0.146076184	-0.169371651	-0.096989257	-0.102478593	0.13095316	-0.061936918	0.041283899	-0.153922276
D1686	ATP cobalamin adenosyltransferase	0.189242858	-0.046864345	-0.067532653	0.059400265	-0.062274923	-0.165560747	-0.179066851	-0.177904399	-0.122492185	-0.190210801	0.090154778	-0.023585383	-0.120659084	-0.159034031
D8632	flavin-nucleotide-binding protein structurally related to pyridoxine 5'-phosphate oxidase	0.06591022	-0.057719303	-0.083563588	0.012360499	-0.087899847	-0.121795949	-0.146076184	-0.160204038	-0.113629341	-0.163355591	0.114845581	0.014198342	-0.053591002	-0.150321186
D1036	Alanyl-tRNA synthetase	0.140509385	0.011525044	-0.050009097	0.159323912	-0.087899847	-0.238784828	-0.146076184	-0.154428442	-0.140272173	-0.06979823	0.095574882	-0.191275776	0.108605586	-0.083992997
D21193	Transfers a palmitate residue from the sn-1 position of a phospholipid to the N-linked hydroxymyristate on the proximal unit of lipid A or its precursors	0.096408405	-0.00614731	-0.035991138	0.127499217	-0.064562463	-0.21143724	-0.134116251	-0.084843543	-0.115905836	-0.02785087	0.095989292	-0.164510067	0.089917865	-0.107717552
D10672	Involved in the modification of the lipid A domain of lipopolysaccharides (LPS). Transfers a phosphate group from undecaprenyl pyrophosphate (C55-PP) to lipid A to form lipid A 1- diphosphate. Contributes to the recycling of undecaprenyl phosphate (C55-P)	0.099898579	-0.010379884	-0.034213798	0.131200134	-0.064562463	-0.21143724	-0.134116251	-0.087396705	-0.117708259	-0.031465294	0.097813688	-0.164510067	0.09395138	-0.10975045
D12524	Negative regulator of beta-lactamase expression	0.099898579	-0.01048066	-0.037472255	0.127603468	-0.064562463	-0.21143724	-0.134116251	-0.091324647	-0.120912567	-0.034238003	0.09624992	-0.164510067	0.090409757	-0.10975045
D12163	"Multifunctional enzyme that catalyzes the SAM-dependent methylations of uroporphyrinogen III at position C-2 and C-7 to form precorrin-2 via precorrin-1. Then it catalyzes the NAD- dependent ring dehydrogenation of precorrin-2 to yield sirohydrochlorin. Finally, it catalyzes the ferrochelation of sirohydrochlorin to yield siroheme"	0.106878927	-0.012193845	-0.041026935	0.12781197	-0.064562463	-0.21143724	-0.134116251	-0.097511155	-0.12551876	-0.040476598	0.090359727	-0.164510067	0.090213	-0.107717552
D766	"Acetyltransferases, including N-acetylases of ribosomal proteins"	0.106878927	-0.012193845	-0.041026935	0.12781197	-0.064562463	-0.21143724	-0.134116251	-0.097511155	-0.12551876	-0.040476598	0.090359727	-0.164510067	0.090213	-0.107717552
D6653	Deoxyribonuclease	0.106878927	-0.012193845	-0.041026935	0.12781197	-0.064562463	-0.21143724	-0.134116251	-0.097511155	-0.12551876	-0.040476598	0.090359727	-0.164510067	0.090213	-0.107717552
D815	Activator of Hsp90 ATPase 1 family protein	0.103388753	-0.012496171	-0.039150854	0.127707719	-0.064562463	-0.21143724	-0.134116251	-0.095547184	-0.124116875	-0.038446579	0.094373398	-0.164510067	0.090508135	-0.10975045
D11381	maltoporin	0.106878927	-0.014410907	-0.037570996	0.131408637	-0.064562463	-0.21143724	-0.134116251	-0.09584178	-0.124116875	-0.039882446	0.094060644	-0.164510067	0.094148137	-0.10975045
D10434	"Inhibits RpoS proteolysis by regulating RssB activity, thereby increasing the stability of the sigma stress factor RpoS especially during phosphate starvation, but also in stationary phase and during nitrogen starvation. Its effect on RpoS stability is due to its interaction with RssB, which probably blocks the interaction of RssB with RpoS, and the consequent delivery of the RssB-RpoS complex to the ClpXP protein degradation pathway"	0.103388753	-0.010279109	-0.042606793	0.124111053	-0.064562463	-0.21143724	-0.134116251	-0.097216559	-0.12551876	-0.03904073	0.09067248	-0.164510067	0.086572999	-0.107717552
D10727	Iron reductase	0.103388753	-0.010279109	-0.042606793	0.124111053	-0.064562463	-0.21143724	-0.134116251	-0.097216559	-0.12551876	-0.03904073	0.09067248	-0.164510067	0.086572999	-0.107717552
D3571	Catalyzes the formation of phosphodiester linkages between 5'-phosphoryl and 3'-hydroxyl groups in double-stranded DNA using NAD as a coenzyme and as the energy source for the reaction	0.109879252	-0.012697723	-0.043890428	0.126560956	-0.064562463	-0.20937761	-0.134116251	-0.09780575	-0.126820511	-0.043546382	0.089317215	-0.164510067	0.087261648	-0.105893156
D22281	With LivFGHM is involved in the high affinity leucine transport	0.106389078	-0.010782987	-0.045470286	0.122860038	-0.064562463	-0.20937761	-0.134116251	-0.097511155	-0.126820511	-0.042110515	0.089629968	-0.164510067	0.083621647	-0.105893156
D17699	regulatory protein AmpE	0.106389078	-0.010782987	-0.045470286	0.122860038	-0.064562463	-0.20937761	-0.134116251	-0.097511155	-0.126820511	-0.042110515	0.089629968	-0.164510067	0.083621647	-0.105893156
D22273	Winged helix-turn-helix DNA binding	0.106389078	-0.010782987	-0.045470286	0.122860038	-0.064562463	-0.20937761	-0.134116251	-0.097511155	-0.126820511	-0.042110515	0.089629968	-0.164510067	0.083621647	-0.105893156
D15273	Phage baseplate assembly protein W	0.101974319	0.075984114	-0.017320717	-0.076466104	-0.131507667	-0.162424308	0.078017039	-0.088101038	-0.059738315	-0.053106682	0.078211906	-0.142093972	-0.053830595	0.014228282
D6457	cytosine deaminase	0.224534532	0.036984636	-0.086200998	0.0673984	-0.064562463	-0.21143724	0.012498289	-0.064565543	-0.094977698	-0.04349687	0.077641081	-0.164510067	0.018200005	0.001980773
D6999	DNA polymerase IV (family X)	0.224901919	0.038294719	-0.085806033	0.065313376	-0.064562463	-0.21143724	0.017305323	-0.061521388	-0.092574467	-0.041565876	0.081237747	-0.164510067	0.016134059	0.003544541
D5304	COG1020 Non-ribosomal peptide synthetase modules and related proteins	0.1369269	0.02439636	0.020288866	0.087327763	0.00188491	-0.211573067	-0.031380471	-0.062991956	-0.003473051	0.037173214	0.176609534	0.029174246	-0.079788901	-0.072079188
D410	"A helicase nuclease that prepares dsDNA breaks (DSB) for recombinational DNA repair. Binds to DSBs and unwinds DNA via a highly rapid and processive ATP-dependent bidirectional helicase activity. Unwinds dsDNA until it encounters a Chi (crossover hotspot instigator) sequence from the 3' direction. Cuts ssDNA a few nucleotides 3' to the Chi site. The properties and activities of the enzyme are changed at Chi. The Chi-altered holoenzyme produces a long 3'-ssDNA overhang and facilitates RecA-binding to the ssDNA for homologous DNA recombination and repair. Holoenzyme degrades any linearized DNA that is unable to undergo homologous recombination. In the holoenzyme this subunit contributes ATPase, 3'-5' helicase, exonuclease activity and loads RecA onto ssDNA"	0.12020208	-0.000403655	-0.022089011	0.012276751	-0.070452997	-0.10394766	-0.0654653	-0.065922567	-0.075244054	-0.072129776	0.122433446	0.00340218	-0.005319718	-0.04630924
D585	"ABC-type multidrug transport system, permease component"	0.169290699	-0.00029533	-0.041172875	0.061670437	-0.047416686	-0.136283934	-0.047695713	-0.027421088	-0.029303216	-0.026698441	0.114524576	-0.064487694	-0.017339465	-0.091305416
D3640	Catalyzes the NAD(P)-dependent oxidation of 4- (phosphohydroxy)-L-threonine (HTP) into 2-amino-3-oxo-4- (phosphohydroxy)butyric acid which spontaneously decarboxylates to form 3-amino-2-oxopropyl phosphate (AHAP)	0.186414592	-0.013964876	-0.085652808	0.034086774	-0.047416686	-0.134559395	-0.063393037	-0.165554307	-0.02142195	-0.1113126	0.10771595	-0.064487694	-0.067092609	0.015188473
D11801	Methyltransferase type	0.222134064	0.003816121	-0.076629431	0.030640846	-0.022293011	-0.10687055	-0.157477519	-0.124225028	-0.029982072	-0.129325988	0.106864255	-0.033028173	-0.058046096	-0.014804004
D22092	Usher protein	0.1257632	0.015314955	-0.036088273	0.086417172	-0.128388908	-0.21543118	-0.063393037	-0.148945432	0.051186304	-0.016748711	0.11880179	-0.159777632	0.055148559	-0.014140992
D8528	Fimbrial protein	0.120328806	-0.016729751	-0.049214066	0.037344008	-0.091872631	-0.131565145	-0.072765693	-0.163284146	0.068768977	-0.04813517	0.104001055	-0.053981272	-0.031034204	-0.0472221
D15782	"Pili assembly chaperone PapD, C-terminal domain"	0.186004439	0.034975475	-0.025092304	0.042641201	-0.047416686	-0.172408479	-0.041658281	-0.144505435	0.037100638	-0.032543907	0.028194694	-0.101681043	-0.037767908	0.032821067
D2297	Belongs to the DNA photolyase family	0.170589912	-0.028670651	-0.123204233	-0.064192676	-0.068494152	-0.153767611	-0.001762579	-0.105072443	-0.188152972	-0.117493536	0.042899368	-0.061120956	-0.168473024	-0.085590235
D6953	DNA photolyase	0.170589912	-0.028670651	-0.123204233	-0.064192676	-0.068494152	-0.153767611	-0.001762579	-0.105072443	-0.188152972	-0.117493536	0.042899368	-0.061120956	-0.168473024	-0.085590235
D5782	"COG4638 Phenylpropionate dioxygenase and related ring-hydroxylating dioxygenases, large terminal subunit"	0.192388192	-0.021263646	-0.066279977	0.004196111	0.037316552	-0.216586314	0.002723986	-0.190406978	-0.198917445	-0.089419859	0.048164054	0.015294587	-0.062273532	-0.051656469
D3565	"Catalyzes the formation of N(4)-acetylcytidine (ac(4)C) at the wobble position of tRNA(Met), by using acetyl-CoA as an acetyl donor and ATP (or GTP)"	0.237116733	-0.034010641	-0.084439324	0.028370752	0.008693391	-0.182213216	-0.024607816	-0.131417733	-0.189351074	-0.116576911	0.066230863	-0.027485847	-0.079031803	-0.049247342
D5225	COG0659 Sulfate permease and related transporters (MFS superfamily)	0.231628978	-0.032411247	-0.093795864	0.022093175	0.005602408	-0.185856468	-0.020419252	-0.138201767	-0.191220746	-0.11680803	0.071924478	-0.026199959	-0.082430032	-0.045792242
D12789	Nucleoside-diphosphate-sugar epimerases	0.243056025	0.008830327	-0.080542423	0.000137712	0.011602085	-0.191116429	-0.03301948	-0.133002502	-0.144707589	-0.108091411	0.144734964	-0.111340573	-0.034004616	-0.060111143
D5220	COG0654 2-polyprenyl-6-methoxyphenol hydroxylase and related FAD-dependent oxidoreductases	0.189295213	-0.005768555	-0.041282068	-0.026211121	-0.022293011	-0.1373709	-0.036970529	-0.113718004	-0.169971893	-0.103033483	0.14468906	-0.059713521	-0.132509707	-0.086597688
D5565	"COG2141 Coenzyme F420-dependent N5,N10-methylene tetrahydromethanopterin reductase and related flavin-dependent oxidoreductases"	0.200403265	-0.019524341	-0.031195244	-0.026211121	-0.022414499	-0.131547672	-0.021166333	-0.119339046	-0.172088275	-0.113236545	0.164198213	-0.047078413	-0.133029523	-0.091371692
D5400	COG1246 N-acetylglutamate synthase and related acetyltransferases	0.194163894	0.008364373	-0.110293831	0.116604966	-0.064562463	-0.20731798	-0.134116251	-0.218098968	-0.185799808	-0.139501913	0.039693644	-0.164510067	0.053419476	-0.033829514
D22352	Xylose isomerase	0.144225052	-0.010019732	-0.066509795	0.159421239	0.027239293	-0.176748338	-0.146076184	-0.261872867	-0.171495702	-0.128179133	-0.015864262	-0.114229679	0.10483998	-0.006520893
D19621	tail protein	0.096408405	-0.029779183	-0.108763344	0.071620574	-0.064562463	-0.21143724	0.010815827	-0.20985029	-0.146096427	-0.070976395	0.029633403	-0.164510067	0.007525948	-0.011676134
D5273	COG0823 Periplasmic component of the Tol biopolymer transport system	0.113614351	-0.033004001	-0.10668978	0.080169172	-0.06097566	-0.20937761	-0.010815827	-0.207198929	-0.154107198	-0.082314793	0.03192693	-0.162042272	0.017855681	-0.021215119
D13612	Periplasmic or secreted lipoprotein	0.110124177	-0.031089265	-0.108269638	0.076468255	-0.06097566	-0.20937761	-0.010815827	-0.206904334	-0.154107198	-0.080878926	0.032239683	-0.162042272	0.01421568	-0.021215119
D814	Activator of Hsp90 ATPase	0.15045594	-0.062799731	-0.105364789	0.069880616	-0.087899847	-0.238784828	-0.024607816	-0.166621367	-0.174113244	-0.098503329	0.171149114	-0.093387585	0.025027503	-0.096207506
D19821	thiamine pyrophosphate binding	0.195143592	-0.067519636	-0.17237731	0.010711811	-0.064562463	-0.21143724	0.002723986	-0.232435955	-0.221447737	-0.163787871	0.123824362	-0.054234088	-0.043483256	-0.046860914
D1030	alanine symporter	0.206103964	0.079814256	-0.018612701	0.100237528	0.045179929	-0.141409833	-0.134116251	-0.062454274	-0.110548633	-0.01443294	0.024994225	-0.085167605	-0.003394055	-0.049832073
D3368	"Catalyzes the 1,3-allylic rearrangement of the homoallylic substrate isopentenyl (IPP) to its highly electrophilic allylic isomer, dimethylallyl diphosphate (DMAPP)"	0.206103964	0.079814256	-0.018612701	0.100237528	0.045179929	-0.141409833	-0.134116251	-0.062454274	-0.110548633	-0.01443294	0.024994225	-0.085167605	-0.003394055	-0.049832073
D22358	xylulose kinase	0.206103964	0.075178579	-0.018217737	0.100237528	0.045179929	-0.141409833	-0.134116251	-0.066971407	-0.11415348	-0.018790054	0.029268524	-0.085167605	-0.002607028	-0.05389787
D3905	Cell division protein that is required for growth during stress conditions. May be involved in protecting or stabilizing the divisomal assembly under conditions of stress	0.206103964	0.075178579	-0.018217737	0.100237528	0.045179929	-0.141409833	-0.134116251	-0.066971407	-0.11415348	-0.018790054	0.029268524	-0.085167605	-0.002607028	-0.05389787
D15450	Phosphatase	0.206103964	0.075178579	-0.018217737	0.100237528	0.045179929	-0.141409833	-0.134116251	-0.066971407	-0.11415348	-0.018790054	0.029268524	-0.085167605	-0.002607028	-0.05389787
D6808	dioxygenase	0.195143592	0.024841179	-0.02384598	0.081785066	0.037316552	-0.151707981	-0.134116251	-0.05602227	-0.137184445	-0.054241116	-0.020537486	-0.094981392	-0.022430277	-0.050978836
D18636	Sequence-specific endonuclease that cleaves unmethylated GATC sequences. It is involved in DNA mismatch repair	0.192143267	0.025244282	-0.024240945	0.079439414	0.037316552	-0.153767611	-0.134116251	-0.059655616	-0.139087003	-0.05394404	-0.021058742	-0.094981392	-0.023020547	-0.052803232
D5983	Component of the sulfite reductase complex that catalyzes the 6-electron reduction of sulfite to sulfide. This is one of several activities required for the biosynthesis of L- cysteine from sulfate. The flavoprotein component catalyzes the electron flow from NADPH - FAD - FMN to the hemoprotein component	0.192143267	0.025244282	-0.024240945	0.079439414	0.037316552	-0.153767611	-0.134116251	-0.059655616	-0.139087003	-0.05394404	-0.021058742	-0.094981392	-0.023020547	-0.052803232
D5241	COG0695 Glutaredoxin and related proteins	0.192143267	0.025244282	-0.024240945	0.079439414	0.037316552	-0.153767611	-0.134116251	-0.059655616	-0.139087003	-0.05394404	-0.021058742	-0.094981392	-0.023020547	-0.052803232
D4025	"Chaperone involved in the correct folding and assembly of outer membrane proteins. Recognizes specific patterns of aromatic residues and the orientation of their side chains, which are found more frequently in integral outer membrane proteins. May act in both early periplasmic and late outer membrane-associated steps of protein maturation"	0.192143267	0.025244282	-0.024240945	0.079439414	0.037316552	-0.153767611	-0.134116251	-0.059655616	-0.139087003	-0.05394404	-0.021058742	-0.094981392	-0.023020547	-0.052803232
D3540	Catalyzes the formation of 5-methyl-uridine at position 1939 (m5U1939) in 23S rRNA	0.192143267	0.025244282	-0.024240945	0.079439414	0.037316552	-0.153767611	-0.134116251	-0.059655616	-0.139087003	-0.05394404	-0.021058742	-0.094981392	-0.023020547	-0.052803232
D3357	Catalyzes ATP-dependent phosphorylation of adenosylcobinamide and addition of GMP to adenosylcobinamide phosphate	0.192143267	0.025244282	-0.024240945	0.079439414	0.037316552	-0.153767611	-0.134116251	-0.059655616	-0.139087003	-0.05394404	-0.021058742	-0.094981392	-0.023020547	-0.052803232
D1554	AroM protein	0.192143267	0.025244282	-0.024240945	0.079439414	0.037316552	-0.153767611	-0.134116251	-0.059655616	-0.139087003	-0.05394404	-0.021058742	-0.094981392	-0.023020547	-0.052803232
D2376	Belongs to the glycosyl hydrolase 8 (cellulase D) family	0.192143267	0.025244282	-0.024240945	0.079439414	0.037316552	-0.153767611	-0.134116251	-0.059655616	-0.139087003	-0.05394404	-0.021058742	-0.094981392	-0.023020547	-0.052803232
D22330	Xanthine uracil vitamin C permease	0.188653093	0.024841179	-0.025623321	0.075738496	0.037316552	-0.153767611	-0.134116251	-0.061619587	-0.140889426	-0.05468673	-0.018608839	-0.094981392	-0.026267035	-0.054836131
D18760	Siderophore-interacting protein	0.188653093	0.024841179	-0.025623321	0.075738496	0.037316552	-0.153767611	-0.134116251	-0.061619587	-0.140889426	-0.05468673	-0.018608839	-0.094981392	-0.026267035	-0.054836131
D14535	"PFAM oxidoreductase, molybdopterin binding"	0.188653093	0.024841179	-0.025623321	0.075738496	0.037316552	-0.153767611	-0.134116251	-0.061619587	-0.140889426	-0.05468673	-0.018608839	-0.094981392	-0.026267035	-0.054836131
D14130	PFAM flavodoxin nitric oxide synthase	0.188653093	0.024841179	-0.025623321	0.075738496	0.037316552	-0.153767611	-0.134116251	-0.061619587	-0.140889426	-0.05468673	-0.018608839	-0.094981392	-0.026267035	-0.054836131
D13200	paraquat-inducible protein A	0.188653093	0.024841179	-0.025623321	0.075738496	0.037316552	-0.153767611	-0.134116251	-0.061619587	-0.140889426	-0.05468673	-0.018608839	-0.094981392	-0.026267035	-0.054836131
D12190	Murein-degrading enzyme. May play a role in recycling of muropeptides during cell elongation and or cell division	0.188653093	0.024841179	-0.025623321	0.075738496	0.037316552	-0.153767611	-0.134116251	-0.061619587	-0.140889426	-0.05468673	-0.018608839	-0.094981392	-0.026267035	-0.054836131
D10668	Involved in the heme biosynthesis. Catalyzes the aerobic oxidative decarboxylation of propionate groups of rings A and B of coproporphyrinogen-III to yield the vinyl groups in protoporphyrinogen-IX	0.188653093	0.024841179	-0.025623321	0.075738496	0.037316552	-0.153767611	-0.134116251	-0.061619587	-0.140889426	-0.05468673	-0.018608839	-0.094981392	-0.026267035	-0.054836131
D10517	"Interacts with the SecY protein in vivo. May bind preferentially to an uncomplexed state of SecY, thus functioning either as a chelating agent for excess SecY in the cell or as a regulatory factor that negatively controls the translocase function"	0.188653093	0.024841179	-0.025623321	0.075738496	0.037316552	-0.153767611	-0.134116251	-0.061619587	-0.140889426	-0.05468673	-0.018608839	-0.094981392	-0.026267035	-0.054836131
D10278	"Hydrolyzes diadenosine 5',5'''-P1,P4-tetraphosphate to yield ADP"	0.188653093	0.024841179	-0.025623321	0.075738496	0.037316552	-0.153767611	-0.134116251	-0.061619587	-0.140889426	-0.05468673	-0.018608839	-0.094981392	-0.026267035	-0.054836131
D8123	ester cyclase	0.188653093	0.024841179	-0.025623321	0.075738496	0.037316552	-0.153767611	-0.134116251	-0.061619587	-0.140889426	-0.05468673	-0.018608839	-0.094981392	-0.026267035	-0.054836131
D5563	COG2133 Glucose sorbosone dehydrogenases	0.188653093	0.024841179	-0.025623321	0.075738496	0.037316552	-0.153767611	-0.134116251	-0.061619587	-0.140889426	-0.05468673	-0.018608839	-0.094981392	-0.026267035	-0.054836131
D5280	"COG0842 ABC-type multidrug transport system, permease component"	0.188653093	0.024841179	-0.025623321	0.075738496	0.037316552	-0.153767611	-0.134116251	-0.061619587	-0.140889426	-0.05468673	-0.018608839	-0.094981392	-0.026267035	-0.054836131
D3541	Catalyzes the formation of 5-methyl-uridine at position 747 (m5U747) in 23S rRNA	0.188653093	0.024841179	-0.025623321	0.075738496	0.037316552	-0.153767611	-0.134116251	-0.061619587	-0.140889426	-0.05468673	-0.018608839	-0.094981392	-0.026267035	-0.054836131
D3459	Catalyzes the conversion of chorismate to isochorismate	0.188653093	0.024841179	-0.025623321	0.075738496	0.037316552	-0.153767611	-0.134116251	-0.061619587	-0.140889426	-0.05468673	-0.018608839	-0.094981392	-0.026267035	-0.054836131
D2902	Bile acid sodium symporter	0.188653093	0.024841179	-0.025623321	0.075738496	0.037316552	-0.153767611	-0.134116251	-0.061619587	-0.140889426	-0.05468673	-0.018608839	-0.094981392	-0.026267035	-0.054836131
D2592	Belongs to the RNase T2 family	0.188653093	0.024841179	-0.025623321	0.075738496	0.037316552	-0.153767611	-0.134116251	-0.061619587	-0.140889426	-0.05468673	-0.018608839	-0.094981392	-0.026267035	-0.054836131
D2242	Belongs to the class I-like SAM-binding methyltransferase superfamily. RNA methyltransferase RlmE family. RlmM subfamily	0.188653093	0.024841179	-0.025623321	0.075738496	0.037316552	-0.153767611	-0.134116251	-0.061619587	-0.140889426	-0.05468673	-0.018608839	-0.094981392	-0.026267035	-0.054836131
D2414	Belongs to the HypD family	0.188653093	0.024841179	-0.025623321	0.075738496	0.037316552	-0.153767611	-0.134116251	-0.061619587	-0.140889426	-0.05468673	-0.018608839	-0.094981392	-0.026267035	-0.054836131
D8142	"Ethanolamine ammonia-lyase, small subunit"	0.188408169	0.028065998	-0.018316478	0.075112989	0.044214251	-0.153984414	-0.134116251	-0.058477233	-0.139287272	-0.049537414	-0.02392565	-0.090275366	-0.027841089	-0.055253136
D21263	Translocates 4-amino-4-deoxy-L-arabinose- phosphoundecaprenol (alpha-L-Ara4N-phosphoundecaprenol) from the cytoplasmic to the periplasmic side of the inner membrane	0.188653093	0.027159018	-0.025820803	0.075738496	0.037316552	-0.153767611	-0.134116251	-0.05936102	-0.139087003	-0.052508173	-0.020745989	-0.094981392	-0.026660549	-0.052803232
D20934	"Together with LptE, is involved in the assembly of lipopolysaccharide (LPS) at the surface of the outer membrane"	0.188653093	0.027159018	-0.025820803	0.075738496	0.037316552	-0.153767611	-0.134116251	-0.05936102	-0.139087003	-0.052508173	-0.020745989	-0.094981392	-0.026660549	-0.052803232
D12506	"Necessary for efficient RNA polymerase transcription elongation past template-encoded arresting sites. The arresting sites in DNA have the property of trapping a certain fraction of elongating RNA polymerases that pass through, resulting in locked ternary complexes. Cleavage of the nascent transcript by cleavage factors such as GreA or GreB allows the resumption of elongation from the new 3'terminus. GreB releases sequences of up to 9 nucleotides in length"	0.188653093	0.027159018	-0.025820803	0.075738496	0.037316552	-0.153767611	-0.134116251	-0.05936102	-0.139087003	-0.052508173	-0.020745989	-0.094981392	-0.026660549	-0.052803232
D3266	carbon utilization	0.188653093	0.027159018	-0.025820803	0.075738496	0.037316552	-0.153767611	-0.134116251	-0.05936102	-0.139087003	-0.052508173	-0.020745989	-0.094981392	-0.026660549	-0.052803232
D2784	Belongs to the zinc-containing alcohol dehydrogenase family. Quinone oxidoreductase subfamily	0.188653093	0.027159018	-0.025820803	0.075738496	0.037316552	-0.153767611	-0.134116251	-0.05936102	-0.139087003	-0.052508173	-0.020745989	-0.094981392	-0.026660549	-0.052803232
D1993	Bacterial OB fold (BOF) protein	0.188653093	0.027159018	-0.025820803	0.075738496	0.037316552	-0.153767611	-0.134116251	-0.05936102	-0.139087003	-0.052508173	-0.020745989	-0.094981392	-0.026660549	-0.052803232
D2165	belongs to the aldehyde dehydrogenase family	0.188653093	0.027159018	-0.025820803	0.075738496	0.037316552	-0.153767611	-0.134116251	-0.05936102	-0.139087003	-0.052508173	-0.020745989	-0.094981392	-0.026660549	-0.052803232
D7788	DsrH like protein	0.188163244	0.028670651	-0.027005696	0.074383231	0.037316552	-0.151707981	-0.134116251	-0.055433078	-0.137184445	-0.051369382	-0.019911979	-0.094981392	-0.029710279	-0.050978836
D13072	"oxidase, subunit"	0.187795858	0.0284691	-0.024142204	0.073027965	0.037178598	-0.151816382	-0.134116251	-0.055040284	-0.137985522	-0.050923768	-0.023508645	-0.095096173	-0.031087577	-0.054158498
D22028	UPF0761 membrane protein	0.192143267	0.020608605	-0.02384598	0.079439414	0.037316552	-0.153767611	-0.134116251	-0.064172749	-0.14269185	-0.058301154	-0.016784443	-0.094981392	-0.02223352	-0.056869029
D21661	Type II secretion system protein B	0.192143267	0.020608605	-0.02384598	0.079439414	0.037316552	-0.153767611	-0.134116251	-0.064172749	-0.14269185	-0.058301154	-0.016784443	-0.094981392	-0.02223352	-0.056869029
D21462	Trm112p-like protein	0.192143267	0.020608605	-0.02384598	0.079439414	0.037316552	-0.153767611	-0.134116251	-0.064172749	-0.14269185	-0.058301154	-0.016784443	-0.094981392	-0.02223352	-0.056869029
D19008	SMP-30 Gluconolaconase	0.192143267	0.020608605	-0.02384598	0.079439414	0.037316552	-0.153767611	-0.134116251	-0.064172749	-0.14269185	-0.058301154	-0.016784443	-0.094981392	-0.02223352	-0.056869029
D17975	Rhodanese domain protein	0.192143267	0.020608605	-0.02384598	0.079439414	0.037316552	-0.153767611	-0.134116251	-0.064172749	-0.14269185	-0.058301154	-0.016784443	-0.094981392	-0.02223352	-0.056869029
D16639	Protein of unknown function (DUF2946)	0.192143267	0.020608605	-0.02384598	0.079439414	0.037316552	-0.153767611	-0.134116251	-0.064172749	-0.14269185	-0.058301154	-0.016784443	-0.094981392	-0.02223352	-0.056869029
D16369	Protein of unknown function (DUF1090)	0.192143267	0.020608605	-0.02384598	0.079439414	0.037316552	-0.153767611	-0.134116251	-0.064172749	-0.14269185	-0.058301154	-0.016784443	-0.094981392	-0.02223352	-0.056869029
