		Acinetobacter baumannii	Yarrowia lipolytica	Human betaherpesvirus 7	Paracoccus pantotrophus	Acinetobacter tandoii	Zymoseptoria tritici	Methanobrevibacter_A smithii_A	Fusobacterium nucleatum	Gemella morbillorum	Thermothelomyces thermophilus	Candidatus Methanomethylophilus alvus	Lachnoanaerobaculum umeaense	Streptococcus mutans	Streptococcus constellatus
D9920	HI0933 family	-0.100777319	-0.158767882	-0.141410249	-0.308814618	-0.263374858	0.199483567	0.207735744	0.237855074	0.313760265	0.489315163	0.386410592	0.40706884	0.660171189	0.759643749
D17203	PTS system	-0.100224736	-0.16082888	-0.141410249	-0.308950093	-0.263374858	0.191165776	0.2049434	0.241517905	0.315663765	0.489536223	0.386017798	0.406865458	0.660899654	0.76079103
D13415	Peptidase C26	-0.100224736	-0.16082888	-0.141410249	-0.308950093	-0.263374858	0.191165776	0.2049434	0.241517905	0.315663765	0.489536223	0.386017798	0.406865458	0.660899654	0.76079103
D2205	Belongs to the bacterial ribosomal protein bS16 family	-0.100224736	-0.16082888	-0.141410249	-0.308950093	-0.263374858	0.191165776	0.2049434	0.241517905	0.315663765	0.489536223	0.386017798	0.406865458	0.660899654	0.76079103
D3831	Cation transport protein	-0.100224736	-0.16082888	-0.141410249	-0.308950093	-0.263374858	0.191165776	0.2049434	0.241517905	0.315663765	0.489536223	0.386017798	0.406865458	0.660899654	0.76079103
D22516	zinc-finger of transposase IS204/IS1001/IS1096/IS1165	-0.172913729	-0.195930945	-0.18559278	-0.388907927	-0.257113305	0.108977979	0.301419412	0.262776507	0.515802018	0.483846123	0.378906281	0.568634521	0.778573893	0.761038961
D22542	Zn-dependent hydrolases of the beta-lactamase fold	-0.0916597	-0.092389547	-0.141410249	-0.299873287	-0.214747557	0.182847986	0.202151055	0.210689079	0.536046775	0.483567617	0.393088081	0.432288194	0.638317246	0.751612778
D21256	"translation initiation inhibitor, yjgF family"	-0.0916597	-0.092389547	-0.141410249	-0.299873287	-0.214747557	0.182847986	0.202151055	0.210689079	0.536046775	0.483567617	0.393088081	0.432288194	0.638317246	0.751612778
D19699	Tetrapolymerization of the monopyrrole PBG into the hydroxymethylbilane pre-uroporphyrinogen in several discrete steps	-0.0916597	-0.092389547	-0.141410249	-0.299873287	-0.214747557	0.182847986	0.202151055	0.210689079	0.536046775	0.483567617	0.393088081	0.432288194	0.638317246	0.751612778
D18732	Shikimate kinase	-0.0916597	-0.092389547	-0.141410249	-0.299873287	-0.214747557	0.182847986	0.202151055	0.210689079	0.536046775	0.483567617	0.393088081	0.432288194	0.638317246	0.751612778
D18651	serine acetyltransferase	-0.0916597	-0.092389547	-0.141410249	-0.299873287	-0.214747557	0.182847986	0.202151055	0.210689079	0.536046775	0.483567617	0.393088081	0.432288194	0.638317246	0.751612778
D18586	segregation and condensation protein B	-0.0916597	-0.092389547	-0.141410249	-0.299873287	-0.214747557	0.182847986	0.202151055	0.210689079	0.536046775	0.483567617	0.393088081	0.432288194	0.638317246	0.751612778
D17460	Pyridoxamine 5'-phosphate oxidase	-0.0916597	-0.092389547	-0.141410249	-0.299873287	-0.214747557	0.182847986	0.202151055	0.210689079	0.536046775	0.483567617	0.393088081	0.432288194	0.638317246	0.751612778
D17201	pts system	-0.0916597	-0.092389547	-0.141410249	-0.299873287	-0.214747557	0.182847986	0.202151055	0.210689079	0.536046775	0.483567617	0.393088081	0.432288194	0.638317246	0.751612778
D16851	Protein of unknown function (DUF4011)	-0.0916597	-0.092389547	-0.141410249	-0.299873287	-0.214747557	0.182847986	0.202151055	0.210689079	0.536046775	0.483567617	0.393088081	0.432288194	0.638317246	0.751612778
D16089	Predicted permease	-0.0916597	-0.092389547	-0.141410249	-0.299873287	-0.214747557	0.182847986	0.202151055	0.210689079	0.536046775	0.483567617	0.393088081	0.432288194	0.638317246	0.751612778
D15736	phosphoserine phosphatase SerB	-0.0916597	-0.092389547	-0.141410249	-0.299873287	-0.214747557	0.182847986	0.202151055	0.210689079	0.536046775	0.483567617	0.393088081	0.432288194	0.638317246	0.751612778
D15728	Phosphorylation of dTMP to form dTDP in both de novo and salvage pathways of dTTP synthesis	-0.0916597	-0.092389547	-0.141410249	-0.299873287	-0.214747557	0.182847986	0.202151055	0.210689079	0.536046775	0.483567617	0.393088081	0.432288194	0.638317246	0.751612778
D15631	Phospholipase_D-nuclease N-terminal	-0.0916597	-0.092389547	-0.141410249	-0.299873287	-0.214747557	0.182847986	0.202151055	0.210689079	0.536046775	0.483567617	0.393088081	0.432288194	0.638317246	0.751612778
D15257	Pfam:UPF0118	-0.0916597	-0.092389547	-0.141410249	-0.299873287	-0.214747557	0.182847986	0.202151055	0.210689079	0.536046775	0.483567617	0.393088081	0.432288194	0.638317246	0.751612778
D14265	PFAM HhH-GPD family protein	-0.0916597	-0.092389547	-0.141410249	-0.299873287	-0.214747557	0.182847986	0.202151055	0.210689079	0.536046775	0.483567617	0.393088081	0.432288194	0.638317246	0.751612778
D14232	PFAM GTP cyclohydrolase I	-0.0916597	-0.092389547	-0.141410249	-0.299873287	-0.214747557	0.182847986	0.202151055	0.210689079	0.536046775	0.483567617	0.393088081	0.432288194	0.638317246	0.751612778
D13960	"PFAM Cupin 2, conserved barrel domain protein"	-0.0916597	-0.092389547	-0.141410249	-0.299873287	-0.214747557	0.182847986	0.202151055	0.210689079	0.536046775	0.483567617	0.393088081	0.432288194	0.638317246	0.751612778
D13622	Permease	-0.0916597	-0.092389547	-0.141410249	-0.299873287	-0.214747557	0.182847986	0.202151055	0.210689079	0.536046775	0.483567617	0.393088081	0.432288194	0.638317246	0.751612778
D13322	Patched family	-0.0916597	-0.092389547	-0.141410249	-0.299873287	-0.214747557	0.182847986	0.202151055	0.210689079	0.536046775	0.483567617	0.393088081	0.432288194	0.638317246	0.751612778
D13114	"Oxidoreductase, aldo keto reductase family protein"	-0.0916597	-0.092389547	-0.141410249	-0.299873287	-0.214747557	0.182847986	0.202151055	0.210689079	0.536046775	0.483567617	0.393088081	0.432288194	0.638317246	0.751612778
D12679	NMT1-like family	-0.0916597	-0.092389547	-0.141410249	-0.299873287	-0.214747557	0.182847986	0.202151055	0.210689079	0.536046775	0.483567617	0.393088081	0.432288194	0.638317246	0.751612778
D11556	Membrane domain of glycerophosphoryl diester phosphodiesterase	-0.0916597	-0.092389547	-0.141410249	-0.299873287	-0.214747557	0.182847986	0.202151055	0.210689079	0.536046775	0.483567617	0.393088081	0.432288194	0.638317246	0.751612778
D10899	Key enzyme in the regulation of glycerol uptake and metabolism. Catalyzes the phosphorylation of glycerol to yield sn- glycerol 3-phosphate	-0.0916597	-0.092389547	-0.141410249	-0.299873287	-0.214747557	0.182847986	0.202151055	0.210689079	0.536046775	0.483567617	0.393088081	0.432288194	0.638317246	0.751612778
D9608	GtrA-like protein	-0.0916597	-0.092389547	-0.141410249	-0.299873287	-0.214747557	0.182847986	0.202151055	0.210689079	0.536046775	0.483567617	0.393088081	0.432288194	0.638317246	0.751612778
D9577	GTP cyclohydrolase I activity	-0.0916597	-0.092389547	-0.141410249	-0.299873287	-0.214747557	0.182847986	0.202151055	0.210689079	0.536046775	0.483567617	0.393088081	0.432288194	0.638317246	0.751612778
D9117	Glutamine amidotransferases class-II	-0.0916597	-0.092389547	-0.141410249	-0.299873287	-0.214747557	0.182847986	0.202151055	0.210689079	0.536046775	0.483567617	0.393088081	0.432288194	0.638317246	0.751612778
D6651	Deoxynucleoside kinase	-0.0916597	-0.092389547	-0.141410249	-0.299873287	-0.214747557	0.182847986	0.202151055	0.210689079	0.536046775	0.483567617	0.393088081	0.432288194	0.638317246	0.751612778
D4196	Clp protease	-0.0916597	-0.092389547	-0.141410249	-0.299873287	-0.214747557	0.182847986	0.202151055	0.210689079	0.536046775	0.483567617	0.393088081	0.432288194	0.638317246	0.751612778
D4195	"Clp amino terminal domain, pathogenicity island component"	-0.0916597	-0.092389547	-0.141410249	-0.299873287	-0.214747557	0.182847986	0.202151055	0.210689079	0.536046775	0.483567617	0.393088081	0.432288194	0.638317246	0.751612778
D3808	Catalyzes the transfer of the gamma-phosphate of ATP to D-galactose to form alpha-D-galactose-1-phosphate (Gal-1-P)	-0.0916597	-0.092389547	-0.141410249	-0.299873287	-0.214747557	0.182847986	0.202151055	0.210689079	0.536046775	0.483567617	0.393088081	0.432288194	0.638317246	0.751612778
D3786	Catalyzes the transfer of a methyl group from 5- methyltetrahydrofolate to homocysteine resulting in methionine formation	-0.0916597	-0.092389547	-0.141410249	-0.299873287	-0.214747557	0.182847986	0.202151055	0.210689079	0.536046775	0.483567617	0.393088081	0.432288194	0.638317246	0.751612778
D3647	Catalyzes the NADPH-dependent reduction of 7-cyano-7- deazaguanine (preQ0) to 7-aminomethyl-7-deazaguanine (preQ1)	-0.0916597	-0.092389547	-0.141410249	-0.299873287	-0.214747557	0.182847986	0.202151055	0.210689079	0.536046775	0.483567617	0.393088081	0.432288194	0.638317246	0.751612778
D3439	Catalyzes the condensation of iminoaspartate with dihydroxyacetone phosphate to form quinolinate	-0.0916597	-0.092389547	-0.141410249	-0.299873287	-0.214747557	0.182847986	0.202151055	0.210689079	0.536046775	0.483567617	0.393088081	0.432288194	0.638317246	0.751612778
D3412	"Catalyzes the attachment of proline to tRNA(Pro) in a two-step reaction proline is first activated by ATP to form Pro- AMP and then transferred to the acceptor end of tRNA(Pro). As ProRS can inadvertently accommodate and process non-cognate amino acids such as alanine and cysteine, to avoid such errors it has two additional distinct editing activities against alanine. One activity is designated as 'pretransfer' editing and involves the tRNA(Pro)-independent hydrolysis of activated Ala-AMP. The other activity is designated 'posttransfer' editing and involves deacylation of mischarged Ala-tRNA(Pro). The misacylated Cys- tRNA(Pro) is not edited by ProRS"	-0.0916597	-0.092389547	-0.141410249	-0.299873287	-0.214747557	0.182847986	0.202151055	0.210689079	0.536046775	0.483567617	0.393088081	0.432288194	0.638317246	0.751612778
D3378	Catalyzes the addition of meso-diaminopimelic acid to the nucleotide precursor UDP-N-acetylmuramoyl-L-alanyl-D-glutamate (UMAG) in the biosynthesis of bacterial cell-wall peptidoglycan	-0.0916597	-0.092389547	-0.141410249	-0.299873287	-0.214747557	0.182847986	0.202151055	0.210689079	0.536046775	0.483567617	0.393088081	0.432288194	0.638317246	0.751612778
D3203	Carbamoyl-phosphate synthetase ammonia chain	-0.0916597	-0.092389547	-0.141410249	-0.299873287	-0.214747557	0.182847986	0.202151055	0.210689079	0.536046775	0.483567617	0.393088081	0.432288194	0.638317246	0.751612778
D2590	Belongs to the RNA methyltransferase TrmD family	-0.0916597	-0.092389547	-0.141410249	-0.299873287	-0.214747557	0.182847986	0.202151055	0.210689079	0.536046775	0.483567617	0.393088081	0.432288194	0.638317246	0.751612778
D2539	Belongs to the phenylalanyl-tRNA synthetase beta subunit family. Type 1 subfamily	-0.0916597	-0.092389547	-0.141410249	-0.299873287	-0.214747557	0.182847986	0.202151055	0.210689079	0.536046775	0.483567617	0.393088081	0.432288194	0.638317246	0.751612778
D2182	Belongs to the asparaginase 1 family	-0.0916597	-0.092389547	-0.141410249	-0.299873287	-0.214747557	0.182847986	0.202151055	0.210689079	0.536046775	0.483567617	0.393088081	0.432288194	0.638317246	0.751612778
D1860	ATPase associated with various cellular activities	-0.0916597	-0.092389547	-0.141410249	-0.299873287	-0.214747557	0.182847986	0.202151055	0.210689079	0.536046775	0.483567617	0.393088081	0.432288194	0.638317246	0.751612778
D1679	ATP binding	-0.0916597	-0.092389547	-0.141410249	-0.299873287	-0.214747557	0.182847986	0.202151055	0.210689079	0.536046775	0.483567617	0.393088081	0.432288194	0.638317246	0.751612778
D1594	AsmA-like C-terminal region	-0.0916597	-0.092389547	-0.141410249	-0.299873287	-0.214747557	0.182847986	0.202151055	0.210689079	0.536046775	0.483567617	0.393088081	0.432288194	0.638317246	0.751612778
D1364	An automated process has identified a potential problem with this gene model	-0.0916597	-0.092389547	-0.141410249	-0.299873287	-0.214747557	0.182847986	0.202151055	0.210689079	0.536046775	0.483567617	0.393088081	0.432288194	0.638317246	0.751612778
D1339	"Aminotransferase, class I II"	-0.0916597	-0.092389547	-0.141410249	-0.299873287	-0.214747557	0.182847986	0.202151055	0.210689079	0.536046775	0.483567617	0.393088081	0.432288194	0.638317246	0.751612778
D1258	Amidohydrolase	-0.0916597	-0.092389547	-0.141410249	-0.299873287	-0.214747557	0.182847986	0.202151055	0.210689079	0.536046775	0.483567617	0.393088081	0.432288194	0.638317246	0.751612778
D1331	aminotransferase class I and II	-0.0916597	-0.092389547	-0.141410249	-0.299873287	-0.214747557	0.182847986	0.202151055	0.210689079	0.536046775	0.483567617	0.393088081	0.432288194	0.638317246	0.751612778
D21700	Type IV leader peptidase family	-0.092212283	-0.090328549	-0.141410249	-0.299737812	-0.214747557	0.191165776	0.2049434	0.207026249	0.534143275	0.483346557	0.393480874	0.432491576	0.637588782	0.750465497
D21367	Transposase IS116/IS110/IS902 family	-0.092212283	-0.090328549	-0.141410249	-0.299737812	-0.214747557	0.191165776	0.2049434	0.207026249	0.534143275	0.483346557	0.393480874	0.432491576	0.637588782	0.750465497
D20008	"TIGRFAM acetyl-CoA carboxylase, biotin carboxylase"	-0.092212283	-0.090328549	-0.141410249	-0.299737812	-0.214747557	0.191165776	0.2049434	0.207026249	0.534143275	0.483346557	0.393480874	0.432491576	0.637588782	0.750465497
D19083	Sortase family	-0.092212283	-0.090328549	-0.141410249	-0.299737812	-0.214747557	0.191165776	0.2049434	0.207026249	0.534143275	0.483346557	0.393480874	0.432491576	0.637588782	0.750465497
D19037	Sodium alanine symporter	-0.092212283	-0.090328549	-0.141410249	-0.299737812	-0.214747557	0.191165776	0.2049434	0.207026249	0.534143275	0.483346557	0.393480874	0.432491576	0.637588782	0.750465497
D17971	Rhamnulose-1-phosphate aldolase alcohol dehydrogenase	-0.092212283	-0.090328549	-0.141410249	-0.299737812	-0.214747557	0.191165776	0.2049434	0.207026249	0.534143275	0.483346557	0.393480874	0.432491576	0.637588782	0.750465497
D17284	Putative adhesin	-0.092212283	-0.090328549	-0.141410249	-0.299737812	-0.214747557	0.191165776	0.2049434	0.207026249	0.534143275	0.483346557	0.393480874	0.432491576	0.637588782	0.750465497
D16251	protein (competence- and mitomycin-induced)	-0.092212283	-0.090328549	-0.141410249	-0.299737812	-0.214747557	0.191165776	0.2049434	0.207026249	0.534143275	0.483346557	0.393480874	0.432491576	0.637588782	0.750465497
D15848	"Plays an important role in DNA replication, recombination and repair. Binds to ssDNA and to an array of partner proteins to recruit them to their sites of action during DNA metabolism"	-0.092212283	-0.090328549	-0.141410249	-0.299737812	-0.214747557	0.191165776	0.2049434	0.207026249	0.534143275	0.483346557	0.393480874	0.432491576	0.637588782	0.750465497
D13300	Participates in the control of copper homeostasis	-0.092212283	-0.090328549	-0.141410249	-0.299737812	-0.214747557	0.191165776	0.2049434	0.207026249	0.534143275	0.483346557	0.393480874	0.432491576	0.637588782	0.750465497
D13298	Participates in chromosomal partition during cell division. May act via the formation of a condensin-like complex containing Smc and ScpB that pull DNA away from mid-cell into both cell halves	-0.092212283	-0.090328549	-0.141410249	-0.299737812	-0.214747557	0.191165776	0.2049434	0.207026249	0.534143275	0.483346557	0.393480874	0.432491576	0.637588782	0.750465497
D13199	Parallel beta-helix repeats	-0.092212283	-0.090328549	-0.141410249	-0.299737812	-0.214747557	0.191165776	0.2049434	0.207026249	0.534143275	0.483346557	0.393480874	0.432491576	0.637588782	0.750465497
D12659	Nitrous oxide-stimulated promoter	-0.092212283	-0.090328549	-0.141410249	-0.299737812	-0.214747557	0.191165776	0.2049434	0.207026249	0.534143275	0.483346557	0.393480874	0.432491576	0.637588782	0.750465497
D11216	LUD domain	-0.092212283	-0.090328549	-0.141410249	-0.299737812	-0.214747557	0.191165776	0.2049434	0.207026249	0.534143275	0.483346557	0.393480874	0.432491576	0.637588782	0.750465497
D10482	integral membrane protein	-0.092212283	-0.090328549	-0.141410249	-0.299737812	-0.214747557	0.191165776	0.2049434	0.207026249	0.534143275	0.483346557	0.393480874	0.432491576	0.637588782	0.750465497
D10077	HNH endonuclease	-0.092212283	-0.090328549	-0.141410249	-0.299737812	-0.214747557	0.191165776	0.2049434	0.207026249	0.534143275	0.483346557	0.393480874	0.432491576	0.637588782	0.750465497
D9807	Helix-hairpin-helix containing domain	-0.092212283	-0.090328549	-0.141410249	-0.299737812	-0.214747557	0.191165776	0.2049434	0.207026249	0.534143275	0.483346557	0.393480874	0.432491576	0.637588782	0.750465497
D8462	Ferrous iron transport protein B C terminus	-0.092212283	-0.090328549	-0.141410249	-0.299737812	-0.214747557	0.191165776	0.2049434	0.207026249	0.534143275	0.483346557	0.393480874	0.432491576	0.637588782	0.750465497
D8019	Endonuclease IV plays a role in DNA repair. It cleaves phosphodiester bonds at apurinic or apyrimidinic sites (AP sites) to produce new 5'-ends that are base-free deoxyribose 5-phosphate residues. It preferentially attacks modified AP sites created by bleomycin and neocarzinostatin	-0.092212283	-0.090328549	-0.141410249	-0.299737812	-0.214747557	0.191165776	0.2049434	0.207026249	0.534143275	0.483346557	0.393480874	0.432491576	0.637588782	0.750465497
D6146	Could be involved in septation	-0.092212283	-0.090328549	-0.141410249	-0.299737812	-0.214747557	0.191165776	0.2049434	0.207026249	0.534143275	0.483346557	0.393480874	0.432491576	0.637588782	0.750465497
D5568	COG2148 Sugar transferases involved in lipopolysaccharide synthesis	-0.092212283	-0.090328549	-0.141410249	-0.299737812	-0.214747557	0.191165776	0.2049434	0.207026249	0.534143275	0.483346557	0.393480874	0.432491576	0.637588782	0.750465497
D5500	COG1732 Periplasmic glycine betaine choline-binding (lipo)protein of an ABC-type transport system (osmoprotectant binding protein)	-0.092212283	-0.090328549	-0.141410249	-0.299737812	-0.214747557	0.191165776	0.2049434	0.207026249	0.534143275	0.483346557	0.393480874	0.432491576	0.637588782	0.750465497
D5231	COG0668 Small-conductance mechanosensitive channel	-0.092212283	-0.090328549	-0.141410249	-0.299737812	-0.214747557	0.191165776	0.2049434	0.207026249	0.534143275	0.483346557	0.393480874	0.432491576	0.637588782	0.750465497
D5223	COG0657 Esterase lipase	-0.092212283	-0.090328549	-0.141410249	-0.299737812	-0.214747557	0.191165776	0.2049434	0.207026249	0.534143275	0.483346557	0.393480874	0.432491576	0.637588782	0.750465497
D5109	COG0402 Cytosine deaminase and related metal-dependent hydrolases	-0.092212283	-0.090328549	-0.141410249	-0.299737812	-0.214747557	0.191165776	0.2049434	0.207026249	0.534143275	0.483346557	0.393480874	0.432491576	0.637588782	0.750465497
D4248	Cobalamin synthesis G C-terminus	-0.092212283	-0.090328549	-0.141410249	-0.299737812	-0.214747557	0.191165776	0.2049434	0.207026249	0.534143275	0.483346557	0.393480874	0.432491576	0.637588782	0.750465497
D3789	Catalyzes the transfer of a phosphate group to glutamate to form L-glutamate 5-phosphate	-0.092212283	-0.090328549	-0.141410249	-0.299737812	-0.214747557	0.191165776	0.2049434	0.207026249	0.534143275	0.483346557	0.393480874	0.432491576	0.637588782	0.750465497
D3692	Catalyzes the reduction of 1-pyrroline-5-carboxylate (PCA) to L-proline	-0.092212283	-0.090328549	-0.141410249	-0.299737812	-0.214747557	0.191165776	0.2049434	0.207026249	0.534143275	0.483346557	0.393480874	0.432491576	0.637588782	0.750465497
D3208	"Carbamoyl-phosphate synthetase large chain, oligomerisation domain"	-0.092212283	-0.090328549	-0.141410249	-0.299737812	-0.214747557	0.191165776	0.2049434	0.207026249	0.534143275	0.483346557	0.393480874	0.432491576	0.637588782	0.750465497
D3036	"Branched-chain amino acid transport system, permease component"	-0.092212283	-0.090328549	-0.141410249	-0.299737812	-0.214747557	0.191165776	0.2049434	0.207026249	0.534143275	0.483346557	0.393480874	0.432491576	0.637588782	0.750465497
D2657	Belongs to the TrpC family	-0.092212283	-0.090328549	-0.141410249	-0.299737812	-0.214747557	0.191165776	0.2049434	0.207026249	0.534143275	0.483346557	0.393480874	0.432491576	0.637588782	0.750465497
D1779	ATP-dependent DNA helicase activity	-0.092212283	-0.090328549	-0.141410249	-0.299737812	-0.214747557	0.191165776	0.2049434	0.207026249	0.534143275	0.483346557	0.393480874	0.432491576	0.637588782	0.750465497
D2143	Belongs to the 5-formyltetrahydrofolate cyclo-ligase family	-0.092212283	-0.090328549	-0.141410249	-0.299737812	-0.214747557	0.191165776	0.2049434	0.207026249	0.534143275	0.483346557	0.393480874	0.432491576	0.637588782	0.750465497
D22000	UPF0126 domain	-0.091521554	-0.094592682	-0.141410249	-0.300415186	-0.21626716	0.182847986	0.199946572	0.214199292	0.536258275	0.483346557	0.392302494	0.431678048	0.649972683	0.75247324
D21006	Transaldolase is important for the balance of metabolites in the pentose-phosphate pathway	-0.091521554	-0.094592682	-0.141410249	-0.300415186	-0.21626716	0.182847986	0.199946572	0.214199292	0.536258275	0.483346557	0.392302494	0.431678048	0.649972683	0.75247324
D18379	rRNA processing	-0.091521554	-0.094592682	-0.141410249	-0.300415186	-0.21626716	0.182847986	0.199946572	0.214199292	0.536258275	0.483346557	0.392302494	0.431678048	0.649972683	0.75247324
D17926	Restriction endonuclease	-0.091521554	-0.094592682	-0.141410249	-0.300415186	-0.21626716	0.182847986	0.199946572	0.214199292	0.536258275	0.483346557	0.392302494	0.431678048	0.649972683	0.75247324
D17541	queuosine biosynthetic process	-0.091521554	-0.094592682	-0.141410249	-0.300415186	-0.21626716	0.182847986	0.199946572	0.214199292	0.536258275	0.483346557	0.392302494	0.431678048	0.649972683	0.75247324
D17012	protein refolding	-0.091521554	-0.094592682	-0.141410249	-0.300415186	-0.21626716	0.182847986	0.199946572	0.214199292	0.536258275	0.483346557	0.392302494	0.431678048	0.649972683	0.75247324
D16129	Prevents misfolding and promotes the refolding and proper assembly of unfolded polypeptides generated under stress conditions	-0.091521554	-0.094592682	-0.141410249	-0.300415186	-0.21626716	0.182847986	0.199946572	0.214199292	0.536258275	0.483346557	0.392302494	0.431678048	0.649972683	0.75247324
D15022	PFAM Type II IV secretion system protein	-0.091521554	-0.094592682	-0.141410249	-0.300415186	-0.21626716	0.182847986	0.199946572	0.214199292	0.536258275	0.483346557	0.392302494	0.431678048	0.649972683	0.75247324
D14774	PFAM regulatory protein TetR	-0.091521554	-0.094592682	-0.141410249	-0.300415186	-0.21626716	0.182847986	0.199946572	0.214199292	0.536258275	0.483346557	0.392302494	0.431678048	0.649972683	0.75247324
D14414	PFAM Methyltransferase type	-0.091521554	-0.094592682	-0.141410249	-0.300415186	-0.21626716	0.182847986	0.199946572	0.214199292	0.536258275	0.483346557	0.392302494	0.431678048	0.649972683	0.75247324
D13062	overlaps another CDS with the same product name	-0.091521554	-0.094592682	-0.141410249	-0.300415186	-0.21626716	0.182847986	0.199946572	0.214199292	0.536258275	0.483346557	0.392302494	0.431678048	0.649972683	0.75247324
D10903	KH type 2 domain protein	-0.091521554	-0.094592682	-0.141410249	-0.300415186	-0.21626716	0.182847986	0.199946572	0.214199292	0.536258275	0.483346557	0.392302494	0.431678048	0.649972683	0.75247324
D10870	KAP family P-loop domain	-0.091521554	-0.094592682	-0.141410249	-0.300415186	-0.21626716	0.182847986	0.199946572	0.214199292	0.536258275	0.483346557	0.392302494	0.431678048	0.649972683	0.75247324
D10669	"Involved in the import of queuosine (Q) precursors, required for Q precursor salvage"	-0.091521554	-0.094592682	-0.141410249	-0.300415186	-0.21626716	0.182847986	0.199946572	0.214199292	0.536258275	0.483346557	0.392302494	0.431678048	0.649972683	0.75247324
D10473	Inositol monophosphatase	-0.091521554	-0.094592682	-0.141410249	-0.300415186	-0.21626716	0.182847986	0.199946572	0.214199292	0.536258275	0.483346557	0.392302494	0.431678048	0.649972683	0.75247324
D9142	Glutaredoxin	-0.091521554	-0.094592682	-0.141410249	-0.300415186	-0.21626716	0.182847986	0.199946572	0.214199292	0.536258275	0.483346557	0.392302494	0.431678048	0.649972683	0.75247324
D8537	"first, biotin carboxylase catalyzes the carboxylation of the carrier protein and then the transcarboxylase transfers the carboxyl group to form malonyl-CoA"	-0.091521554	-0.094592682	-0.141410249	-0.300415186	-0.21626716	0.182847986	0.199946572	0.214199292	0.536258275	0.483346557	0.392302494	0.431678048	0.649972683	0.75247324
D8520	Filamentation induced by cAMP protein fic	-0.091521554	-0.094592682	-0.141410249	-0.300415186	-0.21626716	0.182847986	0.199946572	0.214199292	0.536258275	0.483346557	0.392302494	0.431678048	0.649972683	0.75247324
D8471	FeS assembly protein SufB	-0.091521554	-0.094592682	-0.141410249	-0.300415186	-0.21626716	0.182847986	0.199946572	0.214199292	0.536258275	0.483346557	0.392302494	0.431678048	0.649972683	0.75247324
D8458	Ferritin-like domain	-0.091521554	-0.094592682	-0.141410249	-0.300415186	-0.21626716	0.182847986	0.199946572	0.214199292	0.536258275	0.483346557	0.392302494	0.431678048	0.649972683	0.75247324
D7831	DUF218 domain	-0.091521554	-0.094592682	-0.141410249	-0.300415186	-0.21626716	0.182847986	0.199946572	0.214199292	0.536258275	0.483346557	0.392302494	0.431678048	0.649972683	0.75247324
D7774	Drug metabolite transporter (DMT) superfamily	-0.091521554	-0.094592682	-0.141410249	-0.300415186	-0.21626716	0.182847986	0.199946572	0.214199292	0.536258275	0.483346557	0.392302494	0.431678048	0.649972683	0.75247324
D7708	Domain of unknown function DUF11	-0.091521554	-0.094592682	-0.141410249	-0.300415186	-0.21626716	0.182847986	0.199946572	0.214199292	0.536258275	0.483346557	0.392302494	0.431678048	0.649972683	0.75247324
D7112	DNA-dependent ATPase and 3'-5' DNA helicase that may be involved in repair of stalled replication forks	-0.091521554	-0.094592682	-0.141410249	-0.300415186	-0.21626716	0.182847986	0.199946572	0.214199292	0.536258275	0.483346557	0.392302494	0.431678048	0.649972683	0.75247324
D7111	DNA-dependent ATPase activity	-0.091521554	-0.094592682	-0.141410249	-0.300415186	-0.21626716	0.182847986	0.199946572	0.214199292	0.536258275	0.483346557	0.392302494	0.431678048	0.649972683	0.75247324
D5730	"COG3842 ABC-type spermidine putrescine transport systems, ATPase components"	-0.091521554	-0.094592682	-0.141410249	-0.300415186	-0.21626716	0.182847986	0.199946572	0.214199292	0.536258275	0.483346557	0.392302494	0.431678048	0.649972683	0.75247324
D5711	"COG3639 ABC-type phosphate phosphonate transport system, permease component"	-0.091521554	-0.094592682	-0.141410249	-0.300415186	-0.21626716	0.182847986	0.199946572	0.214199292	0.536258275	0.483346557	0.392302494	0.431678048	0.649972683	0.75247324
D5367	"COG1173 ABC-type dipeptide oligopeptide nickel transport systems, permease components"	-0.091521554	-0.094592682	-0.141410249	-0.300415186	-0.21626716	0.182847986	0.199946572	0.214199292	0.536258275	0.483346557	0.392302494	0.431678048	0.649972683	0.75247324
D5248	"COG0719 ABC-type transport system involved in Fe-S cluster assembly, permease component"	-0.091521554	-0.094592682	-0.141410249	-0.300415186	-0.21626716	0.182847986	0.199946572	0.214199292	0.536258275	0.483346557	0.392302494	0.431678048	0.649972683	0.75247324
D4190	Cleaves peptides in various proteins in a process that requires ATP hydrolysis. Has a chymotrypsin-like activity. Plays a major role in the degradation of misfolded proteins	-0.091521554	-0.094592682	-0.141410249	-0.300415186	-0.21626716	0.182847986	0.199946572	0.214199292	0.536258275	0.483346557	0.392302494	0.431678048	0.649972683	0.75247324
D3850	CBS domain containing protein	-0.091521554	-0.094592682	-0.141410249	-0.300415186	-0.21626716	0.182847986	0.199946572	0.214199292	0.536258275	0.483346557	0.392302494	0.431678048	0.649972683	0.75247324
D3756	Catalyzes the sodium-dependent transport of glutamate	-0.091521554	-0.094592682	-0.141410249	-0.300415186	-0.21626716	0.182847986	0.199946572	0.214199292	0.536258275	0.483346557	0.392302494	0.431678048	0.649972683	0.75247324
