		Acinetobacter baumannii	Streptococcus mutans	Lachnoanaerobaculum umeaense	Candidatus Methanomethylophilus alvus	Acinetobacter tandoii	Yarrowia lipolytica	Human betaherpesvirus 7	Fusobacterium nucleatum	Streptococcus constellatus	Gemella morbillorum	Zymoseptoria tritici	Thermothelomyces thermophilus	Methanobrevibacter_A smithii_A	Paracoccus pantotrophus
D6603	Dehydratase large subunit	0.060859564	0.264500259	0.539032868	0.320969152	0.369373308	0.177186656	0.257261833	0.55690318	0.422414568	0.845338156	0.710011904	0.711300295	0.991238461	0.792094198
D7947	electron transport chain	0.033744838	0.366914274	0.803427124	0.287428959	0.567026461	0.22131194	0.22156069	0.658759044	0.381468336	0.884065696	0.940159653	0.500072244	0.894458162	0.818478601
D21231	Translation elongation factor	0.032724968	0.36838535	0.798238748	0.282895589	0.549313134	0.227897743	0.22156069	0.682637925	0.389363135	0.897893146	0.957358647	0.512360743	0.898688911	0.818478601
D11334	Major facilitator superfamily MFS_1	0.012321233	0.57874172	0.609112707	0.35944088	0.492164552	0.238626291	0.22156069	0.643343937	0.660838058	0.745525146	0.487677691	0.545690502	0.841596321	0.944527623
D13267	"Part of the high-affinity ATP-driven potassium transport (or Kdp) system, which catalyzes the hydrolysis of ATP coupled with the electrogenic transport of potassium into the cytoplasm. This subunit binds and transports the potassium across the cytoplasmic membrane"	0.011964609	0.306156538	0.616658853	0.300093876	0.450540109	0.215702051	0.381139414	0.448679105	0.559952412	0.887518914	0.579067743	0.782188214	0.807753562	0.740927219
D11023	Large extracellular alpha-helical protein	0.093883147	0.192660755	0.540079243	0.226037115	0.528168376	0.757575938	0.22156069	0.466784289	0.736729041	0.959360315	0.730317369	0.223499524	0.75690882	0.548011702
D13268	"Part of the high-affinity ATP-driven potassium transport (or Kdp) system, which catalyzes the hydrolysis of ATP coupled with the electrogenic transport of potassium into the cytoplasm. This subunit is responsible for energy coupling to the transport system"	0.037423731	0.148193487	0.952976825	0.693852406	0.422644847	0.586873249	0.64427179	0.718893384	0.856201926	0.712227405	0.916123344	0.690950779	0.445988068	0.365916536
D3596	"Catalyzes the hydrolysis of UDP-3-O-myristoyl-N- acetylglucosamine to form UDP-3-O-myristoylglucosamine and acetate, the committed step in lipid A biosynthesis"	0.134375316	0.912494945	0.455469309	0.83823029	0.976129745	0.221139699	0.560484901	0.409467332	0.710921339	0.610571271	0.242845484	0.559220532	0.120902381	0.099043015
D10782	Isochorismatase family	0.139137747	0.97141855	0.864327022	0.603415482	0.979420662	0.869595971	0.07347274	0.109824062	0.74135839	0.377347466	0.507926945	0.626786436	0.20387307	0.062529889
D11190	Low molecular weight protein-tyrosine-phosphatase	0.634769822	0.903891554	0.929360327	0.84094274	0.714389635	0.609130683	0.190631346	0.574298636	0.624764492	0.691985033	0.232258221	0.618511043	0.692252917	0.146875657
D13883	PFAM carbonic anhydrase	0.605103656	0.99662435	0.810940834	0.819666731	0.714389635	0.631932662	0.190631346	0.61350184	0.542381678	0.40671039	0.277145812	0.976638693	0.278680129	0.154133115
D2504	Belongs to the P-Pant transferase superfamily	0.382944474	0.455149717	0.435235887	0.710786286	0.913104761	0.98423401	0.163751704	0.583038013	0.632317721	0.806349974	0.835764379	0.7501602	0.491632217	0.554757198
D14218	PFAM glycosyl transferase family 9	0.381592926	0.768425096	0.619464303	0.73856702	0.918054561	0.622042228	0.140354761	0.807929606	0.535960655	0.350902722	0.466439946	0.71222809	0.50941475	0.410769443
D21033	transcription regulator activity	0.238614388	0.873421602	0.953219305	0.892199321	0.479354136	0.139738975	0.257261833	0.882770563	0.347671945	0.354950303	0.767301423	0.371290948	0.181833445	0.144586391
D14426	PFAM Molybdopterin oxidoreductase	0.772639639	0.55484364	0.431448437	0.629213952	0.479354136	0.45419101	0.257261833	0.603554234	0.550096437	0.804232031	0.490306483	0.371290948	0.147507826	0.153043982
D8105	ErfK YbiS YcfS YnhG family protein	0.526557136	0.731902712	0.773339092	0.940062292	0.596826532	0.232775747	0.298690699	0.723107339	0.419854743	0.685526951	0.989734134	0.512152633	0.293982592	0.262426345
D8912	gamma-glutamyltranspeptidase	0.542481859	0.671011598	0.886127933	0.625824249	0.615473001	0.622594089	0.298690699	0.970089941	0.377627774	0.753899181	0.761976422	0.198810048	0.204154622	0.2490938
D10013	Histone deacetylase domain	0.251357218	0.7282636	0.785567499	0.836111121	0.965529374	0.425327522	0.257261833	0.726432844	0.343941026	0.718872549	0.608507803	0.323515923	0.570106727	0.423811904
D17639	"redox protein, regulator of disulfide bond formation"	0.262069512	0.717914868	0.794336583	0.856990926	0.965529374	0.425327522	0.257261833	0.7280281	0.343941026	0.726631926	0.606927343	0.323515923	0.552365353	0.423811904
D7162	DnaJ-class molecular chaperone	0.251357218	0.729902089	0.746448551	0.836111121	0.965529374	0.450407317	0.257261833	0.745114426	0.355967872	0.719941151	0.573903298	0.323515923	0.56721184	0.415309228
D14712	PFAM PpiC-type peptidyl-prolyl cis-trans isomerase	0.24238965	0.750206906	0.762134463	0.822934541	0.965529374	0.446641093	0.257261833	0.737089411	0.346923761	0.700260358	0.572620298	0.323515923	0.574461884	0.414442749
D1569	Arsenate reductase and related	0.266285117	0.695756652	0.811949938	0.880041755	0.966321338	0.429910993	0.257261833	0.769889737	0.352559489	0.74682472	0.639945127	0.323105955	0.517234919	0.434411734
D2654	Belongs to the transthyretin family. 5-hydroxyisourate hydrolase subfamily	0.264746938	0.710862983	0.785020299	0.872346155	0.966321338	0.433597814	0.257261833	0.751553956	0.348046411	0.735225804	0.620949325	0.323105955	0.531150624	0.418132477
D5303	COG1018 Flavodoxin reductases (ferredoxin-NADPH reductases) family 1	0.273085046	0.695219269	0.804232124	0.877968745	0.965529374	0.425327522	0.257261833	0.741901129	0.350674672	0.746283971	0.616171735	0.323515923	0.533019935	0.432412975
D13369	penicillin-binding protein 1C	0.284404991	0.662202183	0.775733938	0.899030432	0.965529374	0.450407317	0.257261833	0.787262458	0.376840849	0.779209394	0.601147684	0.323515923	0.50943187	0.441111705
D5112	COG0405 Gamma-glutamyltransferase	0.276231801	0.667486436	0.775733938	0.895168441	0.946533931	0.433135989	0.257261833	0.786717947	0.364769789	0.781126665	0.65509254	0.331576274	0.506692272	0.434411734
D5607	COG2351 Transthyretin-like protein	0.275837144	0.675974677	0.795983647	0.893386794	0.966321338	0.433597814	0.257261833	0.778019759	0.361693336	0.766915789	0.641291761	0.323105955	0.510346747	0.435301738
D15884	Polyketide cyclase / dehydrase and lipid transport	0.919860917	0.820091813	0.614799163	0.84079612	0.596826532	0.329922941	0.298690699	0.611675713	0.232501418	0.780322136	0.971453233	0.786379989	0.962775621	0.500199801
D9163	Glutathionylspermidine synthase	0.428334502	0.921353762	0.91719153	0.629686355	0.618103303	0.105916745	0.298690699	0.584756511	0.306532922	0.472842955	0.539515351	0.528613596	0.899747429	0.430028226
D9164	glutathionylspermidine synthase activity	0.428334502	0.921353762	0.91719153	0.629686355	0.618103303	0.105916745	0.298690699	0.584756511	0.306532922	0.472842955	0.539515351	0.528613596	0.899747429	0.430028226
D11255	lysozyme	0.998838432	0.705857122	0.964956473	0.81462566	0.881170208	0.0898967	0.22156069	0.521419788	0.954163379	0.894167222	0.733118708	0.935988575	0.342338893	0.519591445
D2272	Belongs to the concentrative nucleoside transporter (CNT) (TC 2.A.41) family	0.54185298	0.846799234	0.906619746	0.656264811	0.596826532	0.226501971	0.298690699	0.784440925	0.50472851	0.924687416	0.884897883	0.192408251	0.825484811	0.249766078
D20228	TIGRFAM nicotinamide-nucleotide adenylyltransferase	0.426670865	0.724797686	0.501351215	0.565559999	0.881170208	0.282636115	0.22156069	0.95000113	0.523397559	0.913885273	0.370041791	0.229445975	0.909277816	0.250404871
D3623	Catalyzes the methyl esterification of L-isoaspartyl residues in peptides and proteins that result from spontaneous decomposition of normal L-aspartyl and L-asparaginyl residues. It plays a role in the repair and or degradation of damaged proteins	0.559374795	0.416255773	0.509871445	0.889406742	0.665066983	0.621478988	0.190631346	0.855790239	0.666653067	0.794567505	0.731168735	0.42250808	0.410164464	0.400271717
D16609	Protein of unknown function (DUF2813)	0.792805651	0.684286894	0.442141474	0.592746557	0.892510005	0.267585665	0.163751704	0.825859312	0.939084106	0.935254943	0.873305847	0.516746275	0.793954226	0.219055131
D5539	COG1995 Pyridoxal phosphate biosynthesis protein	0.106813535	0.411973586	0.832904456	0.506089536	0.780238455	0.047027287	0.208231331	0.651249868	0.441451941	0.600861861	0.502044461	0.507504463	0.432909134	0.288057479
D3224	Carbohydrate binding module (family 6)	0.455448849	0.865415431	0.478747793	0.339071615	0.618103303	0.168569702	0.298690699	0.503996641	0.636649534	0.598387261	0.196118332	0.542971041	0.922616095	0.234212409
D18591	Sel1-like repeats.	0.212117562	0.708090688	0.535455091	0.377165512	0.679442546	0.065378106	0.160926641	0.493419966	0.498963356	0.556747103	0.294005675	0.597930568	0.46752401	0.485864617
D11022	Large exoproteins involved in heme utilization or adhesion	0.284404991	0.909568937	0.595108082	0.324315945	0.965529374	0.447110913	0.257261833	0.944466316	0.680039332	0.740074175	0.86613903	0.877472814	0.584194561	0.423811904
D21519	tRNA uridine 5-carboxymethylaminomethyl modification enzyme	0.530283087	0.908709274	0.549044773	0.414094988	0.725725629	0.642287204	0.298690699	0.460771597	0.601146354	0.808178981	0.889504328	0.478923296	0.701938566	0.387492313
D13697	PFAM ABC-2 type transporter	0.304156385	0.536895941	0.377590328	0.206840639	0.885304988	0.422333631	0.07347274	0.599349866	0.882793789	0.81520074	0.272694403	0.469032155	0.946085755	0.211307924
D21011	"transcription activator, effector binding"	0.237896527	0.508901906	0.215280033	0.205561623	0.884386891	0.235343578	0.086840288	0.505746029	0.862697901	0.970967155	0.968200281	0.586994384	0.824488658	0.126816604
D7275	Domain of unknown function (DUF202)	0.385449232	0.710131045	0.497100388	0.53445004	0.879378935	0.387689441	0.163751704	0.799713942	0.871684633	0.980228065	0.414170801	0.783229084	0.633745932	0.173416522
D9435	glycosyl transferase group 1	0.465125525	0.838868979	0.400205649	0.347138577	0.56749198	0.468263352	0.140354761	0.94626469	0.87492859	0.947921147	0.547086172	0.629558544	0.892802623	0.234306102
D2413	Belongs to the hyi family	0.239659018	0.80535444	0.863771645	0.470889556	0.741868704	0.493319963	0.190631346	0.827997131	0.7119931	0.992345426	0.570456865	0.96127107	0.835621822	0.276240413
D17917	Responsible for the incorporation of O-acetyl groups into the enterobacterial common antigen (ECA) trisaccharide repeat units	0.220384656	0.595927004	0.833836263	0.611770036	0.761431552	0.509025392	0.163751704	0.906282422	0.995803449	0.971687605	0.272000429	0.506082475	0.958545988	0.239765467
D6848	Divergent 4Fe-4S mono-cluster	0.203171055	0.8951313	0.597252904	0.282772623	0.747945273	0.052029831	0.190631346	0.982036637	0.487842256	0.67809098	0.389137827	0.397653328	0.821252341	0.149884301
D16418	Protein of unknown function (DUF1349)	0.291856836	0.849770011	0.433084495	0.150183614	0.727476114	0.07634285	0.11998143	0.806101307	0.595434429	0.67088792	0.277394237	0.983710118	0.750517789	0.295497056
D1392	"Anaphase-promoting complex, cyclosome, subunit 3"	0.635795033	0.94532198	0.27405021	0.309429283	0.907067223	0.062297573	0.257261833	0.688507435	0.202461011	0.790182528	0.649666444	0.729267201	0.636474006	0.228881266
D7973	elongation factor Tu domain 2 protein	0.433285316	0.596250533	0.327307565	0.259568958	0.901174748	0.033377954	0.22156069	0.727800458	0.480498068	0.991815102	0.608491928	0.551694524	0.650194426	0.317533952
D14614	"PFAM permease for cytosine purines, uracil, thiamine, allantoin"	0.264746938	0.877999055	0.763762715	0.295516866	0.966321338	0.147871903	0.257261833	0.994639776	0.469198174	0.952232795	0.720960205	0.323105955	0.722759272	0.409695783
D5214	COG0639 Diadenosine tetraphosphatase and related serine threonine protein phosphatases	0.443189956	0.71428246	0.395283714	0.376183554	0.899690674	0.092529787	0.22156069	0.628789273	0.603582492	0.90455199	0.552284888	0.537906961	0.993601456	0.273026329
D12253	"N-acetylmuramyl-L-alanine amidase, negative regulator of AmpC, AmpD"	0.518949782	0.893071834	0.333489457	0.212001359	0.689896481	0.140034805	0.190631346	0.967368525	0.584917594	0.99515206	0.746435609	0.690906347	0.677748087	0.37543612
D15262	PfkB domain protein	0.47315527	0.616266923	0.429296171	0.688309996	0.774199522	0.093889009	0.298690699	0.876286821	0.418733594	0.924080616	0.9980751	0.959925833	0.755601071	0.395567456
D15295	Phage lysozyme	0.45659867	0.630605254	0.442405014	0.677072654	0.774199522	0.093889009	0.298690699	0.846515203	0.405854295	0.909833947	0.99230051	0.94264978	0.774731351	0.395567456
D5742	COG3967 Short-chain dehydrogenase involved in D-alanine esterification of lipoteichoic acid and wall teichoic acid (D-alanine transfer protein)	0.420602237	0.672148027	0.434693631	0.620832683	0.773383964	0.090869192	0.298690699	0.803440412	0.393208634	0.869385528	0.981394262	0.943354464	0.847129325	0.392640068
D13523	"Peptidase, M16"	0.436427235	0.683552145	0.419942576	0.63169283	0.773383964	0.090869192	0.298690699	0.805786896	0.390191473	0.857070925	0.945502494	0.960631422	0.832291175	0.375346191
D8841	"Functions in the N-end rule pathway of protein degradation where it conjugates Leu, Phe and, less efficiently, Met from aminoacyl-tRNAs to the N-termini of proteins containing an N-terminal arginine or lysine"	0.284404991	0.740306837	0.60105392	0.59174272	0.965529374	0.143872386	0.257261833	0.906265516	0.415717972	0.702113915	0.779093963	0.752715569	0.65791028	0.423811904
D3093	C4-dicarboxylate	0.273085046	0.733182668	0.640321295	0.590441703	0.965529374	0.143872386	0.257261833	0.934901053	0.406610675	0.708216294	0.818552951	0.722124414	0.668733532	0.441111705
D13032	Outer membrane porin	0.273085046	0.733182668	0.640321295	0.590441703	0.965529374	0.143872386	0.257261833	0.934901053	0.406610675	0.708216294	0.818552951	0.722124414	0.668733532	0.441111705
D12890	of the drug metabolite transporter (DMT) superfamily	0.231535768	0.790194706	0.653638959	0.536500738	0.944952169	0.148096502	0.257261833	0.991254479	0.382766878	0.662529585	0.805732591	0.7051403	0.73341782	0.444257997
D22354	Xylose isomerase domain protein TIM barrel	0.24238965	0.772904982	0.643895952	0.551015112	0.965529374	0.148096502	0.257261833	0.956856292	0.395189075	0.675019656	0.814176878	0.706986342	0.710566564	0.440215055
D21176	Transferase	0.24238965	0.785722828	0.642873797	0.551015112	0.965529374	0.148096502	0.257261833	0.969820275	0.387947523	0.663566995	0.802244793	0.706986342	0.712681957	0.431526307
D21287	transport protein	0.24238965	0.785722828	0.642873797	0.551015112	0.965529374	0.148096502	0.257261833	0.969820275	0.387947523	0.663566995	0.802244793	0.706986342	0.712681957	0.431526307
D49	(Lipo)protein	0.252842457	0.775129946	0.651069339	0.569034977	0.965529374	0.148096502	0.257261833	0.968128808	0.387947523	0.67110693	0.800502329	0.706986342	0.693198743	0.431526307
D1138	"Along with HypE, it catalyzes the synthesis of the CN ligands of the active site iron of NiFe -hydrogenases using carbamoylphosphate as a substrate. It functions as a carbamoyl transferase using carbamoylphosphate as a substrate and transferring the carboxamido moiety in an ATP-dependent reaction to the thiolate of the C-terminal cysteine of HypE yielding a protein-S-carboxamide"	0.243838558	0.790194706	0.647991124	0.557582092	0.965529374	0.152412284	0.257261833	0.960237264	0.388347752	0.658127646	0.785731247	0.706986342	0.698445634	0.430640666
D7805	"Dual-specificity methyltransferase that catalyzes the formation of 5-methyluridine at position 54 (m5U54) in all tRNAs, and that of position 341 (m5U341) in tmRNA (transfer-mRNA)"	0.243838558	0.799158559	0.624084407	0.549253437	0.965529374	0.152412284	0.257261833	0.946718151	0.392766424	0.6514176	0.767014443	0.722124414	0.702653298	0.42205972
D20105	TIGRFAM DJ-1 family protein	0.233643913	0.809836648	0.616031591	0.531539633	0.965529374	0.152412284	0.257261833	0.948407301	0.392766424	0.643965675	0.768736788	0.722124414	0.7222277	0.42205972
D11105	Lipid phosphatase which dephosphorylates phosphatidylglycerophosphate (PGP) to phosphatidylglycerol (PG)	0.262069512	0.769015682	0.63015295	0.572107469	0.965529374	0.143872386	0.257261833	0.962491636	0.391960827	0.677371416	0.796440354	0.722124414	0.692151074	0.423811904
D13271	"Part of the outer membrane protein assembly complex, which is involved in assembly and insertion of beta-barrel proteins into the outer membrane"	0.262069512	0.769015682	0.63015295	0.572107469	0.965529374	0.143872386	0.257261833	0.962491636	0.391960827	0.677371416	0.796440354	0.722124414	0.692151074	0.423811904
D11956	"Modifies, by uridylylation and deuridylylation, the PII regulatory proteins (GlnB and homologs), in response to the nitrogen status of the cell that GlnD senses through the glutamine level. Under low glutamine levels, catalyzes the conversion of the PII proteins and UTP to PII-UMP and PPi, while under higher glutamine levels, GlnD hydrolyzes PII-UMP to PII and UMP (deuridylylation). Thus, controls uridylylation state and activity of the PII proteins, and plays an important role in the regulation of nitrogen"	0.262069512	0.77791368	0.606527124	0.56367668	0.965529374	0.143872386	0.257261833	0.948970401	0.396403696	0.670585886	0.777653133	0.737369296	0.696345175	0.415309228
D13288	"Part of the twin-arginine translocation (Tat) system that transports large folded proteins containing a characteristic twin-arginine motif in their signal peptide across membranes. Together with TatC, TatB is part of a receptor directly interacting with Tat signal peptides. TatB may form an oligomeric binding site that transiently accommodates folded Tat precursor proteins before their translocation"	0.252842457	0.792993064	0.603539046	0.552275108	0.965529374	0.148096502	0.257261833	0.94108938	0.396809057	0.657610526	0.763000012	0.737369296	0.701600543	0.414442749
D5044	COG0154 Asp-tRNAAsn Glu-tRNAGln amidotransferase A subunit and related amidases	0.130244545	0.859303222	0.656325078	0.680613866	0.171306766	0.302536437	0.251575281	0.324463662	0.550115539	0.691726429	0.632553559	0.365290722	0.722620584	0.761209565
D6429	Cytochrome P450	0.102670024	0.59989856	0.998328768	0.898250561	0.725725629	0.246373806	0.206143683	0.335307681	0.388259134	0.53619747	0.540450391	0.8197882	0.732608212	0.910674752
D21199	Transfers the fatty acyl group on membrane lipoproteins	0.037993912	0.648141536	0.855502684	0.62245582	0.62405839	0.176096662	0.468766713	0.640562168	0.282555833	0.914935503	0.965358418	0.964225465	0.420067659	0.837520014
D18259	RNA methylase	0.128259984	0.686189212	0.685722025	0.680848492	0.548744816	0.08116962	0.956299386	0.249427774	0.225463277	0.425136661	0.741396179	0.899427725	0.57092525	0.784085729
D19060	Sodium/calcium exchanger protein	0.109572516	0.776833517	0.870251143	0.536741103	0.631100152	0.0753813	0.677822802	0.152901794	0.145643852	0.413856063	0.789559141	0.374551391	0.702575797	0.926715055
D1139	Alpha amylase	0.26069088	0.929995684	0.312290289	0.163411684	0.743846101	0.051379267	0.635255398	0.366908152	0.480610343	0.699339413	0.661991194	0.693705366	0.492963965	0.762976105
D1156	Alpha beta hydrolase fold	0.02529411	0.596143643	0.37962417	0.54407436	0.686894292	0.051561116	0.752758905	0.557590714	0.389107835	0.826085092	0.25935603	0.758523255	0.860757906	0.568935159
D10202	Hydrolase	0.096453109	0.629245486	0.545582204	0.526922185	0.893815854	0.112335197	0.753464818	0.344335197	0.348028512	0.550867875	0.451257687	0.764954637	0.830914516	0.615356707
D6552	DDE superfamily endonuclease	0.243982102	0.724959585	0.241732872	0.280196266	0.458663627	0.717848874	0.530204733	0.200410774	0.658813239	0.637334907	0.661592083	0.364265773	0.711821499	0.390192175
D5672	COG3335 Transposase and inactivated derivatives	0.623590987	0.783704552	0.591098388	0.257071121	0.525576898	0.900178507	0.960075415	0.314582698	0.745808436	0.895162217	0.939422443	0.778212407	0.39839504	0.376659967
D9568	GTP binding	0.233120391	0.50520103	0.815891795	0.240224437	0.65081389	0.996525928	0.852305189	0.220123189	0.72440415	0.789680394	0.911127518	0.76461057	0.473703641	0.210736857
D10108	"Homoserine dehydrogenase, NAD binding domain"	0.537460781	0.227805914	0.539140149	0.993262923	0.703453007	0.648304368	0.893798657	0.994560606	0.943039711	0.808771246	0.551597121	0.759417463	0.912075593	0.159466642
D19594	"system, fructose subfamily IIA component"	0.375633155	0.469389521	0.840232775	0.422725394	0.493056161	0.945400043	0.22156069	0.637362362	0.835350204	0.871464761	0.423965698	0.729653343	0.972011677	0.704608296
D2128	Baseplate J-like protein	0.161424071	0.285639274	0.362520897	0.526972939	0.400516296	0.144448083	0.667025305	0.810192213	0.663985222	0.68343732	0.83145544	0.619631345	0.662293972	0.974795741
D5713	COG3654 Prophage maintenance system killer protein	0.423811143	0.540224711	0.477878545	0.396098454	0.723734237	0.055305716	0.759651337	0.959785485	0.775156383	0.679968803	0.766427681	0.694743674	0.760522161	0.574136205
D18749	Short-chain dehydrogenase reductase SDR	0.405126733	0.56018273	0.52592263	0.776908756	0.541008688	0.134331027	0.856965696	0.770726791	0.521953911	0.938287217	0.815368248	0.729002389	0.732790275	0.814322635
D15601	Phosphoglycolate phosphatase	0.212215563	0.28302378	0.627262792	0.52429784	0.330108722	0.336119082	0.533616236	0.179711974	0.805330403	0.780883371	0.458616435	0.498263957	0.57841271	0.793912487
D336	"5'-3' exonuclease, N-terminal resolvase-like domain"	0.225174554	0.454535603	0.692663161	0.54495097	0.423784741	0.136106388	0.657273339	0.263119763	0.801900724	0.94316037	0.860403055	0.782295914	0.693736258	0.863498116
D1258	Amidohydrolase	0.195403909	0.817152265	0.919088446	0.364927737	0.418158624	0.273499705	0.998222687	0.136060664	0.962472197	0.52949059	0.76586258	0.934885446	0.94221523	0.752166878
D10077	HNH endonuclease	0.241476709	0.593404728	0.935414816	0.526899008	0.626955101	0.479226641	0.806869329	0.166485078	0.81164532	0.912903204	0.825940166	0.855883779	0.677949474	0.712277125
D5438	COG1414 Transcriptional regulator	0.031956633	0.729140585	0.417498346	0.096611577	0.500214347	0.153872638	0.418488824	0.88707247	0.889400748	0.987305911	0.66643172	0.428290295	0.532838767	0.796135897
D21029	"transcription factor, homolog of eukaryotic MBF1"	0.106870052	0.902466352	0.480752869	0.086720334	0.479771051	0.106116718	0.776264883	0.558643141	0.966360065	0.944358938	0.464518939	0.532748296	0.515434712	0.937483369
D5208	COG0624 Acetylornithine deacetylase Succinyl-diaminopimelate desuccinylase and related deacylases	0.095011952	0.785498499	0.504683533	0.19266565	0.493657252	0.033660999	0.404495273	0.691401066	0.500777417	0.75627405	0.578509209	0.759686686	0.606066962	0.601502689
D551	ABC-type dipeptide transport system periplasmic component	0.082975581	0.636291048	0.332539644	0.187191066	0.558248812	0.224902142	0.450344648	0.565491341	0.410095891	0.924170641	0.612726732	0.707793746	0.354875647	0.889610755
D13581	Peptidyl-prolyl cis-trans	0.078599199	0.552193396	0.417662441	0.255187212	0.726880882	0.116571577	0.537829318	0.451331171	0.507786563	0.881304717	0.601189303	0.761444599	0.648214163	0.970413687
D17677	"regulation of transcription, DNA-dependent"	0.294026434	0.758579002	0.332782148	0.09222251	0.345714343	0.195816479	0.285147418	0.250888843	0.633619889	0.928091867	0.453412363	0.899738142	0.260527399	0.710600444
D1276	amino acid ABC transporter	0.077040141	0.679611544	0.181748164	0.108747971	0.408807444	0.197881389	0.33730138	0.771414006	0.393911946	0.681811943	0.891888891	0.920536339	0.313834219	0.682871701
D20004	"TIGRFAM acetolactate synthase, large subunit, biosynthetic type"	0.084729522	0.56070932	0.107362213	0.111335222	0.323385781	0.101204274	0.625630527	0.679764972	0.636012408	0.974202364	0.518241307	0.911181082	0.182511455	0.953147034
D19100	Specifically dimethylates two adjacent adenosines in the loop of a conserved hairpin near the 3'-end of 16S rRNA in the 30S particle. May play a critical role in biogenesis of 30S subunits	0.208484968	0.858638788	0.277550021	0.065871598	0.741095884	0.084661859	0.377379868	0.845980621	0.622115962	0.580397827	0.826328679	0.846099484	0.231652138	0.721832388
D20184	"TIGRFAM hydrolase, TatD family"	0.291264033	0.657535015	0.419645191	0.127652192	0.990434145	0.069960696	0.391349969	0.865879457	0.867409929	0.801451501	0.915596153	0.713709224	0.34959852	0.651248372
D704	"Acetolactate synthase, large subunit"	0.219020777	0.607298476	0.30591113	0.246242732	0.735696043	0.042516395	0.326012017	0.85469146	0.56527016	0.744452995	0.338031908	0.98688328	0.695155002	0.937122089
D13960	"PFAM Cupin 2, conserved barrel domain protein"	0.176756265	0.75818267	0.597103988	0.407266286	0.89676547	0.201641222	0.301371608	0.642242648	0.720592651	0.498136186	0.476961426	0.947320684	0.59041826	0.782079034
D5109	COG0402 Cytosine deaminase and related metal-dependent hydrolases	0.011463255	0.603673261	0.436356987	0.419597031	0.323757271	0.131768918	0.798963563	0.51500315	0.33786094	0.502070993	0.53509094	0.764243898	0.622473372	0.827566493
D15257	Pfam:UPF0118	0.042330125	0.496436344	0.446717747	0.414356523	0.184125012	0.194534722	0.824822041	0.347794147	0.330151678	0.501032417	0.480736438	0.994340758	0.448030764	0.647213944
D5730	"COG3842 ABC-type spermidine putrescine transport systems, ATPase components"	0.175280557	0.769269537	0.774291356	0.623172052	0.669614987	0.33718106	0.759651337	0.56565073	0.365466465	0.645322899	0.996507929	0.924397609	0.780951281	0.592461521
D5568	COG2148 Sugar transferases involved in lipopolysaccharide synthesis	0.08239407	0.395145246	0.265997844	0.351038394	0.660730038	0.261798681	0.519691487	0.864415608	0.518019538	0.694814346	0.664144334	0.828672357	0.843348306	0.686490791
D14846	"PFAM Signal transduction histidine kinase, osmosensitive K channel sensor, N-terminal"	0.058308102	0.407253655	0.416186918	0.405755504	0.487644599	0.125409617	0.556271557	0.891303384	0.577771777	0.673276851	0.978523793	0.858189702	0.593072004	0.554617726
D10149	HTH-type transcriptional regulatory protein	0.269482351	0.525820532	0.367625651	0.146143695	0.25536812	0.348110865	0.535026936	0.913018347	0.964217426	0.850844046	0.834380399	0.883541772	0.284657386	0.267105651
D14177	PFAM Glycerophosphoryl diester phosphodiesterase	0.096305231	0.205211748	0.298347947	0.182210892	0.610374294	0.274573507	0.384209547	0.995425324	0.845675893	0.996704855	0.867617487	0.621389023	0.443114016	0.595778763
D5195	"COG0601 ABC-type dipeptide oligopeptide nickel transport systems, permease components"	0.050155642	0.193570968	0.126609485	0.146334483	0.268304733	0.392818643	0.381139414	0.812009712	0.739744774	0.897783183	0.735179866	0.97302793	0.292870573	0.747970915
D17374	Putative peptidoglycan binding domain	0.095696033	0.245069913	0.153625428	0.153525231	0.336118782	0.245079462	0.589405972	0.747083381	0.525427882	0.917363628	0.857650738	0.735050051	0.291729347	0.85038094
D6727	Diguanylate cyclase	0.031459634	0.315807186	0.336540769	0.140817591	0.339442958	0.131787678	0.102250754	0.745767939	0.307020175	0.945999712	0.592958923	0.610352826	0.393661616	0.928630586
D5435	COG1403 Restriction endonuclease	0.071823742	0.549279069	0.473320429	0.275091354	0.432753301	0.146460639	0.140354761	0.817442865	0.852932557	0.756609	0.693165035	0.566617286	0.279063843	0.548536872
D10651	Involved in the catabolism of quinolinic acid (QA)	0.045634212	0.378478382	0.234477089	0.210471314	0.584728599	0.07773305	0.102250754	0.970162309	0.94517407	0.647155946	0.525057328	0.630915278	0.327553224	0.603462482
D5651	"COG3090 TRAP-type C4-dicarboxylate transport system, small permease component"	0.108721408	0.801135351	0.397558122	0.098388491	0.989862108	0.181563301	0.522484176	0.445771316	0.936210679	0.6610637	0.450558973	0.557838745	0.26609421	0.282064113
D21304	"transport systems, ATPase components"	0.014309364	0.570692868	0.697081713	0.196079828	0.708834278	0.187942789	0.414372474	0.419775412	0.58155333	0.288874936	0.910681132	0.788828955	0.460670239	0.269639822
D18815	signal transduction histidine kinase	0.407327656	0.908098026	0.665297825	0.040420114	0.746866855	0.058149109	0.614577303	0.223361017	0.885937127	0.837025018	0.712559482	0.130666004	0.753207946	0.228154629
D20181	TIGRFAM hydrogenase expression formation protein HypD	0.859395109	0.729560903	0.898173826	0.569959148	0.661592326	0.105916745	0.893798657	0.738796776	0.873563023	0.588045784	0.781992662	0.210581263	0.53009272	0.653790677
