PG.MolecularWeight	PG.ProteinGroups	PG.Genes	PG.ProteinDescriptions	p_value	log2FC	Early_mean	Advance_mean	T2	T5	T6	T7	T8	T10	T11	T12	T14	T16	T21	T22	T26	T27	T28	T29	T32	T34	T35	T43	T47	T51	T55	T58	T60	T63	T64	T65	T69	T72	T73	T74	T75	T3	T4	T9	T13	T15	T23	T30	T33	T36	T37	T38	T39	T42	T44	T45	T46	T48	T50	T52	T53	T57	T59	T62	T66	T67	T68	T70	T71	T76
21229.16	P01111	NRAS	GTPase NRas	0.025895046	2.904731571	18.04780045	20.95253202	22.49434059	20.43570955	20.88800118	20.00899412	19.6675014	0.59442469	17.62856913	22.0053751	20.83316352	20.87404639	21.21333595	21.13162668	21.60591701	21.67625637	22.06856887	20.1480672	13.53274294	21.07770582	21.27250321	22.37266543	19.2026398	19.51536995	20.63965844	20.57973716	0.593413599	0.589634123	18.6451509	20.81526064	0.577000255	22.14485503	20.44760263	19.88642055	20.41115653	20.06709572	19.89603698	20.32597638	21.71414058	20.26819616	23.41867387	22.8950402	20.27150235	20.9433117	20.40033446	19.83259994	20.65258428	19.97161591	21.00427294	21.66819541	21.89561355	21.91495031	20.37685986	22.32739489	19.95627068	20.36346079	20.48625712	21.50356774	20.65510168	19.57112362	21.23450084	20.93059478	21.86634811	21.21180766
12381.64	P01709	IGLV2-8	Immunoglobulin lambda variable 2-8	0.039485898	-5.173129929	10.03889725	4.86576732	0.581497272	0.590031533	0.580691857	0.591380578	0.577964856	0.578761455	0.588938438	19.96134017	21.63976971	21.51598455	21.01605673	21.8606979	20.24143901	0.585751368	20.2412797	21.49242314	0.587854169	20.15724777	0.579583438	0.594393998	0.575711719	0.580755205	22.08961325	22.10149036	0.576472001	0.587655349	0.589131657	21.99556817	0.5926518	21.52694643	22.12420921	0.591957623	22.7883588	21.76759508	0.587582662	20.83875431	22.58140634	0.589721328	0.591491164	20.26235325	0.589474622	0.576464565	0.576998117	0.581659313	0.580028013	0.579722604	0.58810826	0.586129203	0.57533432	0.582821057	20.05333398	0.592744448	0.583867475	0.582009309	0.589051973	0.592227401	0.57560038	0.580097775	22.1713584	0.580824303	0.576538903	0.593953729
36591.34	P01877	IGHA2	Immunoglobulin heavy constant alpha 2	0.040434583	-3.415202026	20.86282719	17.44762516	22.87866277	22.58780532	22.35402805	12.32593303	13.84385551	22.44270803	20.71079908	24.25412259	20.16842606	22.28639165	22.50264961	23.65928213	22.80007884	23.30730283	23.53442175	18.47731187	26.92803805	23.2197099	20.82379171	0.592203844	21.41567847	23.27836665	14.25895558	21.36764177	25.35093112	26.67278379	17.95224962	19.29484802	24.20673635	23.81566854	23.14606815	17.74563135	20.27021518	22.14061012	21.19438986	19.04313445	23.58294545	11.45025389	0.583078859	19.65078641	17.65498635	21.83985502	16.9437354	18.09232954	15.7068307	15.45690846	25.39186034	23.27493887	24.42957218	26.20376561	21.86631707	0.591035403	22.66628231	21.97884851	0.58894859	13.53135802	17.85051612	21.344399	19.21656929	25.99577666	0.591505232	17.119592
51511.65	P02679	FGG	Fibrinogen gamma chain	0.01230898	-1.011808191	23.53042	22.51861181	23.22750299	21.73873407	22.02698045	23.97070064	21.76851459	23.64644719	22.63342576	22.30824042	24.79108084	25.48687064	22.31011695	23.60733957	22.41235948	22.84172221	23.58680452	24.10304852	22.53940118	22.23098234	21.72250082	23.0867911	21.80161463	27.21844381	21.75804506	26.94045951	28.18092274	23.08337382	21.66247237	20.75446215	26.325903	23.53640517	23.43044387	25.69420752	26.07754222	20.94710271	22.5548133	22.65387611	24.93537132	22.2128312	22.07057647	21.44808819	22.34876043	23.40186516	21.01397687	21.44820215	21.8348887	22.38193499	21.94916503	24.2287492	22.88746997	21.73867327	24.55382478	21.93268028	22.27198585	22.80933215	23.24598958	22.36300272	21.02529403	23.67976786	21.28507141	23.9482683	23.80504654	22.06313402
35660.55	P03886	MT-ND1	NADH-ubiquinone oxidoreductase chain 1	0.030239295	4.863203386	7.092088928	11.95529231	0.582120146	0.587126008	20.11024099	17.82333186	16.78321508	0.594421807	0.589595825	0.591636961	0.583702538	0.585725032	18.72563503	20.46216799	18.11461705	0.585674599	17.83533485	17.90456324	0.592046386	0.590094451	0.590157822	19.27906571	0.586375998	18.45153688	0.580366745	0.587555532	0.576865805	0.593376998	0.590873788	18.24508827	0.586672233	0.587153761	17.98195298	0.582459331	0.578182923	17.56595959	0.584986618	17.65535318	0.589036684	17.3020939	0.584702861	18.58710954	0.588514476	0.587614921	17.13461354	16.4571311	16.6220069	18.18580174	20.16527782	19.013921	19.55580366	0.585837777	18.20245612	0.591680536	17.11888532	18.16439538	0.579923755	19.00729936	17.46889011	17.0176393	17.63726277	17.98014202	0.579425627	0.589711481
14326.08	P03973	SLPI	Antileukoproteinase	0.016017378	5.713268428	5.56818362	11.28145205	0.582069518	0.579173945	19.32278638	19.79629454	17.89755302	0.578759337	0.586387244	0.579508904	0.584537166	0.575925511	0.587967011	20.07286516	19.4677242	0.591831369	0.593987845	19.17533025	0.587218803	0.578561844	0.594115148	0.586207566	0.578881419	19.9821407	18.28124537	0.593524935	0.585003877	0.583319155	0.577005859	0.586175192	0.583955879	0.589827567	0.592731556	0.581978014	15.71546519	0.575452774	0.576924085	18.7054975	22.31119078	19.9655666	21.49359407	18.864508	19.70365808	0.587157028	0.580843411	18.89486651	19.67504939	0.584444294	20.14775443	0.57815873	19.64421629	22.85545688	19.97409148	19.50899716	0.58580152	0.580228249	19.87866539	0.589842096	18.89175497	0.578649272	0.587722132	0.585820131	19.07667829	0.579519872
54305.59	P04004	VTN	Vitronectin	0.009521867	-1.017531446	21.89051894	20.87298749	21.143781	19.72070153	20.22389329	20.32455868	21.19294939	22.67441093	21.34107302	22.67106557	21.79146042	25.38498662	20.97438868	22.01266341	20.83917043	21.884411	21.72772741	21.6960159	20.76129191	20.98229105	20.940139	23.38213519	21.68396383	24.46745076	20.6142622	25.8833686	24.49460043	21.04976664	19.60062845	19.28388671	22.11508605	21.68932418	20.25908363	23.42104124	26.15554787	21.13963113	20.50281603	20.92419426	21.94948291	20.43210372	23.20265609	20.12216494	19.84686583	21.52320383	19.89580241	20.07408624	21.37527507	21.25709401	21.39647949	20.81023457	21.40918606	22.48201752	21.81538525	22.67474927	19.14087688	19.67334423	19.51824602	19.92673394	18.57893144	20.99553643	19.59702285	21.48919579	22.06807809	21.49524302
78447.83	P05129	PRKCG	Protein kinase C gamma type	0.027416873	2.356171272	0.58429205	2.940463322	0.576280855	0.592028117	0.593228932	0.583544042	0.584169485	0.58271305	0.580933814	0.589990847	0.58404189	0.57912904	0.583992682	0.583316639	0.576969592	0.587669261	0.586301227	0.576114221	0.586733348	0.581019903	0.590812329	0.576228123	0.584301452	0.581766513	0.578437401	0.58208363	0.58352036	0.591996441	0.588727643	0.593490996	0.591431875	0.57679119	0.584395056	0.578523197	0.590954493	0.594214356	0.589106614	0.590456609	0.592855926	0.581307608	0.592722518	17.38475859	0.577298345	0.592278556	17.64196705	0.593472098	0.584442208	0.57886828	0.58837278	0.579208978	0.583882895	0.593546105	0.586111358	0.581296072	18.55973289	0.592225439	0.57800169	0.578551678	0.583820462	0.586016564	17.03557673	0.585437702	0.576119447	0.591786798
60329.37	P07204	THBD	Thrombomodulin	0.048140193	4.15205228	7.703535242	11.85558752	0.576334754	18.81798985	0.58862791	14.83248135	14.23906238	0.577327246	0.591268729	20.42513214	1.463645163	1.894324126	19.2473236	1.342080163	22.77218447	17.89329014	0.592249656	1	0.594428592	19.16165689	13.35441405	16.60961252	14.70570842	15.46089529	1	0.592095377	0.580106733	0.585375415	0.584472051	15.3338794	0.593600861	1.713459307	1.356398908	0.576502455	14.56073503	12.43768795	18.52096055	20.00799512	21.09650236	13.63597933	0.584397632	1	13.34376599	13.58819971	17.82818143	15.8849939	14.92377857	15.72407997	16.42221828	12.5364098	1.56963864	0.579983418	21.38090623	20.05964532	1.277600774	1.194226548	20.33039324	19.0085854	14.32367191	17.84373717	16.95353646	0.589586786	0.576312002	0.589063667
57883.37	P07510	CHRNG	Acetylcholine receptor subunit gamma	0.044812315	3.040579957	11.4588097	14.49938966	15.50358848	17.43830214	16.99683359	16.54054407	1	0.58643824	18.15004489	15.23081953	1.464822041	0.582839619	16.37425189	17.25642208	16.85919276	1.537393256	16.97501238	15.23277691	11.54333974	16.60306293	15.4965554	17.07699691	13.82668473	1.535071483	15.45196416	16.29365013	15.94263558	16.95193075	1.354404361	17.64935903	0.583605469	16.1574464	11.59467541	0.58613789	1.763917952	15.55185022	13.80840314	15.85106254	14.86796247	11.56350993	17.69829305	17.14470569	14.15569067	12.70684514	16.61027839	15.1876372	16.23345818	17.62962499	16.17295803	16.21097583	18.19797974	16.3744192	1.3040926	17.00124926	13.71359911	14.72734019	13.89294593	1.898229008	15.79036898	13.66185321	17.49239184	17.23730173	13.11766482	14.67960906
28887.72	P08217	CELA2A	Chymotrypsin-like elastase family member 2A	0.012779478	-6.340658164	16.41759311	10.07693495	0.582826504	0.585847642	21.35398876	0.58686186	0.578791468	25.31392778	23.05197775	21.22066498	22.32646405	23.93375638	17.50570557	0.585687347	21.58651914	0.579527945	20.7210007	0.592674628	23.39763312	20.98413227	19.70457935	19.99273931	18.17425064	0.589900828	16.66310462	18.59523574	20.79135538	24.30714778	19.57939018	21.04085206	25.4913625	21.13617712	19.08666462	26.62443785	24.51538686	0.593541564	0.586441651	0.585939157	21.55262337	20.42459842	20.47269195	0.584695596	0.585933908	20.04291327	0.580500749	0.591565038	15.22367769	19.54178257	21.20957741	19.38147668	0.580218534	22.17277267	22.81029607	19.1780855	0.588864928	0.575932872	0.578761057	19.34539658	20.51596061	0.59173158	0.57705222	21.58468352	0.591731464	0.581666878
47442.27	P08476	INHBA	Inhibin beta A chain	0.012745195	5.832169978	4.693879542	10.52604952	0.59212912	0.581570264	0.583392335	18.49294457	0.591611034	0.578772227	0.580475497	0.581237006	0.578481106	0.590224977	0.581255896	0.585444911	0.57939815	0.592431931	0.578761104	0.582545801	0.582887511	0.579987631	0.579448752	0.593969132	19.4527642	21.82326451	0.576677793	20.17757192	21.9635194	0.589973367	0.594009554	0.587217382	0.583242179	0.591666363	19.41993755	0.584081348	18.36713036	19.75143986	18.42289835	18.49504999	20.56469377	0.589389138	0.583311527	22.00168565	19.07049114	0.590434037	0.580352461	19.30953672	19.43170278	19.94158659	0.580164597	18.9869495	18.63802221	0.577747854	20.66357461	0.586055938	18.8151454	0.590415372	21.84867738	21.14373664	0.575996646	0.575765112	0.592616568	0.581077759	0.590925401	0.575993093
12353.19	P08493	MGP	Matrix Gla protein	0.042942316	4.596862429	4.559420663	9.156283093	0.590388231	18.61011987	0.58557221	0.577402144	0.587935984	0.581343379	0.575998086	0.585927475	0.586560169	19.9747357	0.591008379	19.16644492	0.578817612	0.581846037	0.578415866	19.45002251	0.584069906	0.581323939	19.90101602	0.580840152	18.68282328	19.501547	0.583877441	0.584487479	0.58231666	0.593101105	0.579997859	0.575929885	0.583132504	0.59404456	0.586663766	0.583588577	0.57958319	0.577746412	19.548682	19.46307717	21.1652861	19.79279188	0.585694779	19.12979538	0.588761889	19.75858993	0.576046141	0.592357019	20.32216225	19.52612572	22.37213972	0.584112029	0.587679357	0.59333895	0.58488416	0.594458214	18.77527671	19.32620138	0.583640144	0.57792183	0.579637411	18.61974826	18.36740795	0.580988619	0.590869405	0.586788896
25486.33	P08579	SNRPB2	U2 small nuclear ribonucleoprotein B''	0.019252967	2.874390232	17.20413454	20.07852478	18.58519042	19.63819294	19.97320197	18.91916385	19.55505891	0.588652286	0.577100694	20.00508104	19.0308195	18.58479383	20.06396017	20.38489057	20.51335931	18.20152346	20.44716409	18.86739375	0.575523298	20.53501024	19.69216063	20.44070052	20.31531709	19.00499244	19.93359503	19.2748877	16.51324978	20.07763265	20.60018731	21.40617009	0.590047117	19.88086574	19.35680106	15.77534062	19.82841186	20.4645116	20.60841095	19.47869816	19.81667764	22.03905374	19.89587256	20.13817648	20.47206037	17.10643882	19.02392233	20.85589995	19.50902326	20.88169689	20.30767416	20.3063549	20.49406159	18.58349394	18.93115689	19.63135016	20.23015548	20.78633225	20.1393821	20.89411898	20.73074335	20.08878872	20.38591729	20.1177753	18.85073624	21.5087344
16155.69	P09132	SRP19	Signal recognition particle 19 kDa protein	0.040523424	2.53427219	16.07175241	18.6060246	19.04160568	18.6534691	18.36086235	18.030215	18.69465906	0.582096756	19.8137943	19.18298364	16.93787467	0.592099942	18.92038366	18.51192489	18.88636371	20.19081363	18.53666887	18.40056496	19.34928568	19.22131659	19.02646502	19.29731849	19.09393524	17.02624887	18.22787487	0.586476648	18.37707096	19.52622388	18.53353459	18.62702895	19.59062006	18.44115966	18.19058127	2.18214411	1.734164547	18.39800005	18.10487769	17.87228269	18.11999165	18.088883	19.10278981	16.96136508	17.35742542	18.79479739	18.8010223	18.81262936	19.1601501	18.52176839	20.46359185	20.21604391	19.12122616	19.77086872	18.72636838	19.36146086	17.16450034	18.61507426	19.20979246	19.36352763	18.13054071	18.4006017	17.60409416	20.03287726	16.36808144	18.93008074
54151.24	P09238	MMP10	Stromelysin-2	0.047886225	-3.535986937	17.08193307	13.54594613	16.77939074	18.40086797	20.69167175	19.54823773	17.22397325	0.586786017	19.37360398	19.58603699	18.43386429	18.60083678	15.3378655	18.48721431	19.80265303	18.83920677	20.82835288	18.17227596	20.02482922	18.1435358	18.85461903	18.13457939	20.74407285	19.53556028	18.0756151	18.06654467	17.65511468	21.27544807	17.24461702	18.93408019	0.592967123	19.98843177	18.78945972	0.583963645	16.36751473	17.85031391	18.11523452	19.47655871	1.494662802	17.82538293	0.581012896	20.04702087	15.69849209	0.583121305	13.30028482	17.47272071	19.31142904	20.00926328	0.580553931	19.340103	19.36806758	0.585615261	19.22116729	0.588924577	16.50049606	0.576467492	16.68370431	18.99205198	19.57701604	19.34898581	18.87449682	21.15792727	0.593114587	19.0782479
34632.16	P09486	SPARC	SPARC	0.047432122	-2.147055825	19.29506111	17.14800529	20.45706557	18.56533129	19.90390547	20.33463392	20.45954206	21.29214902	21.5379248	18.58128001	19.6825356	20.24200845	18.52292389	18.62454281	16.75789516	17.65703381	19.62104084	20.39366553	19.49337369	17.6901535	16.16571086	15.34314653	19.58290894	20.44185948	19.36548785	18.56492968	19.25268405	21.4251566	17.56795306	17.51244053	20.30886685	21.16233631	21.06069164	19.82982172	19.3360171	17.44324647	19.95667783	19.91064182	20.95681118	20.00714741	0.590785014	18.74303847	18.77117348	18.32261559	18.64463813	19.86804887	19.99858811	19.49146254	0.576552276	18.97446396	20.9748009	0.590375574	17.73096324	15.66986591	18.82477291	20.71810879	19.74902258	19.56801872	18.57510491	20.92110463	16.97896256	17.37010043	16.9351887	20.42987229
73306.24	P0C7T5	ATXN1L	Ataxin-1-like	0.024559681	4.481219286	12.2191392	16.70035848	0.580411832	17.19067048	0.575954567	17.65281325	19.46755294	0.580778538	0.58375476	16.7840381	0.577417577	17.61334693	20.72093131	19.80616884	19.24245948	20.17343849	19.02089892	19.39853013	0.586165862	18.56945884	19.05358422	15.65748528	19.73285783	0.593983091	19.31671863	20.598272	19.75209415	0.589154994	19.23561358	18.7701752	0.581222553	0.586898465	18.46264979	0.585146581	0.590946339	18.99372768	15.99908992	19.28887058	21.41246557	19.11291335	19.40200873	19.68717275	16.41651266	16.62719075	18.73918738	17.63148472	17.8974991	18.98457335	19.18933535	19.71930839	17.41069926	0.576662366	0.579289111	17.73381577	18.86686773	16.88717784	20.12478741	19.62188475	19.03423174	19.37613148	18.70883814	18.83156636	0.585892933	16.87121087
35015.1	P10646	TFPI	Tissue factor pathway inhibitor	0.022920468	4.07407042	3.685799742	7.759870163	0.576871033	0.576369863	0.581519936	0.589550977	14.56280477	0.585623908	0.593975901	0.57589751	0.586475395	0.583652818	0.578319363	15.57962439	0.59382352	0.580831417	0.576908916	16.35428759	0.579180607	13.81413474	14.23345233	0.586800481	14.09783539	17.82376586	0.586957233	0.575667313	0.576731399	0.581541372	0.579962592	0.591119918	0.593530213	0.580756566	0.589784232	0.581130004	0.582503939	15.28966377	16.16513288	14.12281931	0.592468001	19.5840842	0.582652897	13.66068003	15.6428247	16.53729437	14.0808281	15.41761305	16.11070425	14.43266614	0.582304695	0.588318321	0.58467794	0.587389706	0.580733264	0.585683465	14.3957756	15.10684437	0.593307034	0.580138963	0.587130678	15.69273872	0.59270124	0.589562164	0.58162255	0.587874323
109864.56	P10721	KIT	Mast/stem cell growth factor receptor Kit	0.043148342	4.687719231	6.952150258	11.63986949	19.59671503	0.582922271	0.583921807	0.579825656	0.591354703	0.591357475	0.591585001	19.28073269	0.583616759	0.582376676	18.33922778	16.2571002	19.21923884	0.575689373	18.04938228	21.9238656	0.587500395	15.46343794	0.582171663	20.92693921	0.587652792	0.593717575	12.20082918	0.580060477	0.580168714	0.594351869	0.585534649	14.36248311	0.587277022	21.50354214	0.590334489	0.585148016	0.58089714	0.582311155	16.12064858	14.93808392	23.77193814	0.594536532	17.89245304	21.46214564	21.26188846	14.6239104	21.18913051	13.01704167	22.18827326	20.01193033	17.3899885	17.67451675	16.19017885	0.57941174	0.578862269	18.69992537	0.594345886	22.08461897	0.583262177	0.57648731	15.21343326	0.5836498	0.593341163	0.59276597	0.584324722	17.38281081
78458.23	P14780	MMP9	Matrix metalloproteinase-9	0.01534664	-1.067811285	21.28646279	20.2186515	19.93283371	21.69138178	21.25468366	22.1211384	19.31594046	23.36647644	23.21118264	19.90229681	21.9347239	22.10951203	22.6523683	18.56730985	20.81756992	19.60143564	19.68792153	21.89426037	19.83289059	18.81808838	19.43920707	19.3064065	17.79351371	24.14770917	19.52400623	20.2356501	21.83606269	21.84508082	21.27860174	22.15713534	24.59803767	21.24176296	20.89743484	24.96040391	26.4802449	21.57958894	21.09450622	19.40509016	21.34953299	20.05488812	18.4479098	19.7873837	20.85548929	19.57013191	18.34896218	20.59999409	19.21213507	19.92181497	17.40509276	21.82461405	18.73794058	21.44320637	21.94464692	18.33546096	20.7466853	21.50642139	21.11785676	21.83548694	20.90634015	20.60428095	21.15090424	20.01208656	19.87395142	18.66849085
42064.42	P15104	GLUL	Glutamine synthetase	0.013101672	3.823716184	16.89537697	20.71909315	22.68421891	22.00044107	0.589774994	19.94661969	20.64799357	0.5776502	19.61441105	21.90661063	19.6991954	19.56033902	21.17822869	21.70061952	20.33545564	0.593590498	22.33044986	18.48125499	0.594226671	19.33549176	20.93897579	22.0616418	19.42992783	21.019625	22.68956285	23.72864071	21.07960343	0.582007887	20.67131246	16.22259431	0.591582439	19.86248356	19.61295171	18.19805815	19.0818998	19.19558217	18.57216844	20.42149897	19.11773107	20.18376469	21.88352715	19.90887277	20.5187265	18.95003975	20.66576973	20.85229414	21.01272376	22.49566524	21.47292419	21.18221596	23.08974771	20.14743537	20.22933005	20.42562954	22.26706112	21.9230886	21.50834645	22.82935402	22.46124099	19.57114874	18.43388466	19.6823262	19.06422815	22.78737523
122669.58	P16234	PDGFRA	Platelet-derived growth factor receptor alpha	0.028593272	4.561372968	6.844424651	11.40579762	0.592496329	17.07200418	0.577969205	16.33939348	17.909988	0.581953309	0.592715818	0.584039236	0.58371409	0.581774734	17.51004627	0.577397504	17.30626255	14.23092461	0.592052911	16.96262546	0.583962803	16.87802518	0.583408647	15.60734544	0.578174171	0.589992024	16.59068607	0.584648317	0.587549556	0.58875199	0.57718283	14.68146995	0.594020771	0.589143075	15.01249786	0.579416475	18.06438063	0.588701068	17.26099144	16.51817541	0.586426734	16.85955697	0.594299528	18.16765779	17.45779479	18.30015283	13.13092965	16.22580023	16.55745295	17.9363875	0.589202717	19.16306227	16.71225221	0.584473633	0.59252184	0.588118222	16.01867578	19.62949381	17.7198686	15.76713263	17.19435589	0.576681185	17.93326256	0.59436957	0.587217514	16.33311562
59024.29	P16298	PPP3CB	Serine/threonine-protein phosphatase 2B catalytic subunit beta isoform	0.049421305	2.449323468	15.71736367	18.16668713	19.05306297	17.51866216	18.05440427	18.46613261	17.78304249	0.582230118	0.583245191	19.05676206	19.29538612	18.67812341	18.55832098	19.32333698	18.38918046	18.64489047	18.87999477	18.59774785	0.586162489	18.66882852	17.12526794	18.85399974	18.14790174	18.33783583	17.61373113	17.44469	18.53160134	0.579575642	18.54956472	19.07304272	0.582417453	18.17135488	17.92266887	17.53623915	19.48359587	17.48555554	18.02383386	18.21984193	20.27964345	19.46203477	18.94387192	18.97750249	18.25827258	18.42845014	17.71192791	17.82853689	17.99664347	18.28040081	16.95222775	17.10027077	18.36048772	18.21751521	17.44877484	19.34318029	16.86318951	17.37420678	16.82878721	17.90352903	18.42002021	17.55297614	18.51154106	17.69202224	19.96025591	18.40842641
35879.28	P17275	JUNB	Transcription factor jun-B	0.007819572	5.041622248	13.44022974	18.48185199	21.6546073	18.81243528	0.57795056	19.83430062	17.43632865	0.593369158	0.590894894	19.13503944	17.88737924	0.585427847	17.62046249	18.17864798	17.76911719	19.97415775	18.63511794	19.3114993	0.587022262	19.82143398	19.88500368	20.03983792	19.36736516	19.06419098	19.36499838	17.83372282	0.594034188	0.59113347	18.53903359	18.08830495	0.590642916	20.35058759	19.05377876	0.582611542	0.577143769	19.47951237	20.90156914	20.64640632	21.80428969	20.3576261	21.62904495	19.99955725	19.07992743	19.72293216	18.95758662	19.47799549	20.51783252	20.50430741	0.58458682	19.51689783	18.35350573	0.58750772	18.6949215	18.46877218	20.80529851	18.93125159	20.57855858	21.05405477	18.12327602	18.78342213	19.45437272	20.30400937	19.33943413	19.31525075
43008.38	P17302	GJA1	Gap junction alpha-1 protein	0.000305115	7.665295099	3.858575109	11.52387021	0.585289045	19.18027645	0.577186145	19.10422297	0.584100796	0.578773246	0.58840811	0.591574906	0.585357266	0.584204307	19.12290081	0.586608302	19.31462597	0.583709306	0.586925724	18.57798448	0.591746982	0.582928179	0.578120552	0.5846239	0.589196199	1.517951125	1	0.592224743	0.593230103	0.575331658	0.583652726	0.580918812	0.58131605	0.587182021	0.575696191	0.578182464	14.90852905	19.19486429	18.34230544	19.21481905	0.578260593	17.40185371	20.01171932	0.589611285	16.91278082	0.594026898	18.76574692	17.78454679	0.579636101	17.18731477	0.582584419	19.04960197	0.576720203	0.578433745	0.583727042	19.04799089	19.20718372	17.72434533	0.584367501	0.594153143	17.19339391	16.48440179	18.81000848	19.35693012	0.582170127	16.07873767
25432.33	P17509	HOXB6	Homeobox protein Hox-B6	0.005955594	3.235258885	0.598802435	3.83406132	0.588551132	0.594213855	0.586062313	0.58107282	0.592729412	0.58076959	0.578857258	0.579391093	0.592530585	0.576836345	0.583385688	0.588957735	0.579603822	0.590264695	0.588327666	0.576078062	0.586317596	0.583188493	1.064372327	0.590109345	0.577974667	0.579903425	0.575826501	0.577164548	0.582046763	0.586552917	0.581484904	0.591792309	0.590275991	0.592693678	0.576647122	0.57880843	0.587689283	0.590613784	0.578458567	0.577818061	0.589624785	16.48449829	0.581384954	0.575364579	0.576650402	0.59274759	12.67445803	16.52149669	0.592160341	18.28816653	0.583744787	0.591982896	0.588465613	0.592837613	0.586505962	0.586506837	0.577554724	17.36057211	0.582623473	0.582595612	0.575819209	0.587976163	16.40224052	0.592922364	0.590721816	0.581265984
35173.92	P17535	JUND	Transcription factor jun-D	0.034506905	4.927584681	7.322209604	12.24979429	0.584167827	18.96945626	18.64387622	19.51937014	22.35995219	0.587316116	0.591449452	0.585252266	0.584350094	0.584454653	0.5787445	0.575813278	0.578761039	15.83018403	0.589419061	22.45868784	0.590460692	0.581905098	0.588751144	0.577906542	17.60901401	0.582946462	17.84892967	19.2785558	0.578173327	0.576255875	18.80284666	18.74634199	0.590859393	1.716410886	18.16269926	0.593692087	0.585913075	17.95308063	20.44438354	22.30746974	0.57953891	19.69117174	0.586621847	23.5541013	17.2054122	0.585297683	19.45718684	18.02506046	19.13000222	15.10160337	13.76428839	14.61717609	0.594371145	0.583782538	16.65725924	0.587001081	17.63833493	21.00629012	17.91175102	0.587066626	19.12526179	18.10283994	17.685581	0.590549075	0.586166998	0.585383817
16401.94	P17568	NDUFB7	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 7	0.031015859	2.997794324	15.57617125	18.57396557	19.10068592	18.82061508	19.33468029	17.42360452	18.84213259	0.5759356	20.03815257	19.84225001	18.73793676	0.587059278	19.10705804	18.36380832	19.60999727	21.06462272	18.72201513	19.65284464	0.592755239	18.65190494	16.26976661	18.38095839	19.54938622	19.26325473	19.18443091	18.86415156	0.58898555	0.582538474	19.14487774	18.52148447	0.577964258	19.79610023	18.74239065	18.3224511	17.15685137	19.08819461	18.86896899	19.00337516	17.04306251	19.28667986	20.08562255	17.95159963	17.48736105	19.12907953	18.16234876	19.22838481	18.02385416	18.74951624	18.77021059	18.23773455	20.00604112	20.58820749	19.7053489	18.43537447	18.155567	19.50868604	15.18934726	19.64727923	18.31514956	18.38240964	18.3463671	17.66261481	16.63105802	18.95555795
61521.04	P19532	TFE3	Transcription factor E3	0.005076358	6.048739267	7.175461655	13.22420092	0.585329599	17.54818046	0.583230784	18.50043588	17.00367488	0.589818465	0.58639932	15.17649154	0.594187176	0.582849921	0.582678618	18.37483135	0.587840055	17.51781041	16.79764461	18.67831838	0.576664793	17.23089368	17.72879659	0.580083295	0.588372151	0.582017326	17.45386554	0.587943798	0.578303954	0.585614494	0.584294139	17.05604874	0.586747799	0.593144971	16.00538829	0.589415653	0.592917951	0.580628723	17.88889548	18.44056962	0.583959472	16.87550714	0.587282336	17.48800154	16.38826579	17.23549161	16.72968536	16.99519438	17.29973639	17.7381567	18.92286836	17.75509366	18.0816406	0.59253385	19.76992156	0.589321423	19.44895627	19.15857055	0.588765864	19.27272431	19.91550013	19.08764347	17.01894586	0.588942481	17.29731359	0.581710186
48206.7	P20061	TCN1	Transcobalamin-1	0.047106802	4.668950151	7.824771135	12.49372129	0.587876208	18.13333995	0.580684025	19.18055418	0.588779845	0.588107801	0.5876357	0.591464223	17.96399204	16.4773871	0.588861506	0.592463419	0.590397161	0.581073241	0.593822853	19.64560588	0.59034564	21.3229368	20.10604514	0.584360599	19.65742509	20.88553747	0.592114978	16.83943333	0.587623303	0.585805528	17.67962345	18.73162761	0.59377276	0.591994108	19.82965374	0.576878148	0.59022462	20.09208932	18.692667	0.583077423	20.90909423	16.5864093	0.576286464	17.77282268	18.40916327	15.37506184	19.93244384	16.96152547	20.32023948	0.589398627	21.68638052	20.15648957	0.594309999	0.580476268	21.30583451	0.58293173	16.09822586	18.01255276	0.581633222	20.86393925	17.24834456	18.4316403	17.61940965	0.585160634	0.584838574	0.585470971
24983.9;14066.62	P20336;S4R3Q3	RAB3A	Ras-related protein Rab-3A	0.005633038	3.450370142	0.585869746	4.036239887	0.57648801	0.589435991	0.590313059	0.593331143	0.59246274	0.578219517	0.578959729	0.591072104	0.588503672	0.589588485	0.586210938	0.578994478	0.577529436	0.583666285	0.587120901	0.592341325	0.58258877	0.576444047	0.57685002	0.58088482	0.592436141	0.588680181	0.587458537	0.591310442	0.586054566	0.577504033	0.594310913	0.585329563	0.582313094	0.593642584	0.588191064	0.588266278	0.587198735	0.583391649	0.584800043	0.592957157	0.587498101	0.575358921	0.591276406	16.35927288	0.581656819	0.579411792	19.17720585	0.588795525	16.62172269	0.589047348	0.579418373	0.584761567	0.577103567	0.584535405	0.581826581	18.95546501	0.59163057	15.14315991	0.579600114	0.589184881	0.592220789	0.577636186	0.579996669	0.591677572	0.575777776	17.35456659
