	Description	Arthrobacter agilis	Micrococcus luteus	Olsenella sp. oral taxon 807	Bacteroides ovatus	Bacteroides salyersiae	Bacteroides uniformis	Alistipes communis	Alistipes dispar	Alistipes shahii	Flagellimonas sp. HMM57	Flavobacterium sp. F-70	Nonlabens dokdonensis	Polaribacter sp. ALD11	Tenacibaculum mesophilum	Zhouia spongiae	Anoxybacillus flavithermus	Bacillus smithii	Lentibacillus sp. CBA3610	Listeria monocytogenes	Planococcus donghaensis	Mammaliicoccus vitulinus	Staphylococcus capitis	Staphylococcus epidermidis	Staphylococcus sp. MI 10-1553	Vagococcus hydrophili	Lacticaseibacillus rhamnosus	Ligilactobacillus murinus	Clostridium sp. 'deep sea'	Clostridium sp. BJN0001	Hungatella hathewayi	Desulfitobacterium hafniense	Eubacterium limosum	Eubacterium sp. NSJ-61	Aminipila butyrica	Coprococcus catus	Coprococcus eutactus	Enterocloster clostridioformis	[Clostridium] scindens	Lacrimispora saccharolytica	Novisyntrophococcus fermenticellae	Pseudobutyrivibrio xylanivorans	Roseburia hominis	Acutalibacter muris	Dysosmobacter welbionis	Monoglobus pectinilyticus	Oscillibacter sp. NSJ-62	Ruthenibacterium lactatiformans	Clostridioides difficile	Romboutsia ilealis	Vallitalea guaymasensis	Flintibacter sp. KGMB00164	Intestinimonas butyriciproducens	Sporomusa termitida	Bradyrhizobium canariense	Brucella intermedia	Methylobacterium brachiatum	Methylorubrum populi	Paracoccus sp. MC1862	Diaphorobacter nitroreducens	Massilia putida	Neisseria gonorrhoeae	Desulfovibrio desulfuricans	Desulfovibrio vulgaris	Campylobacter coli	Cardiobacterium hominis	Teredinibacter haidensis	Thioalkalivibrio versutus	Yokenella regensburgei	Erwinia amylovora	Yersinia canariae	Allofrancisella guangzhouensis	Paraphotobacterium marinum	Sphaerochaeta associata	Akkermansia muciniphila	Aspergillus puulaauensis	Candida dubliniensis	Naumovozyma castellii	Saccharomyces cerevisiae	Fusarium venenatum
D19062	Sodium/hydrogen exchanger family	0.573365272	0.19659525	0.446345242	-0.213293715	0.111512378	-0.141219205	0.174504161	0.341833082	0.400998303	0.491011995	0.370745133	0.225927053	0.142978363	0.296161032	0.354654166	0.385053094	0.444802362	0.355330267	0.28683802	0.237318333	0.320040724	0.44035696	0.320379449	0.290256458	0.270136068	0.359468278	0.420974782	0.180569487	0.247906033	0.229881122	0.324922701	0.442270797	0.129263924	0.294103454	0.088963044	0.437975184	0.087114916	0.062819361	0.360103963	0.329763075	0.468061757	0.35113705	0.273326752	0.047405787	0.301215352	0.281592837	0.022654003	0.244702294	0.286952688	0.607731424	-0.03284016	0.27294696	0.257004379	0.1752638	0.038302618	0.056142737	0.300355734	0.265325767	0.155072775	0.275638782	0.087947085	0.307380738	0.145815998	0.209772259	0.057210616	0.499402706	0.275638782	0.170283429	0.322265467	-0.024220284	0.412077155	0.134562148	0.087947085	0.131735511	0.299286422	-0.237032334	0.480445914	0.197011309	-0.052888086
D4638	COG COG3344 Retron-type reverse transcriptase	0.208798283	0.199052535	0.195576581	-0.077461744	0.084958451	-0.057866231	0.280840202	0.491733748	0.334379198	0.472532189	0.44248927	0.338236173	0.636171903	0.236266094	0.504983512	0.195576581	0.519715049	0.193572317	0.467381974	0.802327665	0.11031069	0.222961373	0.185345839	0.503433476	0.557546559	0.538110327	0.430937307	0.610213792	0.382180868	0.194179734	0.288043872	0.42148607	0.175756339	0.249846523	0.141908658	0.340741634	0.442675478	0.131075003	0.37389638	0.3070209	0.394094464	0.182053824	0.436076252	0.178283222	0.410434862	0.168511362	0.071742692	0.254335935	0.385818919	0.076626427	0.216449298	0.008147401	0.222961373	0.414825484	-0.15585956	0.17286378	0.13695181	-0.106820844	0.003433476	0.193572317	0.456652361	0.056870377	0.013140835	0.026666098	0.188967161	0.263733906	0.193572317	0.267253863	0.516738197	0.246774639	0.498283262	0.209656652	0.502575107	0.051682398	0.513230378	0.149342122	0.208798283	0.095442467	0.097949899
D3704	"Catalyzes the reductive methylation of 2'-deoxyuridine- 5'-monophosphate (dUMP) to 2'-deoxythymidine-5'-monophosphate (dTMP) while utilizing 5,10-methylenetetrahydrofolate (mTHF) as the methyl donor, and NADPH and FADH(2) as the reductant"	0.28954215	0.255024551	0.446531482	0.039533417	0.068027122	-0.180266094	0.20169882	0.421105786	0.27229273	0.519715049	0.109561551	0.357142857	0.442644793	0.133533993	0.511172797	0.208073542	0.37054593	0.113568095	0.357713782	0.608368748	0.158221641	0.301153802	0.162909244	0.572903905	0.404870873	0.698390232	0.389315741	0.682602792	0.276218689	0.172550993	0.386891141	0.381099438	0.254204196	0.470958154	0.138365853	0.434035435	0.426400049	0.173233833	0.439141734	0.410730309	0.42397745	0.310947503	0.482867649	0.308122769	0.394843249	0.357609335	0.226443223	0.390273247	0.418881878	0.14119808	0.301727217	0.206207917	0.301153802	0.469050604	0.013602592	0.424485126	0.1525658	0.167809573	0.121922341	0.430541733	0.30190294	0.181175596	0.050044889	0.186469311	0.158886793	0.552302588	0.430541733	0.138517104	0.571405627	0.264969815	0.528330146	0.098699038	0.572154766	0.133371673	0.512684696	0.113359459	0.30190294	-0.006837822	0.158875449
D14471	PFAM NADPH-dependent FMN reductase	0.301153802	0.273786575	0.442956847	-0.097079102	0.092272083	-0.126724024	0.234525029	0.409935183	0.409524407	0.758503045	0.129788299	0.365315463	0.446119242	0.37157285	0.682904218	0.406614725	0.375449493	0.167809573	0.620474219	0.612618503	0.184047074	0.332992201	0.169230237	0.606240582	0.404217064	0.68906593	0.594748032	0.71805197	0.30679384	0.319977802	0.404543969	0.502677173	0.314258128	0.430743511	0.254021913	0.507712038	0.357427056	0.233947721	0.490447884	0.395053579	0.517512719	0.386271652	0.452083285	0.320164349	0.387183826	0.395214603	0.126874114	0.419696743	0.427362878	0.344803329	0.262144777	0.220666173	0.575525891	0.498930865	0.025968584	0.241909121	0.158312157	0.185890066	0.166121531	0.503993735	0.338236173	0.180090712	0.07298213	0.195663483	0.332426799	0.515220216	0.503993735	0.339739263	0.603244027	0.287907056	0.791839722	0.362208615	0.608487998	0.11513489	0.509899123	0.11846574	0.580769862	-0.033567488	0.188623733
D17170	PSP1 C-terminal conserved region	0.209656652	0.39332781	0.417264172	-0.058699384	0.062033155	-0.113589269	0.260222965	0.439643309	0.317522065	0.456652361	0.221244635	0.516718494	0.605915918	0.235407725	0.688101899	0.357533105	0.530577562	0.214289087	0.522317597	0.787719458	0.298906385	0.454077253	0.313079739	0.750429185	0.546684046	0.6983682	0.557354362	0.871868932	0.432740212	0.164849089	0.349847824	0.4640514	0.277728177	0.279541397	0.170075783	0.421260303	0.39514897	0.233141604	0.397856953	0.379423669	0.437132618	0.297759144	0.438067468	0.29055566	0.465432548	0.315615743	0.151306956	0.380290211	0.316581049	0.292852892	0.28271483	0.107002539	0.454077253	0.636968113	0.092098831	0.182977154	0.299911296	0.255722627	0.248712446	0.599491525	0.45751073	0.221576932	0.18567829	0.184028995	0.152753942	0.469957082	0.599491525	0.27373895	0.747854077	0.419312095	0.700214592	0.208798283	0.751287554	0.017691818	0.564617251	0.115114838	0.45751073	0.075499265	0.30190294
D21260	translation release factor activity	0.26468571	0.171618615	0.690403089	-0.408935281	0.068064757	-0.161519277	0.067960448	0.295450423	0.24249918	0.634389756	0.250858845	0.300534513	0.520352526	0.470771848	0.518391398	0.296373264	0.420633391	0.122162394	0.67521193	0.416610941	0.153140435	0.48064818	0.229292929	0.320980805	0.237899213	0.373153852	0.573737374	0.450682042	0.62540022	0.324352195	0.438159782	0.542952941	0.192897075	0.623378747	0.069550505	0.330398907	0.378098416	0.089623042	0.457985031	0.279806746	0.34048624	0.172541056	0.409993932	0.180540516	0.265237188	0.225886828	0.098890437	0.326669457	0.739576235	0.394815267	0.131032454	0.189570005	0.750272057	0.229639143	-0.032605614	-0.075564605	0.191919192	0.138053437	0.09415437	0.442962828	0.457274193	0.242191608	0.194527681	0.302525253	0.416161616	0.44706865	0.442962828	0.267573742	0.32229765	0.194527681	0.689368006	0.516202977	0.549453296	0.169687407	0.427710175	0.062157954	0.503363745	0.225094271	0.150267257
D12973	ORF11CD3 domain	0.30190294	0.050726954	0.47840531	-0.343168776	0.072734881	-0.125554983	-0.001215786	0.179768787	0.211756436	0.572903905	0.324377105	0.147433802	0.431874001	0.171365503	0.239947371	0.261990953	0.347008826	0.113568095	0.78659575	0.348970252	0.148741419	0.28954215	0.025283974	0.290291289	-0.008336058	0.285634456	0.230428948	0.396123963	0.444382017	0.364063633	0.550833606	0.392789605	0.13867876	0.582516553	0.079133094	0.234768186	0.330643729	0.002109749	0.43525122	0.107325301	0.350327633	0.112044672	0.323235825	0.102943699	0.095742786	0.177966333	-0.005649311	0.206435246	0.630244294	0.473043358	0.000711062	0.194119867	0.545185769	0.214026054	0.001236599	0.011278195	0.003160497	0.14972908	0.11031069	0.411331209	0.53207584	0.06563547	0.041406188	0.187618582	0.560269886	0.337487034	0.411331209	0.255437456	0.28954215	0.041406188	0.558295698	0.354342657	0.28954215	0.148447413	0.465887071	0.069700748	0.545185769	-0.17001311	0.148741419
D17339	Putative heavy-metal chelation	0.45751073	0.171981391	0.496791823	-0.222467986	0.077676298	-0.269506614	0.011005147	0.146746209	0.266397973	0.750429185	0.221244635	0.28954215	0.357498354	0.277896996	0.394054386	0.416581532	0.30190294	0.214289087	0.769313305	0.28954215	0.288043872	0.440772532	0.163947119	0.44248927	0.098699038	0.462611062	0.385176966	0.55967751	0.41920464	0.276196909	0.579271585	0.351238391	0.224946006	0.613352735	0.102742942	0.330711627	0.203685036	0.080578895	0.390055836	0.180454228	0.354994442	0.190145105	0.283037098	0.14257247	0.173623015	0.242338001	-0.028049774	0.283734257	0.473732793	0.488600133	0.032861186	0.231386201	0.718669528	0.359090774	0.07792978	0.130537438	0.137939443	0.235005857	0.235407725	0.577479957	0.443347639	0.229967643	0.175779999	0.359169291	0.359827713	0.48583691	0.577479957	0.226636737	0.440772532	0.175779999	0.733690987	0.486695279	0.443347639	0.201435978	0.331780459	0.087908536	0.721244635	-0.100784396	0.290291289
D15528	Phosphoadenosine phosphosulfate reductase	0.306847027	0.103212776	0.482491857	-0.318675571	0.096093099	-0.035793064	0.087964492	0.205001016	0.235155862	0.483480327	0.328008891	0.07298213	0.339715671	0.252577086	0.320846906	0.274972856	0.463213112	0.08598183	0.471875434	0.264671929	0.097408802	0.022356485	0.025395942	0.239948232	0.122729133	0.167666662	0.081424103	0.090522116	0.171915759	0.438225916	0.292673236	0.401716772	0.173619748	0.459147666	0.146990949	0.283724263	0.3371467	0.113853245	0.47549572	0.226804532	0.382987067	0.262325579	0.356076375	0.106499706	0.193681867	0.201019689	0.083223487	0.220284849	0.539160997	0.376221498	0.02462186	0.147731161	0.255307649	-0.026911307	-0.082258686	-0.050491719	0.046079235	0.053030709	0.022356485	0.304797863	0.285685163	0.061292148	-0.165988056	0.037701193	0.536194739	0.42374926	0.304797863	0.309446254	0.022356485	-0.018729642	0.431258308	0.123045999	0.040787786	0.218138647	0.298885864	-0.13179673	0.4947439	-0.098844029	-0.068960666
D5432	COG1387 Histidinol phosphatase and related hydrolases of the PHP family	0.192341389	0.275871244	0.364165935	-0.217784684	0.1388789	-0.217909208	0.154040027	0.3535626	0.405665519	0.680405324	0.108812412	0.249427918	0.460364482	0.39629443	0.351356827	0.29237535	0.387544949	0.14972908	0.567659933	0.385583524	0.185354691	0.143647367	0.037351326	0.156008157	0.059986924	0.508796088	0.376386436	0.218878069	0.408247748	0.313104205	0.414351095	0.506314113	0.233945038	0.411678791	0.295461432	0.449111175	0.245316315	0.142994098	0.432819649	0.314740489	0.448527389	0.330484704	0.221821205	0.140485094	0.258505522	0.305153578	0.050608413	0.226443223	0.536688265	0.295949985	0.108555432	0.185350105	0.399290986	0.093462676	0.013602592	0.047891468	0.058038214	0.167809573	0.143647367	0.466702718	0.344603853	0.104148846	0.082216604	0.077863148	0.509701937	0.43412594	0.466702718	0.235181191	0.33374134	-0.051683264	0.642573814	0.207698735	0.167619809	0.231971879	0.398476206	0.043403396	0.423263428	-0.124013219	0.049852893
D11114	lipolytic protein G-D-S-L family	0.254150956	0.153907085	0.475715743	-0.398449761	-0.006206513	-0.210427149	0.04787151	0.292710543	0.277686998	0.666652442	0.172835818	0.212902557	0.422023	0.280817053	0.280664434	0.253435795	0.333288753	0.138053437	0.616612357	0.330990209	0.206294245	0.213657992	0.015656566	0.216950103	0.044246955	0.458930067	0.328282828	0.320984155	0.437902302	0.352475217	0.417760212	0.474455934	0.126336985	0.414974932	0.100827656	0.352624965	0.241649676	-0.027608017	0.431271018	0.174667241	0.453981653	0.207297528	0.270783646	0.083007134	0.133964976	0.255991037	0.062065128	0.209366365	0.628465096	0.446916221	0.009999297	0.130407498	0.455628138	0.136195556	-0.05434269	-0.017813709	0.005050505	0.106271351	0.083290404	0.425085404	0.371350101	0.178783175	0.071213364	0.194444444	0.505555556	0.593896792	0.425085404	0.1248852	0.386493811	-0.050530071	0.632085278	0.274232832	0.221559058	0.147888773	0.505564689	-0.033210748	0.463529204	-0.038244172	0.070967519
D12022	molybdopterin-guanine dinucleotide biosynthesis protein	0.209570717	0.120942578	0.300760043	-0.339778502	0.031530548	-0.276757085	0.142360671	0.39319479	0.340866114	0.617107259	0.196941863	0.199434841	0.455592591	0.232097863	0.269001086	0.239685125	0.36342122	0.053030709	0.606185006	0.364016992	0.241138916	0.186360931	0.01911241	0.187726213	0.040810416	0.48459064	0.357375888	0.286590766	0.501183511	0.290494755	0.41018936	0.457819822	0.20021214	0.41490228	0.19861912	0.454889428	0.212957493	0.039731151	0.410353249	0.262627341	0.472917442	0.274980697	0.250542938	0.082833104	0.181467695	0.288979444	0.017159482	0.210847134	0.518874536	0.329261672	0.027645597	0.148811068	0.407365881	0.113977299	-0.048453747	-0.057938875	0.009687112	0.10245739	0.034302699	0.324362591	0.384156095	0.22440835	0.107084691	0.216781857	0.340881616	0.675473045	0.324362591	0.121199783	0.419312095	-0.057003257	0.591166909	0.234145785	0.187043572	0.204068759	0.392422544	0.022683462	0.408048522	0.048713963	0.050044889
D16298	protein histidine kinase activity	0.502575107	0.186313173	0.407365881	0.01876236	0.194190746	0	0.184162077	0.269084327	0.185428464	0.45751073	0.516738197	0.325126243	0.398503176	0.48583691	0.62700555	0.394737027	0.585264695	0.193572317	0.262017167	0.31501287	0.352844379	0.222961373	0.359498502	0.487553648	0.53207584	0.275643543	0.385506177	0.313136025	0.198256325	0.086634035	0.121173202	0.291706461	0.079587776	0.307529668	-0.027094092	0.237098226	0.264247387	0.16706691	0.280840202	0.273030287	0.222223145	0.128921079	0.363539107	0.091711703	0.477426724	0.080138954	-0.005663897	0.306120134	0.317188399	0.544576677	0.116236261	0.106459379	0.222961373	0.149687507	-0.15585956	-0.069669909	0.322626861	-0.106820844	0.003433476	0.193572317	0.208798283	0.212564686	0.013140835	0.026666098	-0.004938166	0.249570815	0.193572317	0.323571726	0.222961373	0.208888077	0.483261803	0.209656652	0.208798283	0.092916872	0.141393692	-0.159581053	0.502575107	0.084758609	0.097949899
D19876	"Thiolase, N-terminal domain"	0.255583456	0.279911374	0.361244716	-0.164091844	0.00300214	-0.095423711	0.141622721	0.236897725	0.261461461	0.187507488	0.244436514	0.255719441	0.304283604	0.162028764	0.393538284	0.301723238	0.514565885	0.150129383	0.184720753	0.246685873	0.479126506	0.149687507	0.228417658	0.426370531	0.303666836	0.35544529	0.220478007	0.22080234	0.336779911	0.209592056	0.082691884	0.394829542	0.215321203	0.204842534	0.209516844	0.406260798	0.16273614	0.168920897	0.34475312	0.340925239	0.41017423	0.341743579	0.186285312	0.075785415	0.33946696	0.215878951	0.103573823	0.252680099	0.254924197	0.404936014	0.054413322	0.049878879	0.149687507	0.102658789	0.023657394	-0.109445141	0.260176263	0.169345944	0.149687507	0.456393325	0.172777601	0.171804646	0.143104831	0.06351721	0.056188301	0.448664415	0.456393325	0.155452371	0.400493701	0.152919542	0.371830136	-0.035431351	0.172777601	0.170050639	0.220860865	-0.133507389	0.452645466	0.054175676	0.061845191
D3979	Cellulase (glycosyl hydrolase family 5)	0.457198658	0.152602939	0.479234528	-0.299064767	0.090516267	-0.184717778	0.102255953	0.270809657	0.261968026	0.4060006	0.464366386	0.223861514	0.478388051	0.075261145	0.328175896	0.258957655	0.620645993	0.08598183	0.382449493	0.384273257	0.434616032	0.173732077	0.19374224	0.419312095	0.291481691	0.474394695	0.179604292	0.271566348	0.477121637	0.298918023	0.375336669	0.485752985	0.219112518	0.426574376	0.172165016	0.430294822	0.3406024	0.143331196	0.461315046	0.3331741	0.482089445	0.303937323	0.327685279	0.067342238	0.406324782	0.195999653	-0.002144935	0.267044437	0.48119968	0.367263844	0.008639249	0.079697074	0.173732077	0.101946362	-0.070990373	-0.05913042	0.193480426	0.069506269	0.032937417	0.322303146	0.372892522	0.208591021	0.089169381	0.181698803	0.191124101	0.641682327	0.322303146	0.148072747	0.394737027	0.105998914	0.383473454	0.022356485	0.175779999	0.18944494	0.377446522	-0.11237038	0.434671512	0.058909908	0.040810416
D4119	Chromate	0.414648331	0.298107718	0.486746125	-0.206322332	-0.002589268	-0.157119085	0.127657481	0.255884762	0.246727602	0.384682779	0.423263428	0.399640405	0.48364329	0.188595695	0.507896049	0.428956194	0.655116051	0.185890066	0.391050459	0.396371363	0.585158549	0.332992201	0.363744449	0.589384959	0.440176528	0.482688042	0.338460475	0.445587933	0.489549853	0.196490073	0.225890814	0.480335965	0.244315797	0.355229348	0.167162807	0.438898577	0.246264398	0.181672829	0.388565056	0.346335128	0.467921841	0.30553358	0.293072113	0.103888137	0.407608954	0.20167921	0.069204062	0.346961862	0.403245035	0.53083329	0.070395117	0.035316069	0.332992201	0.252939882	0.001236599	-0.109839817	0.358860045	0.14972908	0.153760741	0.48365318	0.335988756	0.225384611	0.223563627	0.164345833	0.053441128	0.536945242	0.48365318	0.137027673	0.549306032	0.251267048	0.577024168	0.142149089	0.335988756	0.186015186	0.333433079	-0.08387068	0.606240582	0.119972688	0.186662308
D6282	Cyclic nucleotide-monophosphate binding domain	0.208100875	-0.010066045	0.489512857	-0.330189381	0.006518709	-0.055585035	0.076973245	0.332927784	0.242709072	0.63515451	0.057929921	0.098330724	0.176155783	0.645687223	0.442807975	0.128819173	0.090252563	0.079439817	0.297469348	0.090252563	0.054040115	0.193738084	0.041130687	0.046120516	0.175351815	0.29847847	0.643891106	0.152788615	0.37984516	0.27215033	0.098887839	0.423243299	-0.007809437	0.325918853	-0.04608371	0.292146097	0.166723635	-0.084792996	0.334310445	0.200373705	0.286592616	0.112522954	0.28325859	0.086713069	0.178612545	0.19909957	0.09928496	0.242195129	0.616868062	0.416155732	0.084523127	0.165208883	0.517858388	-0.02131633	-0.25499893	-0.104598263	-0.013955054	-0.174767598	-0.136925269	0.079439817	0.044843823	0.256069	0.094805835	0.187291519	0.228667031	0.386678236	0.079439817	0.176539379	0.208739221	-0.01142239	0.494239577	0.479876787	0.273850538	0.06184795	0.294920484	-0.069617557	0.262679478	0.268816013	-0.081478008
D17453	"Pyridoxal-dependent decarboxylase, pyridoxal binding domain"	0.559044837	-0.089640782	0.532322721	-0.234042509	0.064378609	-0.049099714	-0.005592613	0.051696515	0.274222173	0.54443663	0.364456031	0.001797973	0.050379509	0.42775826	0.476320107	0.287311284	0.227525335	0.131648588	0.355466365	-0.008336058	0.212160837	0.322878827	0.245369478	0.340483589	0.371199738	0.148878025	0.477235015	0.189199687	0.336674101	0.356834505	0.209545603	0.361096264	0.19752679	0.656094456	0.110505385	0.331787872	0.215807251	0.113340404	0.416163388	0.3096757	0.282324301	0.217027704	0.321373867	0.103179809	0.271654198	0.112456519	-0.016477158	0.328954682	0.477453783	0.353144144	0.029509064	0.204311752	0.607738859	0.040998497	-0.190436286	0.020104609	0.190491761	-0.130518557	-0.058807397	0.131648588	0.098699038	0.109302044	0.098600347	0.249966564	0.071254837	0.146643922	0.131648588	0.345101215	0.108063273	0.269438109	0.361459476	0.568409072	0.354342657	0.254707069	0.011977964	0.025403753	0.584515556	0.201404927	-0.007682249
D11103	"lipid kinase, YegS Rv2252 BmrU family"	0.737898476	0.225291532	0.710317549	-0.070726039	0.266321224	0.092475686	0.254535784	0.306763971	0.363221746	0.660262439	0.570161902	0.30024253	0.188954188	0.535617427	0.582868228	0.552280391	0.552620308	0.443726015	0.33760992	0.310188452	0.199540066	0.306626732	0.333816989	0.334048634	0.317337084	0.233451537	0.38735883	0.178709291	0.301930293	0.428618742	0.338782979	0.61698583	0.343042761	0.602127236	0.238176979	0.508609196	0.334872476	0.350360696	0.499824129	0.420548411	0.496702798	0.430589946	0.510315494	0.271627172	0.436940055	0.311537046	0.16829711	0.507576921	0.531936592	0.481191992	0.191999562	0.297914814	0.569449644	0.216042026	0.006270501	0.146080734	0.303767997	0.16868035	0.142095315	0.133225244	0.086183123	0.297579909	0.229975219	0.328899881	0.124020387	0.249290026	0.133225244	0.310126681	0.09473021	0.237055737	0.505346495	0.532412269	0.323008648	0.380994525	0.225911388	-0.025973659	0.574079316	0.262411348	-0.025486426
D18379	rRNA processing	0.481153479	0.029013894	0.55792028	-0.098269462	0.111720652	0.127706119	0.165342259	0.328721914	0.371564778	0.576107483	0.301299426	0.141367826	0.226189947	0.313268418	0.679886019	0.325791938	0.370481198	0.064033307	0.396253429	0.374938115	0.347918058	0.172991831	0.121923107	0.650793993	0.447363011	0.585303831	0.560895256	0.54090682	0.266750186	0.413022208	0.242484123	0.553625257	0.196468987	0.410317622	0.202090035	0.510426886	0.403731733	0.174979186	0.577661927	0.400952921	0.585109159	0.383300117	0.492582246	0.272613014	0.481666474	0.338601934	0.086849268	0.479777017	0.511967746	0.686485622	0.195099977	0.266798209	0.357314309	0.31737647	-0.133821752	0.121729537	0.101602589	0.002407267	-0.032396072	0.252281601	0.165331677	0.067714997	0.008249504	0.042354814	0.224994649	0.342951518	0.252281601	0.416917224	0.577703348	0.265253272	0.510038647	0.231081339	0.419233894	0.011913759	0.548184192	-0.041879312	0.591746966	-0.150960717	0.017270552
D8200	exo-alpha-sialidase activity	0.537754198	0.183668756	0.929530381	-0.264666622	0.171430301	0.0248973	0.018263694	0.114604253	0.128870342	0.459762033	0.333336377	0.263566941	0.338928316	0.348293779	0.568990413	0.298797852	0.500715026	0.133225244	0.299860288	0.261080461	0.314228983	0.248577768	0.236021177	0.486827807	0.307701972	0.390070922	0.308685105	0.352715706	0.471064111	0.408787801	0.352458622	0.564129558	0.238937538	0.595046718	0.084586217	0.342386464	0.475041171	0.247392094	0.524792216	0.333411881	0.37346075	0.268559218	0.47349347	0.242444088	0.484275228	0.219077952	0.142336385	0.4462559	0.673299182	0.437859223	0.16630948	0.174872841	0.512112938	0.173758571	-0.030568694	0.009324302	0.232743105	0.11603489	0.095798596	0.407196513	0.252139055	0.282623553	0.186359229	0.329992572	0.272626314	0.453707847	0.407196513	0.267360353	0.248577768	0.353176229	0.423793044	0.308763503	0.50142908	0.171308825	0.386936153	-0.081076655	0.502497466	0.112884161	0.110648386
D10751	Iron-sulfur cluster-binding domain	0.399333043	0.093443587	0.577823139	-0.245895725	0.084408574	-0.057127683	0.182510133	0.332438807	0.359509273	0.558012784	0.253821744	0.162334608	0.23635731	0.485586346	0.588295693	0.347688776	0.378110343	0.090380308	0.383860122	0.158312157	0.360296634	0.144852876	0.123232323	0.363119824	0.226981133	0.374792888	0.503030303	0.243455251	0.521574011	0.43288623	0.186756629	0.565785277	0.326441203	0.575990442	0.277378939	0.584288882	0.279563677	0.229929459	0.536844795	0.447266844	0.508787423	0.421629103	0.380755408	0.213743369	0.378333248	0.34314588	0.140680957	0.452661667	0.568367248	0.444559896	0.15707229	0.226234093	0.608052869	0.070846119	-0.10868538	-0.091079771	0.116161616	0.026816135	0.003621322	0.292991108	0.146169721	0.30464653	0.21835274	0.308080808	0.116666667	0.542869075	0.292991108	0.303442238	0.34073347	0.234585198	0.539576964	0.449373127	0.388139866	0.326552089	0.189494949	0.013912611	0.585008093	0.202694113	0.009194172
D21472	tRNA (Uracil-5-)-methyltransferase	0.234145785	0.139305587	0.615906623	-0.294801548	-0.001501455	0.031318931	0.122197525	0.280515247	0.196036476	0.18567829	0.241996154	0.209265087	0.286209661	0.279882717	0.483849077	0.226927253	0.423594241	0.069506269	0.244385397	0.210456632	0.421211151	0.195576581	0.161277324	0.407365881	0.223861514	0.303895825	0.3840809	0.296356638	0.588249503	0.335634832	0.09442994	0.528362896	0.218672974	0.378393051	0.149977703	0.430627181	0.299565966	0.149525838	0.447355945	0.346580181	0.425715181	0.299432959	0.333340875	0.167172265	0.344788621	0.259514018	0.194545626	0.37986803	0.524912173	0.479234528	0.132180513	0.119005658	0.44183924	0.123475407	-0.037185434	-0.201073216	0.163633648	0.11893295	0.054781922	0.358343433	0.198989785	0.282240458	0.280673181	0.247937704	0.06074081	0.467096949	0.358343433	0.191775244	0.416581532	0.272258415	0.366748755	0.232097863	0.431940949	0.164074828	0.318684673	-0.048856687	0.419994736	0.229125557	0.059875135
D4916	COG NOG26882 non supervised orthologous group	0.470815451	0	0.285685163	-0.119543038	0.279149197	-0.173330795	0.055861568	0.268191348	0.214721188	0.469098712	0.439914163	0.121922341	0.381384658	0.306223176	0.204109591	0.040787786	0.288043872	0.235005857	0.465665236	0.299655524	0.118925786	0.233690987	0.042797441	0.221244635	0.109561551	0.307338989	0.251188056	0.324471266	0.380588448	0.129543683	0.530577562	0.14615089	-0.072402769	0.394395707	-0.169539267	0.081354503	0.271580048	-0.110661683	0.266909636	0.063836029	0.099859768	-0.088464673	0.259711427	-0.046261655	0.284642281	0.024700362	-0.176929346	0.031016577	0.357880831	0.301385901	-0.051057049	0.198796595	0.233690987	0.160038239	-0.15585956	0.140650812	-0.017118976	-0.106820844	0.02832618	0.235005857	0.455793991	0.24519523	0.020991204	0.214974837	0.205098504	0.266309013	0.235005857	0.299679299	0.233690987	0.020991204	0.247854077	0.221244635	0.222961373	0.006825977	0.27975524	-0.032179497	0.222961373	-0.100784396	0.109561551
D4921	COG NOG27017 non supervised orthologous group	0.470815451	0	0.285685163	-0.079874048	0.069585017	-0.292278048	-0.016298762	0.202110905	0.163597095	0.469098712	0.439914163	0.121922341	0.381384658	0.02832618	0.020991204	0.040787786	0.288043872	0.235005857	0.465665236	0.299655524	0.118925786	0.233690987	0.042797441	0.221244635	0.109561551	0.307338989	0.031933475	0.324471266	0.380588448	0.149640606	0.530577562	0.14615089	0.050295053	0.65328722	-0.070283683	0.153514833	0.311773895	-0.120599747	0.318452729	0.114960121	0.193531043	-0.028589193	0.29128642	-0.006222328	0.116870084	0.045009549	0.002697094	0.100871304	0.509566427	0.080380951	-0.010863202	0.128457363	0.233690987	0.160038239	-0.15585956	0.369325433	-0.017118976	-0.106820844	0.02832618	0.235005857	0.455793991	0.072719498	0.020991204	0.214974837	0.205098504	0.266309013	0.235005857	0.040787786	0.233690987	0.020991204	0.247854077	0.221244635	0.222961373	0.269695749	0.27975524	0.1355927	0.222961373	-0.100784396	0.109561551
